VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
EKAMBA,131,1801,0,7,12,0,27,5
AMADUWA,12,1799,1,10,3,0,1,11
AMAHIBELAHA,38,1382,1,3,0,0,1,6
AURABANI,5,1709,1,3,0,0,0,1
BABIYA,17,1469,4,2,0,0,49,4
BAKALAURI,257,2646,10,80,79,2,7,11
BARAHACHHETRA,2513,184,12,178,4,35,52,35
BASANTAPUR,4,859,0,9,1,0,17,5
BHADGAUN SINAWARI,82,3719,8,7,0,0,4,17
BHALUWA,2,901,0,2,1,0,0,6
BHARAUL,173,3498,268,319,31,116,20,6
BHOKRAHA,14,3340,1,13,4,0,16,11
BISHNUPADUKA,943,1,2,112,4,14,0,4
CHANDWELA,2,1367,0,5,0,0,1,4
CHHITAHA,1,1798,3,10,0,0,61,9
CHIMADI,3,1380,1,3,1,0,0,2
DEWANGANJ,11,1278,1,11,3,1,4,2
DHARAN MUNICIPALITY,26169,55,82,67,369,101,710,197
GHUSKEE,10,1745,4,5,0,0,16,6
DUHABI,1259,3079,10,1,4,4,38,20
DUMRAHA,26,3403,5,9,3,0,36,10
GAUTAMPUR,3,713,0,2,2,1,0,2
HANSAPOSA,487,5280,11,48,64,0,2,23
HARINAGARA,16,1377,3,16,0,0,5,1
HARIPUR,4,2188,1,6,2,2,111,2
INARUWA MUNICIPALITY,889,5230,20,4,2,1,24,25
ITAHARI MUNICIPALITY,9400,8206,100,35,188,13,176,152
JALPAPUR,6,1046,3,6,2,0,2,1
KAPTANGANJ,15,1535,7,5,0,0,12,4
KHANAR,402,4657,19,7,5,0,5,35
LAUKAHI,6,836,0,1,0,0,17,1
MADHELEE,11,1499,1,9,3,0,0,26
MADHESA,17,1370,3,2,0,1,1,1
MADHUWAN,7,1444,4,4,1,0,4,7
MADHYAHARSHAHI,6,1031,1,2,2,0,4,1
MAHENDRANAGAR,34,5108,11,33,53,1,170,21
NARSINGHATAPPU,48,3248,4,24,2,1,65,7
PAKALI,23,2435,8,1,9,1,5,14
PANCHAKANYA,3566,2,10,9,2,2,248,24
PASHCHIM KUSHAHA,7,2059,5,11,4,0,5,15
PRAKASHPUR,29,3133,8,1,2,0,25,8
PURBAKUSHAHA,6,1498,1,7,0,0,1,16
RAMGANJ BELGACHHI,12,1570,0,9,0,0,4,0
RAJGANJ SINUWARI,24,1602,1,7,0,0,2,5
RAMNAGAR BHUTAHA,11,1970,6,9,4,0,11,9
SAHEBGANJ,2,773,2,5,1,0,0,1
SATTERJHORA,9,1870,1,3,1,0,0,5
SIMARIYA,8,1140,0,4,5,0,0,21
SINGIYA,17,2441,10,3,0,0,28,11
SONAPUR,52,2530,5,6,0,0,0,11
SRIPURJABDI,13,3219,0,1,0,0,16,11
TANAMUNA,2,1244,1,6,0,0,0,2
TOTAL,46804,109667,660,1142,873,296,2003,834
