VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,162407,763487,371229,392258,4.7010719981281595,94.63898760509664
EKAMBA,1983,8861,4149,4712,4.4684820978315685,88.05178268251274
AMADUWA,1837,9216,4699,4517,5.0168753402286335,104.0292229355767
AMAHIBELAHA,1431,7155,3599,3556,5,101.20922384701912
AURABANI,1719,7938,3869,4069,4.617801047120419,95.08478741705578
BABIYA,1545,8526,4220,4306,5.518446601941748,98.00278680910358
BAKALAURI,3092,13903,6459,7444,4.4964424320827945,86.76786673831273
BARAHACHHETRA,3013,12499,5781,6718,4.148357119150348,86.05239654659125
BASANTAPUR,895,5705,2932,2773,6.374301675977653,105.73386224305806
BHADGAUN SINAWARI,3837,17268,8069,9199,4.500390930414386,87.7160560930536
BHALUWA,912,4300,2130,2170,4.714912280701754,98.15668202764977
BHARAUL,4431,19466,8947,10519,4.393139246219815,85.05561365148779
BHOKRAHA,3399,19415,9381,10034,5.711974110032362,93.49212676898546
BISHNUPADUKA,1080,4623,2194,2429,4.280555555555556,90.32523672293125
CHANDWELA,1379,6700,3231,3469,4.85859318346628,93.13923320841741
CHHITAHA,1882,9787,4801,4986,5.200318809776833,96.28961091054954
CHIMADI,1390,6444,3182,3262,4.635971223021583,97.54751686082159
DEWANGANJ,1311,7484,3839,3645,5.7086193745232645,105.32235939643346
DHARAN MUNICIPALITY,27750,116181,54599,61582,4.186702702702703,88.66064759182878
GHUSKEE,1786,10931,5231,5700,6.120380739081747,91.77192982456141
DUHABI,4415,21245,10667,10578,4.812004530011325,100.84136887880506
DUMRAHA,3492,16528,7856,8672,4.7331042382588775,90.59040590405904
GAUTAMPUR,723,4053,2061,1992,5.605809128630705,103.46385542168674
HANSAPOSA,5915,25460,11470,13990,4.304311073541843,81.98713366690494
HARINAGARA,1418,7820,3919,3901,5.514809590973202,100.46142014867982
HARIPUR,2316,12033,6068,5965,5.19559585492228,101.72673931265717
INARUWA MUNICIPALITY,6195,28454,14174,14280,4.593058918482647,99.25770308123249
ITAHARI MUNICIPALITY,18270,74501,35439,39062,4.0777777777777775,90.72500128001639
JALPAPUR,1066,6633,3247,3386,6.222326454033771,95.89486119314826
KAPTANGANJ,1578,9026,4603,4423,5.719898605830164,104.06963599366945
KHANAR,5130,20323,10217,10106,3.961598440545809,101.09835741143876
LAUKAHI,861,5038,2581,2457,5.851335656213705,105.04680504680503
MADHELEE,1549,7620,3722,3898,4.919302775984506,95.48486403283735
MADHESA,1395,6022,2781,3241,4.316845878136201,85.80684973773526
MADHUWAN,1471,7706,3691,4015,5.238613188307274,91.93026151930262
MADHYAHARSHAHI,1047,5426,2741,2685,5.182425978987584,102.08566108007449
MAHENDRANAGAR,5431,23631,10783,12848,4.351132388142147,83.9274595267746
NARSINGHATAPPU,3399,21094,10473,10621,6.205942924389526,98.60653422464928
PAKALI,2496,11372,5291,6081,4.556089743589744,87.00871567176452
PANCHAKANYA,3863,16901,7878,9023,4.375097074812322,87.31020724814364
PASHCHIM KUSHAHA,2106,11496,5735,5761,5.4586894586894585,99.54868946363479
PRAKASHPUR,3206,14105,6359,7746,4.399563318777292,82.09398399173767
PURBAKUSHAHA,1529,7712,3865,3847,5.043819489862655,100.46789706264623
RAMGANJ BELGACHHI,1595,8363,4246,4117,5.243260188087774,103.13334952635414
RAJGANJ SINUWARI,1641,9073,4654,4419,5.528945764777575,105.31794523647883
RAMNAGAR BHUTAHA,2020,12337,5996,6341,6.107425742574257,94.55921778899227
SAHEBGANJ,784,4064,2026,2038,5.183673469387755,99.41118743866537
SATTERJHORA,1889,9507,4539,4968,5.032821598729487,91.3647342995169
SIMARIYA,1178,5417,2655,2762,4.598471986417657,96.12599565532223
SINGIYA,2510,11281,5142,6139,4.494422310756972,83.75956996253461
SONAPUR,2604,11707,5880,5827,4.495775729646698,100.90955894971682
SRIPURJABDI,3260,15059,7570,7489,4.619325153374233,101.08158632661237
TANAMUNA,1255,5835,2910,2925,4.649402390438247,99.48717948717949
