VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ALAMADEVI,317,518,35,37,0,0,0,1
ARJUN CHAUPARI,133,1089,158,115,0,0,2,9
ARUCHAUR,104,561,88,6,0,0,0,1
ARUKHARKA,49,548,249,31,0,0,0,1
BAGEFADKE,14,188,74,5,0,0,0,0
BAHAKOT,72,370,1,5,0,0,0,0
BENETHOK DEURALI,251,594,10,5,0,0,0,4
BHATKHOLA,36,353,40,19,0,0,0,2
BICHARI CHAUTARA,40,372,148,3,0,0,0,0
BIRGHA,429,702,6,36,4,0,0,3
BIRUWA ARCHALE,251,376,4,41,0,0,0,2
CHANDI BHANJYANG,432,451,0,7,0,0,0,1
CHAPAKOT,190,632,93,165,2,0,0,5
CHHANGCHHANGDI,29,582,1,36,0,0,0,4
CHILAUNEBAS,76,374,207,5,0,0,0,0
CHINNEBAS,451,578,2,23,0,0,0,5
MAGYAM CHISAPANI,384,557,4,5,1,0,0,2
CHITRE BHANJYANG,285,484,29,11,0,0,0,4
DARSING DAHATHUM,102,766,15,768,0,2,2,16
DHAPUK SIMAL BHANJYANG,186,638,1,9,0,0,0,1
FAPARTHUM,31,522,45,5,0,0,0,0
FEDIKHOLA,56,1234,15,327,1,0,3,9
JAGAT BHANJYANG,164,571,11,34,0,0,3,8
JAGATRADEVI,220,1039,12,764,0,0,3,12
KALIKAKOT,389,512,5,5,0,0,2,0
KOLMA BARAHACHAUR,52,379,2,10,0,0,0,0
KEWARE BHANJYANG,210,434,5,32,0,0,0,3
KHILUNG DEURALI,104,889,11,42,0,0,1,3
KICHANASH,275,824,22,27,0,0,0,5
KUWAKOT,237,598,28,37,0,0,1,6
KYAKMI,397,734,41,10,0,0,0,12
MAJHAKOT SIVALAYA,190,162,0,2,0,0,0,3
MALUNGA,182,427,12,57,0,0,0,0
MALYANGKOT,342,735,7,12,0,0,0,6
MANAKAMANA,552,419,2,14,0,0,0,10
NIBUWAKHARKA,251,527,3,4,0,0,0,5
ORASTE,169,662,3,4,1,0,0,6
PAKWADI,408,843,8,23,1,0,0,1
PANCHAMUL,232,641,192,12,1,0,0,1
PAUWEGAUDE,34,700,12,55,0,0,0,4
PELAKOT,281,904,3,31,0,0,0,1
PELKACHAUR,171,256,4,7,0,0,0,1
PIDIKHOLA,398,705,5,8,0,0,0,3
PUTALIBAZAR MUNICIPALITY,247,4861,345,2670,14,0,13,30
RANGVANG,227,455,2,3,0,0,0,0
RAPAKOT,264,566,66,2,0,0,0,6
RATNAPUR,119,618,99,71,0,0,1,0
SAKHAR,277,698,54,15,1,0,4,6
DARAU,52,273,252,4,1,0,0,0
SEKHAM,212,664,32,12,1,0,2,1
SETIDOBHAN,32,647,13,82,1,0,1,4
SHREEKRISHNA GANDAKI,413,1215,15,339,1,0,5,5
SIRSEKOT,228,550,1,5,0,0,0,8
SWOREK,186,981,3,23,0,0,0,4
TAKSAR,72,450,5,0,1,0,0,1
THULADIHI,117,724,14,14,0,0,1,4
THUMPOKHARA,184,877,1,143,0,0,0,15
TINDOBATE,239,585,4,159,1,0,1,5
TULSIBHANJYANG,152,721,18,64,0,0,5,1
WALING MUNICIPALITY,327,2677,29,2840,5,0,3,71
BANGSING DEURALI,87,431,94,12,0,0,0,0
YALADI,174,239,0,4,0,0,0,0
TOTAL,12785,43682,2660,9316,37,2,53,321
