VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BAGESWORI,4638,2203,2435,2938,1611,1327,157,67,90,1539,523,1016,4,2,2,63.34626994394136,73.12755333635951,54.496919917864474
BALKUMARI,2277,1130,1147,1064,620,444,210,98,112,998,411,587,5,1,4,46.728151075977166,54.86725663716814,38.70967741935484
BARSUNCHET,386,164,222,221,115,106,8,2,6,155,46,109,2,1,1,57.2538860103627,70.1219512195122,47.74774774774775
BELKOT,7018,3374,3644,4337,2374,1963,227,121,106,2439,875,1564,15,4,11,61.798233114847534,70.36158861885004,53.869374313940725
BETINI,3837,1899,1938,1613,995,618,130,82,48,2081,819,1262,13,3,10,42.038050560333595,52.39599789362822,31.88854489164087
BHADRUTAR,3034,1471,1563,1826,978,848,174,96,78,1034,397,637,0,0,0,60.18457481872116,66.48538409245411,54.25463851567498
BHALCHE,3151,1446,1705,1508,779,729,120,47,73,1523,620,903,0,0,0,47.857822913360835,53.87275242047026,42.75659824046921
BIDUR MUNICIPALITY,24758,11632,13126,18702,9887,8815,595,246,349,5444,1495,3949,17,4,13,75.53921964617497,84.99828060522697,67.15678805424349
BUDHASING,2737,1227,1510,1594,790,804,130,71,59,968,348,620,45,18,27,58.238947753014244,64.38467807660962,53.24503311258278
BUNGTANG,1936,833,1103,1059,501,558,30,14,16,847,318,529,0,0,0,54.7004132231405,60.14405762304922,50.58930190389845
CHARGHARE,4970,2246,2724,2933,1499,1434,277,155,122,1754,591,1163,6,1,5,59.014084507042256,66.74087266251114,52.6431718061674
CHATURALE,3020,1448,1572,1894,1051,843,60,24,36,1047,360,687,19,13,6,62.71523178807947,72.5828729281768,53.62595419847328
CHAUGHADA,5058,2295,2763,3119,1656,1463,149,75,74,1783,561,1222,7,3,4,61.66468960063266,72.15686274509804,52.949692363373146
CHAUTHE,3276,1626,1650,2108,1202,906,84,42,42,1084,382,702,0,0,0,64.34676434676435,73.92373923739237,54.90909090909091
CHHAP,1933,925,1008,946,489,457,178,92,86,775,327,448,34,17,17,48.939472322814275,52.86486486486487,45.33730158730159
DANGSING,2524,1135,1389,1349,660,689,71,36,35,1062,425,637,42,14,28,53.44690966719493,58.14977973568281,49.604031677465805
DEURALI,3363,1492,1871,1720,886,834,121,41,80,1515,563,952,7,2,5,51.14481118049361,59.383378016085786,44.57509353287013
DUIPIPAL,7141,3368,3773,4152,2142,2010,429,232,197,2544,986,1558,16,8,8,58.14311721047473,63.59857482185273,53.27325735489001
FIKURI,2654,1274,1380,1691,928,763,73,37,36,890,309,581,0,0,0,63.71514694800301,72.8414442700157,55.289855072463766
GANESHTHAN,3432,1672,1760,2032,1107,925,170,97,73,1229,468,761,1,0,1,59.20745920745921,66.20813397129187,52.55681818181818
GAUNKHARKA,2863,1407,1456,1257,774,483,101,59,42,1502,573,929,3,1,2,43.904994760740486,55.010660980810236,33.17307692307692
GERKHU,5892,2635,3257,3939,1995,1944,86,47,39,1865,592,1273,2,1,1,66.85336048879837,75.71157495256166,59.686828369665335
GHYANGPHEDI,2802,1545,1257,829,540,289,110,64,46,1862,940,922,1,1,0,29.586009992862238,34.95145631067961,22.991249005568815
