VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ATARPUR,53,225,176,7,0,0,1,2
BADEGAU,11,353,778,1,0,0,0,17
BANSBARI,26,744,267,61,0,0,0,4
BANSKHARKA,33,62,487,1,1,0,0,4
BARAMCHI,7,13,677,5,0,0,0,3
BARHABISE,32,730,505,306,103,0,1,6
BARUWA,3,200,247,4,32,0,0,1
BATASE,16,193,923,2,0,0,0,18
BHIMTAR,4,468,405,13,0,0,0,2
BHOTASIPA,26,781,178,1,2,0,0,6
BHOTE NAMLANG,19,357,253,3,152,0,0,8
BHOTECHAUR,107,903,32,14,0,0,0,18
CHOKATI,33,75,515,1,0,1,1,1
CHAUTARA,13,518,294,729,1,0,5,58
DHUMTHANG,42,671,108,0,20,0,0,10
DUBACHOUR,71,1014,279,3,0,0,0,8
FATAKSHILA,32,786,51,15,0,1,0,9
FULPINGDANDA,30,601,399,12,1,0,2,9
FULPINGKATTI,24,578,56,39,81,1,1,3
FULPINGKOT,17,71,789,4,14,0,1,8
GATI,14,576,204,14,61,0,0,5
GHORTHALI,38,95,189,3,138,0,2,0
DHUSKUN,22,569,154,11,0,0,0,3
GLOCHE,12,1,539,3,173,0,0,3
GUMBA,45,13,95,8,511,0,0,2
GUNSAKOT,3,241,15,7,177,0,0,6
HAGAM,14,17,768,0,0,0,0,19
HAIBUNG,47,500,23,2,0,0,0,4
HELAMBU,23,590,19,11,10,1,0,2
ICHOK,28,1223,4,5,1,0,0,9
IRKHU,24,474,230,13,0,0,0,10
JALBIRE,2,9,517,80,0,0,0,3
JETHAL,20,462,81,52,0,0,1,4
JYAMIRE,37,553,605,2,0,1,0,1
KADAMBAS,15,465,326,22,0,0,0,6
KALIKA,32,347,164,1,0,0,0,1
KARTHALI,11,353,359,30,75,0,2,6
KIWOOL,9,642,47,8,0,0,52,6
KUBHINDE,16,381,289,2,0,0,0,5
KUNCHOK,48,446,428,3,0,0,0,2
LANGARCHE,18,165,406,2,0,0,0,1
LISANKHU,150,639,139,4,0,0,1,5
LISTIKOT,41,802,29,0,65,0,6,6
MAHANKAL,42,934,8,31,1,0,0,8
MANESWNARA,12,194,565,9,0,0,0,9
MANKHA,29,928,597,279,2,0,3,22
MARMING,7,395,113,15,168,0,1,19
MELAMCHI,18,902,103,145,0,0,0,11
BHOTANG,9,342,12,2,243,0,2,14
NAWALPUR,12,183,579,18,0,0,0,5
PAGRETAR,12,556,89,95,1,0,0,9
PALCHOK,24,371,86,3,0,0,0,5
PANGTANG,8,22,422,2,22,0,0,11
PETAKU,34,256,97,2,0,0,0,2
PIPALDANDA,17,202,560,8,0,0,0,0
PISKAR,15,183,336,2,0,0,0,2
RAMCHE,33,383,285,289,1,0,0,8
SANGACHOK,16,848,1153,79,1,0,0,31
SANUSIRUWARI,25,465,246,24,0,0,1,18
SELANG,26,6,470,0,0,17,1,6
SIKHARPUR,2,267,306,3,0,0,0,5
SINDHUKOT,17,634,17,0,0,0,0,13
SIPA POKHARE,5,636,174,7,0,0,0,11
SIPAL KAVRE,9,9,580,1,0,0,4,5
SUNKHANI,61,473,62,0,1,0,0,29
SYAULE BAZAR,9,110,690,12,0,0,0,12
TALAMARANG,61,535,97,21,0,0,0,2
TATOPANI,14,1201,13,357,120,0,8,20
TAUTHALI,131,482,149,9,0,1,0,4
TEKANPUR,9,346,63,3,0,0,0,1
THAKANI,22,687,2,3,1,0,1,2
THAMPAL CHHAP,5,115,669,5,2,0,0,26
THANGPALKOT,6,415,110,13,106,0,0,3
THOKARPA,60,919,45,1,0,0,1,10
THULO DHADING,95,259,133,1,1,0,0,20
THULO PAKHAR,32,555,122,42,1,0,0,6
THULO SIRUBARI,9,765,531,15,0,0,0,11
THUM PAKHAR,9,762,181,34,0,0,0,11
YAMUNADANDA,11,348,34,0,0,0,0,0
TOTAL,2174,35594,22748,3034,2289,23,98,675
