VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,66688,287798,138351,149447,4.315589011516315,92.57529425147378
ATARPUR,464,2182,1034,1148,4.702586206896552,90.06968641114983
BADEGAU,1160,5353,2534,2819,4.614655172413793,89.89003192621497
BANSBARI,1102,5056,2395,2661,4.588021778584392,90.00375798571966
BANSKHARKA,588,2259,1170,1089,3.8418367346938775,107.43801652892562
BARAMCHI,705,3248,1610,1638,4.607092198581561,98.29059829059828
BARHABISE,1683,7117,3519,3598,4.228758169934641,97.80433574207893
BARUWA,487,1831,932,899,3.759753593429158,103.67074527252502
BATASE,1152,4882,2273,2609,4.237847222222222,87.121502491376
BHIMTAR,892,4526,2084,2442,5.073991031390134,85.33988533988534
BHOTASIPA,994,4618,2084,2534,4.645875251509055,82.24151539068666
BHOTE NAMLANG,792,3551,1783,1768,4.483585858585859,100.84841628959276
BHOTECHAUR,1074,4752,2266,2486,4.424581005586592,91.1504424778761
CHOKATI,627,2497,1163,1334,3.982456140350877,87.18140929535232
CHAUTARA,1618,5952,2907,3045,3.6786155747836835,95.4679802955665
DHUMTHANG,851,3780,1798,1982,4.441833137485311,90.71644803229061
DUBACHOUR,1375,5713,2773,2940,4.154909090909091,94.31972789115646
FATAKSHILA,894,4286,2138,2148,4.794183445190156,99.53445065176909
FULPINGDANDA,1054,4802,2305,2497,4.555977229601518,92.31077292751301
FULPINGKATTI,783,3297,1704,1593,4.210727969348659,106.96798493408663
FULPINGKOT,904,3815,1771,2044,4.220132743362832,86.64383561643835
GATI,874,4026,2001,2025,4.606407322654462,98.81481481481481
GHORTHALI,465,1897,950,947,4.079569892473118,100.31678986272439
DHUSKUN,759,2926,1336,1590,3.8550724637681157,84.0251572327044
GLOCHE,731,3611,1817,1794,4.939808481532148,101.28205128205127
GUMBA,674,3431,1727,1704,5.0905044510385755,101.34976525821595
GUNSAKOT,449,1902,1000,902,4.23608017817372,110.86474501108647
HAGAM,818,3847,1874,1973,4.702933985330073,94.98226051697922
HAIBUNG,576,2484,1174,1310,4.3125,89.61832061068702
HELAMBU,656,2564,1258,1306,3.908536585365854,96.32465543644717
ICHOK,1270,5387,2630,2757,4.241732283464567,95.39354370692782
IRKHU,751,3443,1555,1888,4.584553928095872,82.36228813559322
JALBIRE,611,2540,1228,1312,4.157119476268412,93.59756097560977
JETHAL,620,2553,1223,1330,4.117741935483871,91.95488721804512
JYAMIRE,1199,5553,2670,2883,4.631359466221851,92.61186264308012
KADAMBAS,834,3372,1472,1900,4.043165467625899,77.47368421052632
KALIKA,545,2251,979,1272,4.130275229357798,76.96540880503144
KARTHALI,836,3347,1608,1739,4.003588516746412,92.4669350201265
KIWOOL,764,2950,1444,1506,3.8612565445026177,95.88313413014609
KUBHINDE,693,3009,1447,1562,4.341991341991342,92.63764404609475
KUNCHOK,927,3967,1829,2138,4.279395900755124,85.54724041159962
LANGARCHE,592,2590,1252,1338,4.375,93.57249626307922
LISANKHU,938,3774,1753,2021,4.023454157782516,86.7392380009896
LISTIKOT,949,3305,1555,1750,3.482613277133825,88.85714285714286
MAHANKAL,1024,4843,2280,2563,4.7294921875,88.9582520483808
MANESWNARA,789,3393,1577,1816,4.300380228136882,86.83920704845815
MANKHA,1860,7752,3698,4054,4.167741935483871,91.21854958066108
MARMING,718,3255,1660,1595,4.5334261838440115,104.07523510971788
MELAMCHI,1179,5230,2531,2699,4.435962680237489,93.77547239718415
BHOTANG,624,2582,1431,1151,4.137820512820513,124.32667245873155
NAWALPUR,797,3471,1646,1825,4.355081555834379,90.19178082191782
PAGRETAR,762,2952,1428,1524,3.874015748031496,93.7007874015748
PALCHOK,489,1927,952,975,3.9406952965235176,97.64102564102564
PANGTANG,487,2481,1255,1226,5.094455852156058,102.36541598694944
PETAKU,391,1600,737,863,4.092071611253197,85.39976825028968
