VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ATARPUR,452,10,1,0,0,0,1
BADEGAU,1136,2,2,1,0,0,19
BANSBARI,1017,80,1,0,0,1,3
BANSKHARKA,575,3,3,3,0,0,4
BARAMCHI,674,24,4,0,0,0,3
BARHABISE,1236,415,15,14,0,0,3
BARUWA,479,6,0,0,0,0,2
BATASE,1113,20,1,0,0,0,18
BHIMTAR,856,34,0,0,0,0,2
BHOTASIPA,979,9,0,0,0,0,6
BHOTE NAMLANG,742,39,3,0,0,0,8
BHOTECHAUR,1029,19,1,1,0,0,24
CHOKATI,621,3,1,1,0,0,1
CHAUTARA,724,826,13,2,2,0,51
DHUMTHANG,837,0,3,0,0,0,11
DUBACHOUR,1345,15,1,1,0,0,13
FATAKSHILA,855,29,0,1,1,0,8
FULPINGDANDA,1004,38,2,0,0,0,10
FULPINGKATTI,557,158,52,9,1,3,3
FULPINGKOT,863,10,22,1,0,1,7
GATI,811,44,6,8,0,0,5
GHORTHALI,455,3,1,4,0,2,0
DHUSKUN,722,34,1,0,0,0,2
GLOCHE,723,5,1,0,0,0,2
GUMBA,669,0,0,0,4,0,1
GUNSAKOT,432,11,0,0,0,0,6
HAGAM,783,4,14,0,0,0,17
HAIBUNG,554,14,1,3,0,0,4
HELAMBU,632,20,0,3,0,0,1
ICHOK,1237,26,1,0,0,0,6
IRKHU,721,19,3,1,0,0,7
JALBIRE,477,127,3,1,1,0,2
JETHAL,537,66,2,0,0,12,3
JYAMIRE,1187,8,2,1,0,0,1
KADAMBAS,784,40,2,1,0,0,7
KALIKA,535,8,0,1,0,0,1
KARTHALI,787,36,4,1,0,0,8
KIWOOL,746,10,1,2,0,1,4
KUBHINDE,673,12,0,1,0,1,6
KUNCHOK,909,15,1,0,0,0,2
LANGARCHE,558,20,14,0,0,0,0
LISANKHU,926,3,2,0,1,0,6
LISTIKOT,896,18,16,5,0,7,7
MAHANKAL,952,54,2,8,0,0,8
MANESWNARA,750,29,1,0,0,1,8
MANKHA,1397,438,7,0,0,1,17
MARMING,627,53,10,5,0,2,21
MELAMCHI,987,170,6,2,0,1,13
BHOTANG,602,7,1,1,0,1,12
NAWALPUR,761,28,0,7,0,0,1
PAGRETAR,627,122,3,1,0,0,9
PALCHOK,470,11,0,3,0,1,4
PANGTANG,443,35,1,1,0,0,7
PETAKU,380,9,0,0,0,0,2
PIPALDANDA,767,18,1,0,0,0,1
PISKAR,530,3,0,0,0,0,5
RAMCHE,640,339,10,4,0,0,6
SANGACHOK,1929,164,1,5,0,0,29
SANUSIRUWARI,723,35,1,0,0,1,19
SELANG,507,9,4,1,0,0,5
SIKHARPUR,562,13,2,1,0,0,5
SINDHUKOT,669,0,0,0,0,0,12
SIPA POKHARE,785,35,1,2,0,0,10
SIPAL KAVRE,592,3,4,0,0,0,9
SUNKHANI,618,0,0,1,0,0,7
SYAULE BAZAR,796,26,1,1,0,1,8
TALAMARANG,688,23,2,0,0,0,3
TATOPANI,576,781,326,17,4,10,19
TAUTHALI,746,7,2,12,0,7,2
TEKANPUR,402,16,2,1,0,0,1
THAKANI,690,18,7,2,0,0,1
THAMPAL CHHAP,791,1,3,0,0,0,27
THANGPALKOT,621,18,8,2,1,0,3
THOKARPA,1021,5,1,1,0,0,8
THULO DHADING,496,2,3,2,0,0,6
THULO PAKHAR,687,65,2,0,0,2,2
THULO SIRUBARI,1303,15,1,0,0,0,12
THUM PAKHAR,902,72,7,7,0,0,9
YAMUNADANDA,391,0,0,2,0,0,0
TOTAL,60276,4907,620,155,15,56,606
