VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,35719,146590,65301,81289,4.103978274867718,80.33190222539335
ARTHAR DADAKHARKA,703,2618,1121,1497,3.724039829302987,74.88309953239813
BACHCHHA,444,1854,816,1038,4.175675675675675,78.61271676300578
BAHAKI THANTI,383,1718,719,999,4.485639686684073,71.97197197197197
BAJUNG,1076,4228,1806,2422,3.929368029739777,74.56647398843931
BALAKOT,272,1313,611,702,4.827205882352941,87.03703703703704
BANOU,349,1458,656,802,4.177650429799427,81.79551122194513
BASKHARKA,254,916,416,500,3.606299212598425,83.2
BEULIBAS,566,2757,1186,1571,4.871024734982332,75.493316359007
BHANGARA,441,1863,812,1051,4.224489795918367,77.25975261655566
BHOKSING,194,891,407,484,4.592783505154639,84.0909090909091
BHORLE,473,2175,956,1219,4.59830866807611,78.42493847415915
BHUKTANGLE,574,2312,1039,1273,4.02787456445993,81.61822466614296
BIHADI BARACHAUR,477,2219,969,1250,4.651991614255765,77.52
BIHADI RANIPANI,551,2516,1097,1419,4.566243194192378,77.30796335447498
BITALAWA PIPALTARI,623,2407,1076,1331,3.8635634028892456,80.84147257700977
CHITRE,435,1740,767,973,4,78.82836587872559
CHUWA,433,1759,773,986,4.062355658198614,78.3975659229209
DEUPURKOT,704,2796,1251,1545,3.971590909090909,80.97087378640776
DEURALI,486,1857,809,1048,3.8209876543209877,77.19465648854961
DHAIRING,896,3456,1592,1864,3.857142857142857,85.40772532188842
DURLUNG,736,3024,1297,1727,4.108695652173913,75.10133178922987
FALAMKHANI,212,917,408,509,4.3254716981132075,80.15717092337917
FALEBAS DEVISTHAN,697,3004,1347,1657,4.309899569583931,81.29149064574533
FULEBAS KHANIGAUN,473,1925,840,1085,4.069767441860465,77.41935483870968
HOSRANGDI,331,1599,707,892,4.830815709969788,79.26008968609865
HUWAS,1035,4860,2202,2658,4.695652173913044,82.84424379232506
KARKINETA,451,1808,792,1016,4.008869179600887,77.95275590551181
KATUWA CHAUPARI,490,2047,917,1130,4.177551020408163,81.15044247787611
KHAULA LAKURI,555,2132,858,1274,3.8414414414414413,67.3469387755102
KHURKOT,958,3950,1724,2226,4.123173277661795,77.44833782569631
KURGHA,655,2926,1316,1610,4.467175572519084,81.73913043478261
KYANG,517,1958,873,1085,3.7872340425531914,80.46082949308756
LEKHFANT,667,2526,1131,1395,3.787106446776612,81.0752688172043
LIMITHANA,371,1497,638,859,4.035040431266847,74.27240977881257
LUNKHU DEURALI,506,2068,902,1166,4.086956521739131,77.35849056603774
MAJHPHANT MALLAJ,2100,8087,3664,4423,3.850952380952381,82.83970156002714
MUDIKUWA,467,1869,761,1108,4.002141327623126,68.68231046931407
NAGLIWANG,683,2751,1236,1515,4.027818448023426,81.58415841584159
PAKHAPANI,561,2391,1040,1351,4.262032085561497,76.980014803849
PAKUWA,565,2196,983,1213,3.886725663716814,81.03874690849135
PANG,1201,4566,1985,2581,3.8018318068276438,76.90817512592018
PANGRANG,484,2223,958,1265,4.5929752066115705,75.73122529644269
RAMJA DEURALI,486,1779,783,996,3.6604938271604937,78.6144578313253
SALIGRAM,578,2681,1184,1497,4.63840830449827,79.09151636606546
SALIJA,612,2260,1013,1247,3.69281045751634,81.23496391339215
SARAUKHOLA,459,2143,937,1206,4.668845315904139,77.69485903814261
SHANKAR POKHARI,965,3863,1594,2269,4.003108808290156,70.25121198765977
SHIVALAYA,3378,12470,5983,6487,3.6915334517465954,92.23061507630645
TAKLAK,311,1424,612,812,4.578778135048232,75.36945812807882
THANA MAULO,341,1419,646,773,4.161290322580645,83.57050452781371
THAPATHANA,691,2969,1278,1691,4.296671490593343,75.5765819041987
THULI POKHARI,669,2431,1022,1409,3.633781763826607,72.53371185237756
TILAHAR,1201,4614,1954,2660,3.841798501248959,73.45864661654136
TRIBENI,450,2022,902,1120,4.493333333333333,80.53571428571429
URAMPOKHARA,508,2415,1064,1351,4.753937007874016,78.75647668393782
