VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ARTHAR DADAKHARKA,697,0,0,3,0,1,2
BACHCHHA,434,2,0,8,0,0,0
BAHAKI THANTI,342,35,0,5,0,0,1
BAJUNG,958,96,5,7,0,2,8
BALAKOT,269,0,0,2,0,0,1
BANOU,348,0,0,0,0,0,1
BASKHARKA,248,1,3,1,0,0,1
BEULIBAS,529,8,0,29,0,0,0
BHANGARA,439,1,0,0,0,1,0
BHOKSING,193,0,1,0,0,0,0
BHORLE,462,4,0,5,0,0,2
BHUKTANGLE,549,13,7,4,0,1,0
BIHADI BARACHAUR,437,8,0,27,0,0,5
BIHADI RANIPANI,485,38,1,26,0,0,1
BITALAWA PIPALTARI,608,6,1,6,0,0,2
CHITRE,421,3,0,1,0,0,10
CHUWA,343,47,18,1,1,23,0
DEUPURKOT,484,187,8,18,0,2,5
DEURALI,473,5,5,2,0,0,1
DHAIRING,832,54,3,2,0,1,4
DURLUNG,709,5,10,10,0,1,1
FALAMKHANI,211,0,0,0,0,0,1
FALEBAS DEVISTHAN,583,80,3,18,12,0,1
FULEBAS KHANIGAUN,410,23,0,4,31,0,5
HOSRANGDI,328,0,1,2,0,0,0
HUWAS,904,115,1,11,0,0,4
KARKINETA,444,3,0,3,0,0,1
KATUWA CHAUPARI,457,21,0,1,10,1,0
KHAULA LAKURI,553,0,1,0,0,0,1
KHURKOT,900,28,12,16,0,2,0
KURGHA,644,4,2,2,0,0,3
KYANG,511,3,1,1,0,0,1
LEKHFANT,659,0,7,1,0,0,0
LIMITHANA,364,0,1,5,0,0,1
LUNKHU DEURALI,490,14,0,1,0,0,1
MAJHPHANT MALLAJ,1327,740,13,7,0,1,12
MUDIKUWA,444,7,0,14,0,1,1
NAGLIWANG,646,32,3,0,0,0,2
PAKHAPANI,560,1,0,0,0,0,0
PAKUWA,545,3,0,14,0,2,1
PANG,1091,76,5,7,13,6,3
PANGRANG,478,0,0,5,0,0,1
RAMJA DEURALI,469,10,0,1,0,0,6
SALIGRAM,516,28,0,25,0,0,9
SALIJA,598,5,7,0,0,0,2
SARAUKHOLA,437,9,2,6,0,0,5
SHANKAR POKHARI,949,2,0,13,0,0,1
SHIVALAYA,1307,1979,6,7,2,51,26
TAKLAK,309,1,1,0,0,0,0
THANA MAULO,334,5,0,2,0,0,0
THAPATHANA,683,3,0,0,0,0,5
THULI POKHARI,657,8,0,2,0,0,2
TILAHAR,886,265,16,28,0,0,6
TRIBENI,393,56,0,1,0,0,0
URAMPOKHARA,496,4,1,3,1,0,3
TOTAL,30843,4038,145,357,70,96,149
