VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARTHAR DADAKHARKA,2440,1035,1405,1676,832,844,53,18,35,706,184,522,5,1,4,68.68852459016394,80.38647342995169,60.0711743772242
BACHCHHA,1694,746,948,1311,642,669,6,1,5,377,103,274,0,0,0,77.39079102715466,86.05898123324397,70.56962025316456
BAHAKI THANTI,1535,644,891,1099,515,584,18,7,11,418,122,296,0,0,0,71.59609120521174,79.96894409937887,65.54433221099887
BAJUNG,3782,1586,2196,2708,1296,1412,82,36,46,991,254,737,1,0,1,71.602326811211,81.71500630517023,64.29872495446266
BALAKOT,1197,552,645,856,456,400,43,14,29,296,82,214,2,0,2,71.51211361737677,82.6086956521739,62.01550387596899
BANOU,1292,562,730,974,475,499,23,13,10,292,74,218,3,0,3,75.38699690402477,84.51957295373666,68.35616438356165
BASKHARKA,820,360,460,533,280,253,14,9,5,270,71,199,3,0,3,65,77.77777777777779,55.00000000000001
BEULIBAS,2473,1042,1431,1835,848,987,122,42,80,516,152,364,0,0,0,74.2013748483623,81.38195777351248,68.9727463312369
BHANGARA,1697,736,961,1135,574,561,68,37,31,494,125,369,0,0,0,66.88273423688862,77.98913043478261,58.376690946930275
BHOKSING,800,363,437,613,320,293,3,1,2,183,41,142,1,1,0,76.625,88.1542699724518,67.04805491990847
BHORLE,1967,854,1113,1433,719,714,40,16,24,487,116,371,7,3,4,72.8520589730554,84.192037470726,64.15094339622641
BHUKTANGLE,2096,933,1163,1317,677,640,58,27,31,721,229,492,0,0,0,62.833969465648856,72.56162915326902,55.03009458297507
BIHADI BARACHAUR,1976,845,1131,1403,675,728,48,27,21,524,143,381,1,0,1,71.00202429149797,79.88165680473372,64.36781609195403
BIHADI RANIPANI,2242,962,1280,1570,766,804,50,23,27,622,173,449,0,0,0,70.02676181980375,79.62577962577963,62.81250000000001
BITALAWA PIPALTARI,2226,972,1254,1588,804,784,14,9,5,624,159,465,0,0,0,71.33872416891285,82.71604938271605,62.51993620414673
CHITRE,1554,662,892,1096,540,556,27,9,18,427,112,315,4,1,3,70.52767052767052,81.57099697885197,62.33183856502242
CHUWA,1604,686,918,1219,600,619,30,16,14,355,70,285,0,0,0,75.99750623441398,87.46355685131195,67.42919389978213
DEUPURKOT,2536,1125,1411,1910,958,952,108,44,64,491,114,377,27,9,18,75.3154574132492,85.15555555555555,67.46987951807229
DEURALI,1674,725,949,1295,608,687,18,5,13,360,111,249,1,1,0,77.35961768219832,83.86206896551724,72.39199157007377
DHAIRING,3113,1400,1713,2035,1069,966,107,48,59,971,283,688,0,0,0,65.37102473498233,76.35714285714286,56.3922942206655
DURLUNG,2692,1125,1567,1838,878,960,105,50,55,749,197,552,0,0,0,68.27637444279347,78.04444444444445,61.2635609444799
FALAMKHANI,813,356,457,541,284,257,6,3,3,266,69,197,0,0,0,66.54366543665436,79.7752808988764,56.236323851203494
FALEBAS DEVISTHAN,2728,1201,1527,2243,1101,1142,9,2,7,476,98,378,0,0,0,82.22140762463343,91.67360532889259,74.7871643745907
