VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
FULEBAS KHANIGAUN,1794,770,1024,1348,657,691,17,10,7,429,103,326,0,0,0,75.13935340022296,85.32467532467533,67.48046875
HOSRANGDI,1442,625,817,1054,524,530,49,23,26,339,78,261,0,0,0,73.09292649098474,83.84,64.87148102815178
HUWAS,4414,1954,2460,3363,1636,1727,75,36,39,972,279,693,4,3,1,76.1893973719982,83.72569089048106,70.20325203252033
KARKINETA,1662,721,941,1220,602,618,39,14,25,403,105,298,0,0,0,73.40553549939831,83.49514563106796,65.67481402763018
KATUWA CHAUPARI,1886,829,1057,1387,689,698,89,46,43,406,93,313,4,1,3,73.54188759278897,83.11218335343787,66.03595080416272
KHAULA LAKURI,1910,756,1154,1232,549,683,20,12,8,656,193,463,2,2,0,64.50261780104712,72.61904761904762,59.18544194107452
KHURKOT,3577,1526,2051,2654,1284,1370,42,21,21,879,221,658,2,0,2,74.19625384400335,84.14154652686763,66.79668454412482
KURGHA,2677,1184,1493,2142,1058,1084,33,15,18,500,109,391,2,2,0,80.01494209936496,89.3581081081081,72.60549229738781
KYANG,1764,763,1001,1113,568,545,45,23,22,606,172,434,0,0,0,63.095238095238095,74.4429882044561,54.44555444555444
LEKHFANT,2302,1005,1297,1640,838,802,67,32,35,595,135,460,0,0,0,71.24239791485665,83.38308457711443,61.83500385505012
LIMITHANA,1362,566,796,961,452,509,24,8,16,375,104,271,2,2,0,70.55800293685756,79.85865724381625,63.94472361809045
LUNKHU DEURALI,1904,815,1089,1391,680,711,18,12,6,495,123,372,0,0,0,73.05672268907563,83.43558282208589,65.28925619834712
MAJHPHANT MALLAJ,7308,3264,4044,5329,2697,2632,238,96,142,1741,471,1270,0,0,0,72.92008757525998,82.62867647058823,65.08407517309594
MUDIKUWA,1724,685,1039,1360,624,736,11,2,9,353,59,294,0,0,0,78.88631090487239,91.0948905109489,70.83734359961501
NAGLIWANG,2492,1105,1387,1748,899,849,11,5,6,733,201,532,0,0,0,70.14446227929373,81.35746606334841,61.211247296323
PAKHAPANI,2148,921,1227,1467,719,748,158,71,87,520,130,390,3,1,2,68.29608938547486,78.06731813246472,60.96169519152404
PAKUWA,1999,885,1114,1399,699,700,56,29,27,543,157,386,1,0,1,69.98499249624813,78.98305084745762,62.83662477558348
PANG,4139,1763,2376,2901,1418,1483,107,48,59,1129,296,833,2,1,1,70.08939357332689,80.43108338060124,62.41582491582491
PANGRANG,2026,851,1175,1473,700,773,9,5,4,544,146,398,0,0,0,72.70483711747285,82.25616921269095,65.7872340425532
RAMJA DEURALI,1665,729,936,1219,621,598,39,17,22,406,90,316,1,1,0,73.21321321321321,85.18518518518519,63.888888888888886
SALIGRAM,2425,1045,1380,1793,858,935,57,25,32,575,162,413,0,0,0,73.9381443298969,82.10526315789474,67.7536231884058
SALIJA,2066,920,1146,1530,767,763,65,37,28,471,116,355,0,0,0,74.05614714424009,83.36956521739131,66.57940663176265
SARAUKHOLA,1957,838,1119,1445,690,755,80,38,42,431,109,322,1,1,0,73.83750638732755,82.33890214797135,67.47095621090259
SHANKAR POKHARI,3514,1427,2087,2556,1183,1373,60,30,30,892,210,682,6,4,2,72.73762094479225,82.90119131044149,65.7882127455678
SHIVALAYA,11351,5370,5981,9711,4945,4766,223,104,119,1412,318,1094,5,3,2,85.55193375033036,92.08566108007449,79.68567129242602
TAKLAK,1279,541,738,877,406,471,9,5,4,392,130,262,1,0,1,68.56919468334637,75.04621072088725,63.82113821138211
THANA MAULO,1282,570,712,876,429,447,29,17,12,377,124,253,0,0,0,68.33073322932918,75.26315789473685,62.78089887640449
THAPATHANA,2678,1125,1553,2089,995,1094,11,4,7,577,125,452,1,1,0,78.00597460791636,88.44444444444444,70.4443013522215
THULI POKHARI,2228,912,1316,1592,745,847,35,16,19,599,151,448,2,0,2,71.45421903052065,81.68859649122807,64.36170212765957
TILAHAR,4175,1741,2434,3190,1521,1669,74,34,40,911,186,725,0,0,0,76.40718562874251,87.36358414704193,68.57025472473295
TRIBENI,1874,821,1053,1440,694,746,111,48,63,322,79,243,1,0,1,76.8409818569904,84.53105968331303,70.84520417853751
URAMPOKHARA,2160,937,1223,1763,842,921,69,25,44,328,70,258,0,0,0,81.62037037037037,89.86125933831377,75.30662305805397
INSTITUTIONAL,920,870,50,766,730,36,10,8,2,138,126,12,6,6,0,83.26086956521739,83.9080459770115,72
