VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BAKU,956,4,1,0,1,0,0,1
BASA,675,0,0,0,0,0,0,1
BENI,387,3,0,0,1,2,0,2
BHAKANJE,281,2,1,0,0,1,0,0
BUNG,976,5,0,0,0,0,1,0
CHAULAKHARKA,429,0,0,0,0,0,0,1
CHAURIKHARKA,923,11,19,0,0,14,0,1
CHHESKAM,807,1,0,0,0,0,0,1
DEUSA,872,1,0,0,0,0,0,2
GARMA,467,0,0,0,0,5,0,0
GOLI,450,2,0,0,0,0,0,1
GORAKHANI,327,0,0,0,0,0,0,1
GUDEL,862,7,0,0,0,0,0,0
JUBING,768,0,0,0,1,0,0,0
JUBU,825,0,0,0,0,0,0,1
KAKU,826,1,0,0,0,0,0,2
KANGEL,436,2,0,0,0,0,0,1
KHUMJUNG,304,2,2,0,2,239,0,2
KERUNG,871,1,0,0,0,0,0,1
TAMAKHANI,240,0,0,0,0,0,0,0
LOKHIM,747,1,0,0,0,0,0,0
PAWAI,547,0,0,0,0,0,0,3
MUKALI,534,0,0,0,0,0,0,1
NAMCHE,190,59,13,19,0,199,0,0
NECHA BATASE,763,2,0,0,0,0,0,2
NECHA BEDGHARI,836,2,0,0,0,0,0,0
NELE,477,1,0,0,0,0,0,6
PANCHAN,331,2,0,0,0,0,0,0
SALLERI,1306,11,52,0,0,302,0,11
SALYAN,1124,2,0,0,8,0,0,3
SOTANG,1284,1,0,0,0,0,0,3
TAKASINDU,509,0,0,0,0,0,0,1
TAPTING,478,0,2,0,0,0,0,0
TINGLA,891,2,1,0,0,0,0,0
TOTAL,22699,125,91,19,13,762,1,48
