VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BAMTI BHANDAR,2897,1332,1565,1776,922,854,210,106,104,911,304,607,0,0,0,61.30479806696583,69.21921921921921,54.56869009584665
BETALI,4097,1854,2243,2484,1313,1171,237,71,166,1369,467,902,7,3,4,60.629729070051255,70.81984897518878,52.20686580472581
BETHAN,4367,1961,2406,2570,1365,1205,166,88,78,1630,507,1123,1,1,0,58.850469429814524,69.60734319224885,50.0831255195345
GAGAL BHADAURE,2313,1038,1275,1240,650,590,103,56,47,970,332,638,0,0,0,53.61003026372676,62.6204238921002,46.27450980392157
BHATAULI,3617,1664,1953,2158,1147,1011,147,76,71,1311,440,871,1,1,0,59.66270389825823,68.93028846153845,51.76651305683564
BHIRPANI,2994,1264,1730,1908,948,960,78,38,40,1007,277,730,1,1,0,63.727454909819635,75,55.49132947976878
BHUJEE,2175,1018,1157,1459,761,698,15,9,6,701,248,453,0,0,0,67.08045977011494,74.75442043222003,60.328435609334484
BIJULIKOT,4600,2055,2545,2539,1303,1236,326,148,178,1686,590,1096,49,14,35,55.19565217391305,63.40632603406326,48.56581532416503
CHANAKHU,2193,957,1236,1294,663,631,72,40,32,825,253,572,2,1,1,59.00592795257638,69.27899686520375,51.05177993527508
CHISAPANI,2913,1288,1625,1972,1029,943,271,87,184,669,172,497,1,0,1,67.69653278407141,79.8913043478261,58.03076923076923
CHUCHURE,2397,1103,1294,1597,853,744,19,7,12,779,242,537,2,1,1,66.62494785148102,77.33454215775159,57.496136012364765
DADHUWA,4309,1951,2358,2103,1148,955,359,170,189,1844,631,1213,3,2,1,48.80482710605709,58.84161968221425,40.500424088210345
DEURALI,2972,1306,1666,1834,937,897,78,42,36,1057,326,731,3,1,2,61.7092866756393,71.74578866768759,53.84153661464586
DIMIPOKHARI,2867,1283,1584,1568,864,704,42,18,24,1255,400,855,2,1,1,54.69131496337635,67.34216679657054,44.44444444444444
DORAMBA,3049,1371,1678,1625,891,734,54,16,38,1370,464,906,0,0,0,53.29616267628731,64.98905908096279,43.74255065554231
DURAGAUN,2759,1324,1435,1706,927,779,96,50,46,954,347,607,3,0,3,61.83399782529902,70.01510574018127,54.285714285714285
FARPU,1891,929,962,1234,687,547,63,34,29,593,208,385,1,0,1,65.25647805393972,73.95048439181916,56.860706860706856
GELU,5243,2240,3003,3107,1578,1529,189,111,78,1939,550,1389,8,1,7,59.2599656685104,70.44642857142858,50.91575091575091
GOSWARA,3335,1447,1888,1757,879,878,54,27,27,1518,541,977,6,0,6,52.68365817091454,60.74637180373186,46.50423728813559
GOTHGAUN,2194,939,1255,1378,665,713,45,18,27,770,256,514,1,0,1,62.807657247037376,70.82002129925452,56.81274900398407
GUMDEL,2276,1099,1177,1171,640,531,244,158,86,858,300,558,3,1,2,51.44991212653779,58.234758871701544,45.11469838572642
GUNSI BHADAURE,4417,2006,2411,2386,1245,1141,305,173,132,1723,587,1136,3,1,2,54.0185646366312,62.06380857427717,47.32476150974699
GUPTESHWOR,1606,752,854,1091,580,511,8,6,2,507,166,341,0,0,0,67.93275217932752,77.12765957446808,59.83606557377049
HILEDEVI,2804,1288,1516,1651,878,773,57,28,29,1095,382,713,1,0,1,58.88017118402282,68.16770186335404,50.98944591029023
HIMGANGA,3863,1660,2203,2458,1212,1246,89,33,56,1315,415,900,1,0,1,63.62930365001295,73.01204819277109,56.55923740354063
KATHJOR,4316,1936,2380,2818,1489,1329,75,33,42,1421,413,1008,2,1,1,65.29193697868396,76.91115702479338,55.840336134453786
KHANDADEVI,3646,1673,1973,2103,1158,945,140,59,81,1400,455,945,3,1,2,57.679648930334615,69.21697549312611,47.89660415610745
KHANIYAPANI,3781,1759,2022,2432,1325,1107,111,39,72,1234,393,841,4,2,2,64.321608040201,75.32689027856738,54.74777448071217
KHIMTI,3965,1787,2178,2723,1403,1320,109,57,52,1133,327,806,0,0,0,68.67591424968474,78.51147174034695,60.60606060606061
KUBUKASTHALI,2514,1159,1355,1700,870,830,76,35,41,738,254,484,0,0,0,67.62132060461417,75.06471095772217,61.254612546125465
LAKHANPUR,5748,2612,3136,3327,1772,1555,184,114,70,2236,726,1510,1,0,1,57.881002087682674,67.84073506891271,49.58545918367347
MAJUWA,2092,965,1127,1288,696,592,116,51,65,688,218,470,0,0,0,61.5678776290631,72.12435233160622,52.52883762200532
MAKADUM,1775,757,1018,1254,635,619,62,25,37,459,97,362,0,0,0,70.64788732394366,83.88375165125495,60.80550098231827
BHALUWAJOR,3179,1460,1719,1933,1047,886,90,46,44,1152,367,785,4,0,4,60.80528468071721,71.7123287671233,51.54159394997091
MANTHALI,7016,3563,3453,5457,3087,2370,138,73,65,1418,401,1017,3,2,1,77.77936145952108,86.64047151277013,68.6359687228497
NAGDAHA,3385,1508,1877,2005,1040,965,140,62,78,1239,405,834,1,1,0,59.23190546528804,68.96551724137932,51.4118273841236
NAMADI,3670,1703,1967,2603,1402,1201,25,13,12,1040,287,753,2,1,1,70.92643051771117,82.32530827950674,61.0574478901881
OKHRENI,3205,1447,1758,2102,1110,992,198,85,113,877,245,632,28,7,21,65.58502340093604,76.71043538355218,56.42775881683731
PAKARBAS,5922,2879,3043,3952,2284,1668,161,79,82,1809,516,1293,0,0,0,66.73421141506249,79.33310177144843,54.8143279658232
PHULASI,5308,2380,2928,3147,1667,1480,233,108,125,1927,605,1322,1,0,1,59.28786737000754,70.04201680672269,50.54644808743169
PINKHURI,1906,831,1075,1192,623,569,71,33,38,643,175,468,0,0,0,62.539349422875134,74.9699157641396,52.93023255813954
PRITEE,4606,2110,2496,2963,1544,1419,181,84,97,1459,481,978,3,1,2,64.32913590968302,73.17535545023696,56.85096153846154
PURANAGAUN,2782,1185,1597,1693,851,842,55,20,35,1034,314,720,0,0,0,60.85549964054637,71.81434599156118,52.72385723231058
RAKATHUM,3181,1418,1763,1749,894,855,277,122,155,1147,400,747,8,2,6,54.98270983967306,63.04654442877292,48.49688031764038
RAMECHHAP,4787,2228,2559,2856,1537,1319,209,103,106,1714,585,1129,8,3,5,59.66158345519115,68.98563734290843,51.54357170769832
RAMPUR,3764,1679,2085,2219,1145,1074,52,24,28,1492,510,982,1,0,1,58.95324123273114,68.19535437760572,51.510791366906474
RASANALU,4026,1830,2196,2555,1369,1186,162,83,79,1308,378,930,1,0,1,63.46249379036264,74.80874316939891,54.007285974499084
SAIPU,2621,1222,1399,1799,977,822,31,19,12,791,226,565,0,0,0,68.63792445631438,79.95090016366612,58.756254467476765
SALU,3316,1468,1848,2252,1194,1058,50,25,25,1013,248,765,1,1,0,67.91314837153196,81.33514986376021,57.25108225108225
SANGHUTAR,2117,915,1202,1553,759,794,28,9,19,533,146,387,3,1,2,73.35852621634388,82.95081967213115,66.05657237936772
SUKAJOR,3238,1447,1791,1969,1063,906,126,53,73,1139,329,810,4,2,2,60.80914144533662,73.46233586731168,50.58626465661642
SUNARPANI,1997,895,1102,1177,645,532,90,45,45,729,204,525,1,1,0,58.93840761141712,72.06703910614524,48.275862068965516
THOSE,2242,983,1259,1435,740,695,106,48,58,693,192,501,8,3,5,64.00535236396075,75.27975584944049,55.20254169976172
