VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BADALPUR,212,107,105,1677,943,734,1109,635,474,479,270,209,406,256,150,131,89,42,35,29,6,4,3,1,4,4,0,333,106,227,4,2,2
BAGANAHA,368,187,181,3170,1710,1460,1814,971,843,863,488,375,606,350,256,367,228,139,65,48,17,29,25,4,2,1,1,408,167,241,1,0,1
BANIYABHAR,779,404,375,4870,2654,2216,2603,1473,1130,886,568,318,703,431,272,173,122,51,43,33,10,13,11,2,1,1,0,821,213,608,7,4,3
BELAWA,487,264,223,4344,2365,1979,2272,1139,1133,965,559,406,577,341,236,206,140,66,52,31,21,6,6,0,4,0,4,334,147,187,7,2,5
BHIMAPUR,162,90,72,2753,1532,1221,1451,794,657,678,367,311,329,207,122,129,81,48,38,30,8,7,5,2,0,0,0,214,87,127,7,2,5
DAULATPUR,98,52,46,1853,993,860,1074,575,499,475,268,207,348,198,150,104,68,36,22,15,7,3,2,1,6,2,4,129,58,71,3,2,1
DEUDAKALA,554,298,256,5224,2660,2564,3126,1639,1487,1350,691,659,999,528,471,356,199,157,81,56,25,22,20,2,4,1,3,338,111,227,42,22,20
DHADHAWAR,531,280,251,5826,3143,2683,3611,1923,1688,1445,814,631,903,551,352,399,258,141,84,62,22,27,25,2,24,15,9,721,333,388,12,5,7
DHODHARI,265,141,124,2612,1385,1227,1380,730,650,472,280,192,346,196,150,116,82,34,33,23,10,10,8,2,6,3,3,380,156,224,14,6,8
GOLA,313,166,147,1788,983,805,967,510,457,499,307,192,287,161,126,116,70,46,19,17,2,9,8,1,3,3,0,323,106,217,1,0,1
GULARIYA MUNICIPALITY,1481,784,697,15363,8592,6771,5997,3338,2659,2615,1441,1174,2234,1252,982,1694,956,738,735,509,226,208,167,41,32,22,10,982,384,598,33,14,19
JAMUNI,215,113,102,3043,1457,1586,2035,916,1119,1028,502,526,637,337,300,194,117,77,51,35,16,7,6,1,10,4,6,262,119,143,9,3,6
KALIKA,516,292,224,3315,1768,1547,2067,991,1076,965,473,492,646,341,305,377,187,190,73,55,18,15,13,2,12,8,4,538,168,370,22,12,10
KHAIRI CHANDANPUR,274,137,137,2021,1087,934,1018,579,439,336,217,119,222,133,89,96,59,37,26,22,4,6,6,0,1,1,0,577,237,340,1,0,1
