VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
MAGARAGADI,963,496,467,4471,2368,2103,2821,1378,1443,1355,733,622,974,527,447,372,221,151,85,64,21,19,16,3,11,7,4,667,244,423,7,2,5
MAHAMADPUR,242,128,114,3253,1827,1426,1192,733,459,422,269,153,243,157,86,125,88,37,18,14,4,4,2,2,22,19,3,168,43,125,11,4,7
MANAU,191,92,99,1588,791,797,1096,558,538,422,233,189,236,119,117,152,90,62,39,26,13,8,6,2,2,2,0,30,21,9,0,0,0
MANPUR MAINAPOKHAR,262,157,105,2062,1133,929,1370,750,620,763,426,337,422,237,185,228,134,94,66,44,22,19,17,2,5,4,1,377,125,252,9,0,9
MANPUR TAPARA,269,157,112,2198,1185,1013,1562,824,738,739,440,299,508,299,209,161,116,45,43,29,14,7,4,3,2,2,0,582,206,376,2,1,1
MOTIPUR,729,390,339,5389,2821,2568,3406,1736,1670,1437,756,681,1174,646,528,510,291,219,124,96,28,31,27,4,7,3,4,353,133,220,28,15,13
NAYA GAUN,139,74,65,1488,813,675,823,446,377,375,211,164,339,192,147,89,69,20,13,9,4,3,3,0,10,9,1,155,64,91,1,0,1
NEULAPUR,608,316,292,3715,1997,1718,2398,1207,1191,1133,615,518,912,472,440,468,247,221,141,105,36,27,26,1,3,0,3,418,163,255,6,4,2
PADANAHA,410,223,187,2306,1208,1098,1158,640,518,396,261,135,332,216,116,124,86,38,28,20,8,9,9,0,15,14,1,589,204,385,4,2,2
PASUPATINAGAR,270,158,112,1776,928,848,960,494,466,436,216,220,400,197,203,98,59,39,33,22,11,3,3,0,5,2,3,113,53,60,4,3,1
PATABHAR,392,203,189,3956,2134,1822,2269,1202,1067,880,540,340,814,473,341,297,188,109,48,37,11,15,12,3,0,0,0,622,198,424,5,4,1
RAJAPUR,404,210,194,3149,1723,1426,1767,901,866,775,456,319,584,322,262,371,239,132,186,119,67,37,34,3,2,2,0,585,255,330,2,2,0
SANOSHREE,523,266,257,4781,2410,2371,2979,1404,1575,1372,648,724,1186,648,538,423,216,207,123,97,26,35,33,2,0,0,0,991,392,599,6,2,4
SIVAPUR,170,99,71,2075,1120,955,1316,659,657,501,271,230,422,230,192,142,75,67,26,21,5,7,7,0,0,0,0,404,113,291,1,1,0
SORHAWA,561,312,249,3749,2032,1717,1810,963,847,696,403,293,581,315,266,228,128,100,48,37,11,4,3,1,2,2,0,275,106,169,10,7,3
SURYAPATAWA,406,218,188,2535,1320,1215,1371,743,628,560,329,231,355,205,150,160,112,48,27,21,6,5,5,0,4,3,1,381,154,227,8,7,1
TARATAL,260,135,125,2306,1180,1126,1555,745,810,579,265,314,371,190,181,139,63,76,43,31,12,6,6,0,9,6,3,162,55,107,2,1,1
THAKUDWARA,391,195,196,2025,1040,985,1280,626,654,608,338,270,508,265,243,199,110,89,35,25,10,10,10,0,3,2,1,261,86,175,0,0,0
INSTITUTIONAL,18,12,6,427,364,63,1011,968,43,486,466,20,625,611,14,143,139,4,32,30,2,2,2,0,3,3,0,99,80,19,0,0,0
