VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,41856,208567,99159,109408,4.982965405198777,90.63231207955542
AATHBISDANDAGAUN,1440,7439,3632,3807,5.165972222222222,95.40320462306278
AATHBISKOT,1699,8560,4250,4310,5.0382577987051205,98.60788863109049
ARMA,720,4022,1977,2045,5.586111111111111,96.67481662591688
BANFIKOT,1075,5164,2424,2740,4.803720930232558,88.46715328467153
BHALAKCHA,748,3713,1683,2030,4.963903743315508,82.90640394088669
BIJAYASWORI,1922,9364,4456,4908,4.87200832466181,90.79054604726976
CHHIWANG,1138,5725,2703,3022,5.030755711775044,89.44407677035076
CHAUKHAWANG,633,3235,1490,1745,5.110584518167457,85.38681948424069
CHUNWANG,609,3114,1369,1745,5.113300492610837,78.45272206303726
DULI,851,4837,2310,2527,5.6839012925969445,91.41274238227147
GARAYALA,1116,5917,2836,3081,5.301971326164875,92.04803635183382
GOTAMKOT,1361,7040,3581,3459,5.1726671565025715,103.5270309337959
GHETMA,862,4789,2348,2441,5.55568445475638,96.19008603031544
HUKAM,475,2148,1031,1117,4.522105263157894,92.30080572963296
JANG,578,3084,1548,1536,5.335640138408304,100.78125
JHULA,686,3334,1592,1742,4.860058309037901,91.38920780711825
KANDA,543,2561,1160,1401,4.716390423572744,82.79800142755175
KANKRI,1008,4693,2154,2539,4.655753968253968,84.83654982276488
KHARA,1113,6186,2763,3423,5.557951482479784,80.71866783523225
KHOLAGAUN,1186,6116,2970,3146,5.156829679595278,94.4055944055944
KOL,707,3127,1399,1728,4.4229137199434225,80.96064814814815
KOTJAHARI,1058,5125,2352,2773,4.844045368620038,84.81788676523621
MAGMA,1094,5723,2708,3015,5.23126142595978,89.81757877280265
MAHAT,937,4621,2100,2521,4.931696905016008,83.30027766759223
MORAWANG,512,2442,1117,1325,4.76953125,84.30188679245283
MURU,788,3931,1805,2126,4.988578680203045,84.90122295390404
KHALANGA,3279,13203,6394,6809,4.026532479414455,93.90512556909972
NUWAKOT,1059,5709,2671,3038,5.390934844192635,87.91968400263332
PIPAL,846,4111,1856,2255,4.859338061465721,82.3059866962306
POKHARA,916,4333,2043,2290,4.7303493449781655,89.21397379912663
PURTIMKANDA,932,5127,2372,2755,5.50107296137339,86.09800362976407
PWANG,359,1802,866,936,5.0194986072423395,92.52136752136752
PEUGHA,819,4595,2135,2460,5.61050061050061,86.78861788617887
RANGSI,425,2098,992,1106,4.936470588235294,89.69258589511753
RANMAMAIKOT,774,3777,1872,1905,4.87984496124031,98.26771653543307
RUGHA,805,4233,1924,2309,5.258385093167702,83.32611520138589
SANKHA,1092,5228,2363,2865,4.787545787545787,82.47818499127399
SIMLI,1044,5316,2457,2859,5.091954022988506,85.93913955928646
SISNE,372,1877,956,921,5.045698924731183,103.80021715526601
RUKUMKOT,1342,6045,2821,3224,4.504470938897168,87.5
SYALAKHADI,852,4695,2284,2411,5.51056338028169,94.7324761509747
SYALAPAKHA,1160,5433,2530,2903,4.683620689655172,87.15122287289012
TAKSERA,902,3698,1670,2028,4.099778270509978,82.34714003944774
