VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AMCHAUR,4,4,870,2,0,3,0,8
BASANTAPUR,2,4,495,6,0,0,0,5
BASULING,6,9,523,12,0,0,0,5
BHATANA,8,8,638,0,0,0,0,10
BHUMESWOR,2,4,634,2,0,0,0,2
BIJAYAPUR,10,42,588,1,0,0,0,2
BISALPUR,4,8,685,0,0,0,0,2
BUMIRAJ,5,10,737,9,0,0,0,4
CHAUKHAM,56,13,427,5,0,0,0,2
DASHARATHCHANDA MUNICIPALITY,19,68,3160,507,1,0,2,31
DEHIMANDAU,5,11,759,78,0,0,1,7
DEULEK,0,1,455,19,1,0,0,0
DHIKARIM/RIM,0,5,700,2,0,0,0,4
DHIKASINTAD/SITAD,1,7,731,3,0,0,0,7
DHUNGAD,12,0,424,2,0,0,0,8
DILASAINI,17,13,1002,18,0,0,0,4
DURGA BHABANI,3,7,455,4,0,0,0,1
DURGASTHAN,9,1,705,9,0,0,0,2
GAJARI,9,2,681,1,0,0,0,1
GIREGADA,20,9,538,5,0,0,0,2
GOKULESWOR,3,7,717,35,0,0,7,2
GUJAR,4,6,543,0,1,0,0,11
GURUKHOLA,1,5,793,29,0,0,0,6
GWALLEK,3,7,720,32,0,0,0,2
HAT,2,2,321,2,0,0,0,3
HATAIRAJ,2,1,191,3,0,0,0,0
KAILPAL,16,126,393,1,0,0,0,5
KATAUJPANI,10,4,794,6,0,0,0,7
KOTILA,1,0,599,6,0,0,0,3
KOTPETARA,38,9,1000,2,0,0,0,3
KULAU,9,0,477,1,0,0,0,0
KUWAKOT,8,9,808,1,0,0,0,5
MAHADEVSTHAN,5,3,582,0,0,0,0,6
MAHAKALI,3,8,542,3,0,0,1,0
MAHARUDRA,22,1,674,4,0,0,0,11
MALLADEHI,13,3,663,6,0,0,0,8
MATHAIRAJ,3,1,528,0,0,0,0,5
MAUNALI,2,4,529,6,0,0,0,3
MELAULI,10,7,792,17,0,0,0,5
NAGARJUN,2,4,393,9,0,0,0,4
NWADEU,2,4,693,0,1,0,1,0
NWALI,0,0,535,11,0,0,0,4
PANCHESWOR,8,12,608,4,0,0,0,2
PATAN,9,18,1071,28,0,0,0,8
RAUDIDEWAL,4,0,678,46,0,1,0,5
RAULESWOR,6,10,772,0,0,0,0,5
RUDRESWOR,2,12,634,47,0,0,0,1
SAKAR,11,4,568,2,0,0,1,3
SALENA,3,2,601,0,1,0,0,3
SARMALI,29,5,1161,4,2,31,0,10
SHANKARPUR,1,1,443,1,0,0,0,8
SHIBANATH,3,3,885,3,0,0,0,6
SHIKHARPUR,13,11,910,4,2,0,0,21
SHIVALING,50,4,606,2,0,0,2,11
SIDDHAPUR,12,2,394,1,0,0,0,2
SIDDHESWOR,7,15,845,23,2,0,0,5
SIGASH,68,17,635,0,1,0,0,3
SILANGA,2,1,464,0,0,0,0,7
SREE KEDAR,5,2,383,8,0,0,0,7
SREEKOT,4,5,608,22,0,0,0,2
TALLADEHI,1,5,545,2,1,1,0,3
THALAKANDA,16,2,481,0,0,0,0,9
UDAYADEB,7,13,740,0,0,1,1,5
TOTAL,612,581,42526,1056,13,37,16,326
