VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AMCHAUR,877,8,0,0,0,0,0,6
BASANTAPUR,508,4,0,0,0,0,0,0
BASULING,548,1,1,0,0,0,0,5
BHATANA,656,1,0,1,0,0,0,6
BHUMESWOR,641,1,0,0,0,0,0,2
BIJAYAPUR,632,3,0,3,2,0,0,3
BISALPUR,698,0,0,0,0,0,0,1
BUMIRAJ,750,8,0,1,1,0,0,5
CHAUKHAM,500,0,0,1,0,0,0,2
DASHARATHCHANDA MUNICIPALITY,3380,28,343,1,3,0,10,23
DEHIMANDAU,838,4,13,1,0,0,2,3
DEULEK,472,4,0,0,0,0,0,0
DHIKARIM/RIM,702,6,0,1,1,0,0,1
DHIKASINTAD/SITAD,743,0,0,0,0,0,0,6
DHUNGAD,441,0,0,0,0,0,0,5
DILASAINI,1030,10,0,4,6,0,0,4
DURGA BHABANI,469,0,0,0,0,0,0,1
DURGASTHAN,681,44,0,0,0,0,0,1
GAJARI,690,0,0,1,2,0,0,1
GIREGADA,565,6,0,0,0,0,0,3
GOKULESWOR,766,1,3,0,0,0,0,1
GUJAR,558,2,0,0,0,0,0,5
GURUKHOLA,828,1,2,0,0,0,0,3
GWALLEK,761,2,0,1,0,0,0,0
HAT,328,0,0,0,0,0,0,2
HATAIRAJ,197,0,0,0,0,0,0,0
KAILPAL,534,4,0,1,0,0,0,2
KATAUJPANI,811,5,0,0,0,0,0,5
KOTILA,603,4,0,0,0,0,0,2
KOTPETARA,1047,1,0,0,0,0,2,2
KULAU,484,1,0,2,0,0,0,0
KUWAKOT,816,8,0,3,0,1,0,3
MAHADEVSTHAN,592,3,0,0,0,0,0,1
MAHAKALI,554,2,0,1,0,0,0,0
MAHARUDRA,699,1,0,0,0,0,0,12
MALLADEHI,687,4,0,0,0,0,0,2
MATHAIRAJ,533,2,0,0,0,0,0,2
MAUNALI,536,8,0,0,0,0,0,0
MELAULI,822,6,0,0,1,1,0,1
NAGARJUN,412,0,0,0,0,0,0,0
NWADEU,699,1,0,0,0,0,0,1
NWALI,540,4,2,1,0,0,0,3
PANCHESWOR,627,7,0,0,0,0,0,0
PATAN,1099,0,29,0,0,0,0,6
RAUDIDEWAL,725,3,0,1,0,0,0,5
RAULESWOR,784,3,0,2,4,0,0,0
RUDRESWOR,692,1,1,2,0,0,0,0
SAKAR,586,1,0,0,1,0,0,1
SALENA,599,7,0,1,1,0,0,2
SARMALI,1226,6,0,1,0,0,1,8
SHANKARPUR,446,0,0,0,0,0,0,8
SHIBANATH,888,8,0,1,0,0,0,3
SHIKHARPUR,940,3,0,2,3,0,0,13
SHIVALING,660,1,0,2,2,0,0,10
SIDDHAPUR,404,3,0,0,1,0,0,3
SIDDHESWOR,883,5,0,3,2,0,1,3
SIGASH,712,1,0,5,3,0,1,2
SILANGA,473,0,0,0,0,0,0,1
SREE KEDAR,400,3,1,0,0,0,0,1
SREEKOT,633,6,0,0,0,1,0,1
TALLADEHI,555,1,1,0,0,0,0,1
THALAKANDA,502,1,0,0,0,0,0,5
UDAYADEB,748,18,0,0,0,0,0,1
TOTAL,44210,266,396,43,33,3,17,199
