VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ARCHALE,448,1,2,1,0,1,0
ARGALI,678,71,4,33,33,0,0
BAHADURPUR,253,31,0,14,0,0,2
BALDENGADHI,372,3,34,15,0,1,0
BANDIPOKHARA,585,22,0,9,0,2,4
BARANGDI,539,21,1,2,1,0,2
BHAIRABSTHAN,550,19,1,1,0,1,0
BHUWANPOKHARI,1155,13,1,64,0,0,3
BIRKOT,749,8,0,3,0,0,2
BODHAPOKHARATHOK,550,95,1,16,0,1,1
BOUDHAGUMBA,365,131,0,35,0,0,0
CHAPPANI,455,49,0,11,0,0,2
CHHAHARA,1089,87,1,3,0,0,0
CHIDIPANI,879,101,0,21,1,0,0
CHIRTUNGDHARA,793,152,0,12,43,0,0
DARCHHA,1392,294,1,33,6,13,17
DARLAMDANDA,453,48,1,11,0,0,6
DEURALI,575,41,2,9,0,0,2
DEVINAGAR,541,71,0,15,0,0,1
DOBHAN,1120,156,118,26,2,8,6
FEK,673,3,3,2,0,2,5
FOKSINGKOT,781,4,0,3,0,0,0
GADAKOT,1057,41,6,68,0,1,4
GALDHA,729,13,2,4,0,0,3
GEJHA,1071,56,0,18,0,0,2
GOTHADI,571,12,128,54,0,2,2
HAKLANG,640,18,1,1,0,1,4
HUMIN,511,29,0,10,0,0,0
HUNGI,967,74,5,29,0,2,4
JALPA,505,24,1,88,0,0,0
JHADEWA,862,37,2,57,0,5,1
JHIRUBAS,435,3,0,2,0,0,3
JUTHAPAUWA,662,7,1,36,0,3,3
JYAMIRE,529,2,6,33,0,6,0
KACHAL,705,4,35,20,13,9,1
KASENI,766,317,1,43,1,49,4
KHALIBAN,1214,85,2,7,7,0,4
KHANICHHAP,455,22,0,9,0,0,0
KHANIGAU,433,7,3,24,0,0,0
KHASYOLI,509,47,1,6,0,0,3
KHYAHA,466,35,1,43,0,0,1
KOLDADA,333,46,1,229,0,46,6
KUSUMKHOLA,396,13,1,2,0,0,1
MADANPOKHARA,1076,334,3,41,79,0,8
MASYAM,852,79,15,56,0,0,2
MITYAL,692,36,5,13,0,1,11
MUJHUNG,521,5,1,0,0,0,5
NAYARNAMTALES,472,58,0,2,0,1,1
PALUNG MAINADI,620,30,0,2,0,0,3
PIPALDADA,1103,75,0,10,1,0,4
POKHARATHOK,374,18,0,35,158,0,1
RAHABAS,353,2,0,7,6,18,0
RAMPUR,1826,797,3,19,64,1,23
RINGNERAHA,480,36,3,24,0,0,0
RUPSE,358,70,0,33,0,0,3
SAHALKOT,323,2,0,4,0,0,2
SATYAWATI,617,0,3,8,0,0,1
SIDDHESHWOR,626,12,0,8,0,0,14
SILUWA,987,36,2,7,0,0,3
SOMADI,619,10,2,4,0,0,0
TAHU,705,137,1,3,0,0,2
TANSEN MUNICIPALITY,3375,4805,25,39,66,6,95
TELGHA,679,41,1,30,0,1,0
TIMURE,567,2,0,7,0,0,2
WAKAMALANG,524,9,2,41,0,0,3
YAMGHA,751,43,2,79,0,25,1
TOTAL,47311,8950,435,1594,481,206,283
