VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ADGURI,62,870,809,244,39,10,2,12,727,0,15,3,0,0,3
ARGHA,101,1182,1043,610,392,13,5,9,971,1,21,11,0,6,35
ARGHATOS,77,957,823,231,71,5,3,19,852,3,25,0,0,6,21
ASURKOT,76,420,280,224,193,7,1,7,379,0,11,1,0,9,5
BALKOT,75,910,807,381,158,11,3,13,808,1,19,2,0,0,41
BANGI,118,945,828,400,134,10,3,4,755,2,13,4,0,0,13
WANGLA,26,1095,934,448,221,16,2,46,918,0,33,3,5,6,60
BHAGAWATI,75,882,721,488,83,14,7,4,800,1,35,0,0,2,5
CHHATRAGANJ,44,593,474,273,170,8,2,4,521,0,19,11,0,3,39
CHIDIKA,96,685,575,269,135,1,0,3,568,2,7,0,1,1,28
DHAKAWANG,177,1366,1205,137,107,4,3,5,995,0,17,0,0,2,25
DHANCHAUR,64,770,694,19,0,0,0,2,583,1,2,1,0,0,22
DHARAPANI,134,1245,1102,214,178,1,4,1,1009,7,21,3,2,3,12
DHATIWANG,32,392,378,109,7,1,1,0,355,0,3,0,0,0,2
DHIKURA,60,920,822,187,121,5,0,0,857,0,10,0,0,0,29
DIBHARNA,89,1431,1163,658,253,16,5,10,1175,2,44,15,0,17,53
GOKHUNGA,76,661,597,26,0,0,0,2,494,0,3,0,0,0,26
HANSAPUR,261,1596,1485,55,3,7,1,5,1044,0,7,1,0,0,9
JUKENA,205,1214,1085,61,0,2,0,5,921,0,5,0,0,0,16
JALUKE,191,1022,883,82,7,4,0,3,729,2,16,96,0,1,29
KEEMDADA,80,749,662,411,294,5,0,13,598,0,26,1,1,6,9
KERUNGA,41,1064,997,371,87,11,5,2,839,2,30,2,1,0,13
KHANA,146,900,770,265,114,3,12,14,722,1,13,0,1,1,48
KHANCHIKOT,74,716,561,176,218,13,5,22,648,3,32,4,0,4,7
KHANDAHA,60,829,748,262,141,4,6,0,698,1,16,1,2,0,11
KHIDIM,89,779,683,169,34,4,3,0,656,0,10,1,0,4,1
KHILJI,119,679,455,313,295,8,0,0,604,0,17,1,0,3,2
MAIDAN,94,827,724,167,34,4,2,13,702,1,10,0,0,1,34
MARENG,85,872,758,329,86,3,9,10,747,2,15,2,0,0,9
NARPANI,68,807,623,296,136,3,0,6,576,1,19,2,8,2,21
NUWAKOT,233,1363,1135,399,264,8,4,13,1136,1,23,1,0,3,6
PALI,135,822,695,232,28,6,2,6,683,0,18,4,0,1,9
PATAUTI,40,672,627,93,19,6,2,29,493,0,4,0,0,0,34
PANENA,57,498,404,205,1,3,0,2,434,0,5,0,0,1,2
POKHARATHOK,129,658,603,131,63,2,0,1,415,1,7,1,0,0,13
SANDHIKHARKA,180,3548,2763,1950,1721,362,110,441,3178,36,305,65,8,287,93
SIDDHARA,266,1360,1201,24,1,0,3,12,797,0,8,77,2,0,39
SIMALPANI,242,980,840,22,1,0,0,15,526,1,14,182,0,0,62
SITAPUR,100,770,589,104,153,3,0,2,630,0,1,1,0,0,7
SUBARNAKHAL,63,523,473,33,1,2,0,9,422,0,1,1,0,0,31
THADA,151,1858,1591,411,276,24,7,35,1537,6,25,26,6,22,72
THULAPOKHARA,90,819,622,288,191,5,2,17,732,2,11,1,1,2,0
