VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
ADGURI,31,14,17,1134,524,610,562,220,342,274,126,148,325,129,196,91,52,39,35,25,10,5,5,0,1,0,1,208,74,134,19,9,10
ARGHA,88,40,48,1303,642,661,760,342,418,537,228,309,508,229,279,158,83,75,66,44,22,12,9,3,1,1,0,238,88,150,14,11,3
ARGHATOS,102,52,50,1001,473,528,511,229,282,306,124,182,334,136,198,86,41,45,24,18,6,5,5,0,3,2,1,216,119,97,1,1,0
ASURKOT,48,29,19,649,326,323,347,155,192,165,66,99,188,86,102,39,25,14,6,5,1,2,2,0,2,0,2,40,14,26,2,1,1
BALKOT,219,120,99,1273,580,693,535,228,307,376,136,240,294,122,172,55,25,30,20,15,5,7,7,0,0,0,0,104,58,46,1,0,1
BANGI,76,35,41,1010,508,502,578,250,328,332,149,183,523,218,305,95,48,47,30,23,7,13,10,3,4,3,1,338,145,193,2,1,1
WANGLA,73,44,29,1173,548,625,595,284,311,412,155,257,548,230,318,130,64,66,33,28,5,13,10,3,1,1,0,137,81,56,26,13,13
BHAGAWATI,79,43,36,771,366,405,526,217,309,277,120,157,467,207,260,116,64,52,24,13,11,14,13,1,2,2,0,334,209,125,5,3,2
CHHATRAGANJ,90,48,42,696,317,379,403,159,244,193,71,122,233,94,139,65,29,36,13,11,2,9,7,2,3,1,2,45,20,25,5,2,3
CHIDIKA,163,89,74,989,465,524,410,183,227,256,120,136,200,79,121,57,38,19,20,11,9,0,0,0,3,2,1,68,32,36,0,0,0
DHAKAWANG,90,44,46,2067,1023,1044,935,424,511,588,260,328,335,155,180,84,52,32,20,17,3,9,9,0,5,3,2,365,191,174,14,7,7
DHANCHAUR,62,31,31,1133,553,580,567,230,337,386,177,209,235,115,120,41,22,19,15,12,3,5,5,0,4,2,2,40,22,18,8,5,3
DHARAPANI,105,63,42,1651,856,795,905,370,535,531,237,294,438,195,243,59,28,31,32,21,11,9,7,2,1,1,0,232,74,158,14,9,5
DHATIWANG,41,15,26,465,223,242,238,112,126,164,73,91,209,73,136,37,25,12,14,11,3,3,3,0,0,0,0,86,54,32,1,1,0
DHIKURA,62,44,18,1154,554,600,605,241,364,330,143,187,325,170,155,62,35,27,35,24,11,8,7,1,5,3,2,189,97,92,8,4,4
DIBHARNA,376,228,148,1466,693,773,870,376,494,532,214,318,715,298,417,130,74,56,40,31,9,9,7,2,2,1,1,136,90,46,13,7,6
GOKHUNGA,125,64,61,1089,544,545,447,197,250,220,97,123,187,100,87,46,23,23,11,8,3,2,2,0,1,1,0,216,80,136,9,6,3
