VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ADGURI,916,3,12,0,0,0,0,4
ARGHA,1301,1,10,0,4,0,0,2
ARGHATOS,1035,8,10,1,1,0,0,0
ASURKOT,496,0,4,0,0,0,0,1
BALKOT,1018,0,3,1,2,0,0,2
BANGI,1063,1,10,1,1,0,0,0
WANGLA,1173,0,3,1,0,0,0,4
BHAGAWATI,940,0,7,1,12,0,1,1
CHHATRAGANJ,668,1,3,1,2,0,0,1
CHIDIKA,802,0,3,0,0,0,0,4
DHAKAWANG,1544,2,6,0,8,0,0,8
DHANCHAUR,837,5,9,1,1,0,0,3
DHARAPANI,1376,6,6,0,0,0,0,3
DHATIWANG,420,0,2,0,3,0,0,1
DHIKURA,996,1,9,0,1,0,0,2
DIBHARNA,1552,2,10,1,7,0,0,1
GOKHUNGA,756,1,4,2,0,0,0,0
HANSAPUR,1822,13,19,6,4,0,0,2
JUKENA,1408,3,15,7,2,0,0,0
JALUKE,1214,5,12,1,0,0,0,10
KEEMDADA,831,3,1,0,1,0,0,2
KERUNGA,1109,4,3,1,0,0,0,1
KHANA,1085,0,3,3,0,0,0,3
KHANCHIKOT,746,0,43,0,6,1,0,1
KHANDAHA,877,2,21,0,0,0,0,0
KHIDIM,844,3,15,1,1,0,0,5
KHILJI,787,2,11,0,0,0,0,0
MAIDAN,943,2,4,0,0,0,0,6
MARENG,960,2,4,0,0,0,0,0
NARPANI,865,2,23,0,4,0,0,2
NUWAKOT,1577,6,15,3,0,0,0,1
PALI,950,0,8,1,3,0,0,4
PATAUTI,737,3,5,0,0,0,0,1
PANENA,553,1,2,0,0,0,0,1
POKHARATHOK,782,1,15,0,1,0,0,1
SANDHIKHARKA,1502,41,2188,6,21,1,16,46
SIDDHARA,1651,1,3,3,0,0,0,7
SIMALPANI,1272,4,1,1,0,0,0,6
SITAPUR,850,0,23,0,0,1,1,2
SUBARNAKHAL,608,5,2,0,0,0,0,2
THADA,2001,12,49,1,3,0,2,13
THULAPOKHARA,893,1,5,1,1,0,1,7
TOTAL,43760,147,2601,45,89,3,21,160
