VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
ADGURI,873,31,1,25,0,5
ARGHA,1274,1,28,11,0,4
ARGHATOS,1040,5,9,1,0,0
ASURKOT,427,0,1,73,0,0
BALKOT,1011,4,3,5,0,3
BANGI,1070,0,2,1,1,2
WANGLA,1116,9,2,52,0,2
BHAGAWATI,947,10,1,3,0,1
CHHATRAGANJ,668,5,2,0,0,1
CHIDIKA,782,2,0,21,0,4
DHAKAWANG,1560,0,0,0,0,8
DHANCHAUR,852,1,0,0,0,3
DHARAPANI,1381,4,0,4,0,2
DHATIWANG,363,0,0,62,0,1
DHIKURA,1003,1,1,3,0,1
DIBHARNA,1550,10,4,5,3,1
GOKHUNGA,757,2,2,0,1,1
HANSAPUR,1841,13,3,6,0,3
JUKENA,1100,1,0,333,0,1
JALUKE,837,35,6,352,0,12
KEEMDADA,826,2,5,0,0,5
KERUNGA,1073,3,4,35,2,1
KHANA,1073,9,6,2,0,4
KHANCHIKOT,713,24,44,11,0,5
KHANDAHA,882,6,10,1,0,1
KHIDIM,750,15,4,95,0,5
KHILJI,790,1,1,7,0,1
MAIDAN,876,2,1,68,1,7
MARENG,951,13,0,2,0,0
NARPANI,858,9,6,16,4,3
NUWAKOT,1502,3,6,86,1,4
PALI,939,3,1,19,0,4
PATAUTI,720,7,1,16,0,2
PANENA,538,1,0,17,0,1
POKHARATHOK,773,4,10,10,0,3
SANDHIKHARKA,1731,893,1096,54,0,47
SIDDHARA,692,0,1,953,11,8
SIMALPANI,660,11,4,601,1,7
SITAPUR,781,6,28,58,2,2
SUBARNAKHAL,558,0,0,57,0,2
THADA,1590,79,45,352,0,15
THULAPOKHARA,890,9,2,2,0,6
TOTAL,40618,1234,1340,3419,27,188
