VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AMALE,411,0,0,1,0,0,0,3
ARUNTHAKUR,989,5,0,4,4,0,0,8
BAHUNTILPUNG,556,0,1,2,0,0,0,0
BALAJOR,721,6,0,1,3,0,2,1
BASESHWOR,599,4,11,1,3,0,0,2
BASTIPUR,539,1,0,2,0,0,0,3
BELGHARI,704,6,5,9,24,0,0,1
BHADRAKALI,811,3,8,0,26,0,0,0
BHIMESHWOR,402,2,31,0,19,0,0,5
BHIMSTHAN,1039,1,10,0,107,0,0,3
BHUWANESHORI GWALTAR,364,0,0,0,7,0,0,0
BITIJOR BAGAIYA,345,2,0,0,0,0,0,2
DADIGURANSHE,924,5,12,2,29,0,0,1
DUDBHANJYANG,524,2,0,3,0,0,0,0
DUDHOULI,1636,4,47,2,45,0,0,24
HARIHARPUR GADHI,705,1,0,2,0,0,0,0
HARSAHI,955,1,3,0,1,0,0,13
HATPATE,1408,4,11,4,195,0,1,0
JALKANYA,382,0,3,0,9,0,0,1
JARAYOTAR,1404,4,2,4,4,0,0,7
JHANGAJHOLI RATMATA,1130,11,23,3,23,0,0,4
JINAKHU,914,17,1,11,1,0,0,5
KAKUR THAKUR,965,19,0,5,1,0,0,5
KALPABRISHYKHA,1539,5,8,3,33,0,0,6
KAMALAMAI MUNICIPALITY,6153,86,2493,12,477,7,51,25
KAPILAKOT,1849,7,26,20,62,0,0,3
KHANG SANG,503,4,0,1,0,0,0,2
KHOLAGAUN,518,0,1,2,2,0,0,5
KUSESWOR DUMJA,770,9,64,0,166,0,0,1
KYANESHWOR,1600,5,0,5,0,0,2,5
LADABHIR,1421,4,13,1,144,1,0,1
LAMPANTAR,1111,2,27,1,4,0,0,6
MAHADEVDADA,644,5,0,2,2,0,2,2
MAHADEVSTHAN,1226,2,9,4,61,0,0,7
MAHENDRA JHYADI,945,1,2,6,1,0,0,7
MAJHUWA,525,1,0,0,0,0,0,0
NETRAKALI,596,8,0,0,0,0,0,2
NIPANE,691,4,1,1,4,0,0,1
PIPALMADI,1266,0,0,7,15,0,0,11
PURANO JHANGAJHOLI,1002,4,3,3,1,1,0,1
RANIBAS,1082,1,7,0,17,0,0,3
RANICHURI,1628,6,3,5,34,0,1,8
RATANCHURA,506,8,18,0,15,0,0,1
RATNAWATI,477,3,0,3,2,1,0,7
SANTESWORI (RAMPUR),429,2,0,12,0,0,0,3
SIRTHOULI,1612,3,27,5,15,1,0,10
SITALPATI,792,3,4,1,6,0,0,6
SOLPATHANA,391,0,0,0,0,0,0,4
SUNAM POKHARI,451,0,0,0,1,0,0,0
TAMAJOR,444,1,0,0,0,0,0,0
TANDI,1854,2,2,3,24,1,0,10
TINKANYA,797,1,0,2,0,0,0,5
TOSRAMKHOLA,329,0,0,0,0,0,0,1
AMBOTE,764,0,1,1,1,0,0,4
TOTAL,52342,275,2877,156,1588,12,59,235
