VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ANKHIBHUI,291,1251,871,199,25,12,1,31,1110,0,4,1,2,2,9
BAHRABISE,148,466,411,31,22,4,1,14,311,1,5,1,0,1,8
BALA,84,471,444,3,1,1,0,10,226,0,0,0,0,0,12
BANA,210,969,759,192,41,12,3,11,823,0,5,0,0,3,4
BANESWOR,98,764,641,300,15,10,3,11,680,1,3,1,0,0,2
CHAINPUR,148,1145,790,486,344,111,42,207,1019,6,32,20,1,71,19
CHEPUWA,132,269,257,19,0,0,0,1,32,0,1,0,0,0,3
DHUPU,158,778,673,33,1,3,18,29,599,0,3,0,0,1,10
DIDING,104,512,471,27,6,5,0,35,291,1,8,3,0,1,26
HATIYA,339,321,215,2,0,0,0,1,201,0,1,1,1,0,1
JALJALA,305,869,644,146,14,12,2,12,731,0,12,2,1,4,1
KEEMATHNKA,22,50,48,2,0,0,0,0,20,0,0,0,0,0,0
KHANDBARI MUNICIPALITY,639,5514,3890,1807,1698,467,178,876,4547,50,197,246,12,345,137
KHARANG,215,1021,805,197,21,7,2,43,922,1,5,2,0,7,3
MADI MULKHARKA,151,1140,878,347,33,12,5,62,1024,1,2,1,1,0,8
MADI RAMBENI,112,1060,767,437,124,27,2,68,937,0,1,2,0,1,24
MAKALU,166,659,558,25,0,3,0,7,409,0,0,0,0,0,24
MAMLING,97,724,529,315,4,8,1,18,579,2,6,0,0,2,6
MANGTEWA,146,262,212,2,0,0,0,30,152,0,0,0,0,0,3
MATSYA POKHARI,199,675,556,30,0,0,0,24,522,2,7,2,0,0,2
MAWADIN,110,592,485,52,14,0,0,19,403,0,6,0,0,0,19
NUM,121,648,522,15,2,3,0,10,385,4,8,0,0,0,3
NUNDHAKI,130,379,288,48,21,3,1,5,270,2,0,0,0,1,44
PATHIBHARA,232,486,406,7,4,0,0,0,333,0,0,0,0,0,0
PAWAKHOLA,175,391,353,4,0,0,0,3,163,0,0,0,0,0,0
SABHA POKHARI,143,471,407,48,23,6,1,6,316,0,8,9,1,0,10
SIDDHAKALI,220,925,691,98,44,25,2,15,683,0,10,4,0,0,16
SIDDHAPOKHARI,72,732,611,91,26,15,1,8,534,1,10,2,1,0,5
SISUWAKHOLA,221,376,341,10,0,0,0,5,162,0,0,0,1,0,7
SITALPATI,231,891,768,120,0,5,1,37,604,0,9,0,1,0,34
SYABUN,273,990,761,64,1,2,0,22,761,0,3,2,0,0,13
TAMAFOK,226,1334,906,632,61,37,6,102,1167,4,27,9,3,0,20
TAMKU,67,417,361,5,0,0,0,4,255,0,0,0,0,0,86
YAFU,131,385,349,8,0,1,0,22,226,0,0,1,0,0,3
