VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ARNAHA,58,852,396,317,2,11,0,5,503,44,69,754,3,1,37
AURAHI,239,855,491,34,1,10,0,1,635,5,79,624,4,0,59
BADGAMA,206,648,336,246,29,6,1,8,389,30,73,518,12,6,46
BAIRAWA,129,630,389,315,8,8,1,19,272,13,48,502,10,8,3
BAKDHAUWA,374,1260,513,563,98,27,3,42,762,21,113,994,8,15,6
BAMANGAMAKATTI,326,986,545,442,30,10,0,21,669,6,87,843,1,3,19
BANAINIYA,97,603,365,173,5,3,0,4,399,11,63,527,2,0,0
BANARJHULA,126,722,332,307,9,11,0,4,475,15,48,596,6,0,11
BANAULA,98,501,199,201,0,4,0,1,428,42,60,425,4,1,17
BANAULI,113,924,467,399,8,6,0,2,548,47,76,793,1,0,10
BARAMJHIYA,160,629,270,301,47,9,1,7,446,10,41,507,1,15,116
BARSAIN (KO.),217,760,193,166,8,21,5,9,307,10,52,658,5,4,14
BASBALPUR,81,521,255,154,2,3,0,1,401,6,37,478,7,0,13
BASBITI,119,564,234,223,32,6,1,3,463,51,40,462,6,1,0
BATHANAHA,231,937,181,243,16,6,1,9,216,20,107,807,8,0,12
BELHI,177,527,264,29,0,3,1,3,363,1,65,441,13,0,20
BELHICHAPENA,184,909,229,280,7,6,0,2,576,70,73,798,1,0,12
BHAGAWATPUR,260,706,280,200,11,4,1,2,400,1,35,630,5,1,2
BHANGAHA,147,972,328,426,0,16,0,4,854,25,44,792,6,1,15
BHARDAHA,294,896,473,309,42,13,5,16,499,52,59,644,52,17,55
BHUTAHI,235,545,228,51,0,2,0,14,320,6,45,453,1,0,5
BIRPUR BARAHI,127,1045,481,188,4,4,0,1,253,14,66,941,31,0,21
BISHAHARIYA,371,991,541,277,3,11,2,1,429,10,73,838,4,1,48
BODEBARSAIEN,97,849,569,282,3,8,0,1,682,18,118,457,9,0,5
BORIYA,133,759,526,436,9,7,1,13,613,1,57,598,0,4,14
BRAHMAPUR,139,696,384,304,0,5,0,4,386,24,61,573,3,0,51
CHHINNAMASTA,767,1140,518,244,32,17,4,3,756,16,123,871,8,0,9
DADHA,348,689,302,274,21,11,3,3,426,47,42,524,16,3,12
DAULATPUR,218,768,485,219,12,8,1,4,571,10,43,551,11,3,13
DEURI,148,778,417,62,5,1,0,0,484,0,45,733,14,0,10
DEURIMARUWA,68,449,260,129,6,5,0,2,253,9,28,401,1,0,25
DHANAGADI,121,788,262,173,1,8,0,3,578,216,65,665,2,1,45
DHARAMPUR,165,950,525,556,49,18,6,83,768,5,73,718,8,19,17
DHODHANPUR,224,837,305,407,17,13,0,2,537,19,68,673,8,3,16
DIDHAWA,168,603,258,126,9,3,1,1,216,26,45,560,0,0,0
DIMAN,142,615,327,141,4,5,0,5,438,25,56,542,27,0,53
FAKIRA,66,783,517,84,2,2,1,1,97,8,95,739,2,0,25
FARSETH,104,530,172,102,25,6,1,6,380,2,44,474,6,6,4
FATEPUR,260,2244,1057,1465,257,65,9,150,1827,101,185,1526,20,92,20
FULKAHI,205,674,267,82,0,9,1,1,413,37,55,624,1,1,0
GAMHARIYA PARWAHA,100,897,350,183,11,9,1,6,408,37,73,805,0,0,73
GOBAR GADA,172,115,84,1,0,1,0,0,44,0,0,13,0,0,2
GOITHI,180,540,235,89,1,3,0,2,369,8,33,420,3,0,4
HANUMANNAGAR,301,615,313,346,34,12,5,60,472,9,64,355,7,16,41
HARDIYA,118,1005,715,202,4,9,0,5,735,2,50,697,11,5,16
HARIHARPUR,165,769,372,256,17,9,0,11,565,73,59,666,1,0,0
HARIPUR,78,893,254,287,7,8,1,3,589,41,44,840,26,0,8
INARWA,143,497,265,165,5,3,0,1,394,9,24,432,1,1,7
INARWA FULBARIYA,207,804,328,342,6,10,1,3,582,40,57,694,5,2,16
ITAHARI BISHNUPUR,239,1015,395,421,96,28,7,38,597,46,87,906,11,15,15
JAGATPUR,319,559,214,295,32,5,0,32,276,16,50,439,4,7,2
JAMUNIMADHEPURA,272,1051,434,372,44,7,1,10,683,11,77,929,27,3,19
JANDAUL,75,784,407,435,5,10,0,18,466,4,66,721,4,5,11
JHUTAKI,101,536,392,16,0,0,0,1,251,0,41,468,0,0,32
JOGINIYA-1,42,564,427,209,20,2,0,4,272,13,35,495,1,0,132
JOGINIYA-2,61,747,462,188,0,9,0,0,300,4,33,675,11,0,45
KABILASH,216,518,383,77,1,4,0,3,297,5,61,438,0,0,8
KACHAN,150,635,306,100,0,8,0,0,406,10,23,553,22,1,8
KALYANPUR,217,1462,490,609,62,49,11,71,973,36,200,1134,2,33,26
KAMALPUR,321,681,168,276,15,5,0,0,340,12,55,504,3,0,36
KANCHANPUR,157,1279,735,802,268,44,8,213,850,35,177,771,61,40,16
KATAIYA,209,748,115,173,7,4,1,1,549,134,47,685,5,0,8
KHADGAPUR,100,686,468,149,6,2,2,3,152,7,34,588,2,1,114
KHOJPUR,218,712,222,370,52,16,2,7,614,53,76,587,8,8,48
KHOKSARPARBAHA,134,751,475,284,27,17,0,7,485,19,48,643,12,6,12
KO. MADHEPURA,167,717,369,253,10,9,0,4,435,3,59,646,0,2,2
KOCHABAKHARI,461,812,416,268,12,8,0,2,498,0,31,634,6,0,61
KOILADI,287,585,304,225,9,4,1,4,413,20,100,434,2,57,2
KUSHAHA,125,1107,627,528,13,20,0,19,736,105,137,918,20,3,21
LALAPATI,252,678,305,206,8,3,0,6,590,32,64,440,0,0,66
LAUNIYA,244,460,81,151,0,0,0,1,177,2,21,339,2,0,3
LOHAJARA,201,828,450,144,0,4,0,0,267,4,42,733,1,0,42
MADHAWAPUR,451,799,444,208,1,4,0,2,352,3,68,597,3,1,2
MADHUPATI,179,707,315,236,1,4,0,6,588,35,47,640,3,3,6
MAHADEVA,177,873,458,183,1,11,0,2,563,3,28,643,1,1,16
MAINAKADERI,232,322,92,80,5,4,3,9,217,13,38,244,5,0,0
MAINASAHASRABAHU,57,711,243,298,21,11,2,6,637,154,50,593,4,5,11
MALEKPUR,369,881,325,364,41,4,0,1,529,18,91,803,1,0,8
MALETH,153,964,694,408,89,38,8,35,661,28,133,822,38,8,25
MALHANAMA,133,612,199,190,1,10,0,2,505,44,44,540,0,0,37
MALHANIYA,222,1334,879,124,24,5,1,2,766,20,88,1183,7,0,2
MANRAJA,342,473,259,89,1,4,0,1,144,0,52,406,1,0,87
MAUWAHA,196,633,473,44,2,3,2,10,368,5,28,460,0,0,55
MOHANPUR,209,909,490,496,94,23,4,8,658,13,80,748,7,0,20
NARDHO,221,1075,558,228,0,2,0,4,733,37,105,950,9,2,15
NEGADA,243,612,283,242,7,1,0,0,482,6,73,487,7,0,34
ODRAHA,307,670,256,321,43,11,0,6,454,6,30,588,8,0,0
PAKARI,383,725,287,199,42,4,0,5,549,39,39,569,3,1,24
PANSERA,104,822,182,373,9,6,0,4,710,72,57,659,1,1,27
PATERWA,156,579,205,63,2,4,2,1,424,2,41,511,3,0,23
PATO,243,835,451,141,5,6,1,9,578,15,105,693,1,6,0
PATTHARGADA,187,780,214,314,5,10,0,2,592,3,79,652,7,0,8
PIPRA PURBA,196,600,205,141,0,5,0,2,205,9,22,547,0,0,23
PIPRA PASCHIM,229,631,292,163,9,9,1,5,489,0,38,423,2,1,12
PORTAHA,109,844,361,347,66,27,4,51,468,9,85,709,10,9,33
PRASABANI,540,674,233,187,5,14,0,1,423,16,53,523,3,3,12
RAJBIRAJ MUNICIPALITY,413,7208,4321,3669,2580,852,242,1311,5904,557,1717,4943,74,609,122
RAMNAGAR,188,282,143,5,0,0,0,0,112,0,10,245,3,0,0
RAMPURAMALHANIYA,327,854,279,67,1,5,0,2,577,15,60,672,3,1,4
RAMPURJAMUWA,124,620,195,225,0,6,1,0,364,0,21,567,2,0,11
RAUTAHAT,173,477,386,22,0,0,0,0,263,0,27,405,3,0,10
RAYAPUR,355,1530,762,618,20,20,3,25,1111,47,133,1284,13,8,11
RUPNAGAR,213,832,481,586,62,23,1,23,712,10,81,586,3,30,18
SAMBHUNATH,218,1037,332,514,7,13,2,7,833,44,87,924,1,4,23
SANKARPURA,306,450,306,166,4,4,0,3,269,11,35,395,1,1,29
SARASWOR,135,761,294,221,3,5,2,3,540,50,83,681,2,0,48
SIMRAHA SIGIYOUN,218,858,311,199,6,5,0,1,644,18,90,650,2,0,6
SISWA BEIHI,260,878,255,332,4,11,1,4,568,69,52,725,6,2,3
SITAPUR,98,740,365,395,14,16,0,6,583,53,79,647,15,9,5
TARAHI,178,636,438,59,0,9,1,5,437,5,42,510,4,0,30
TERAHAUTA,193,841,433,352,9,14,1,3,578,51,63,684,2,3,21
THELIYA,156,1036,327,435,26,18,1,7,734,15,65,931,8,8,10
TIKULIYA,134,508,268,131,0,0,0,0,203,0,33,436,1,0,14
TILATHI,181,434,251,207,31,5,2,5,156,6,56,303,0,0,30
TRIKAULA,188,701,394,159,7,2,0,8,400,25,72,557,4,0,30
