VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARNAHA,4566,2212,2354,2359,1374,985,149,66,83,2046,766,1280,12,6,6,51.66447656592204,62.11573236889693,41.843670348343245
AURAHI,4808,2352,2456,2407,1532,875,394,186,208,2005,632,1373,2,2,0,50.062396006655575,65.1360544217687,35.627035830618894
BADGAMA,4174,2024,2150,1973,1193,780,151,65,86,2048,766,1282,2,0,2,47.26880689985625,58.94268774703557,36.27906976744186
BAIRAWA,4131,2097,2034,2053,1233,820,37,22,15,2041,842,1199,0,0,0,49.697409828128784,58.798283261802574,40.31465093411996
BAKDHAUWA,7619,3640,3979,4240,2365,1875,375,182,193,2993,1088,1905,11,5,6,55.650347814673836,64.97252747252747,47.12239256094496
BAMANGAMAKATTI,7344,3803,3541,3954,2495,1459,65,29,36,3317,1279,2038,8,0,8,53.83986928104575,65.6061004470155,41.203049985879694
BANAINIYA,3625,1787,1838,1681,1044,637,122,50,72,1815,691,1124,7,2,5,46.37241379310345,58.42193620593172,34.657236126224156
BANARJHULA,4045,1828,2217,2316,1282,1034,63,20,43,1664,525,1139,2,1,1,57.25587144622991,70.13129102844638,46.63960306720794
BANAULA,2985,1365,1620,1652,950,702,92,50,42,1240,365,875,1,0,1,55.34338358458961,69.59706959706959,43.333333333333336
BANAULI,5178,2476,2702,2486,1553,933,240,130,110,2451,793,1658,1,0,1,48.010814986481265,62.7221324717286,34.5299777942265
BARAMJHIYA,4209,2011,2198,2111,1207,904,294,142,152,1796,659,1137,8,3,5,50.15443098123069,60.019890601690705,41.128298453139216
BARSAIN (KO.),4847,2379,2468,2401,1481,920,128,66,62,2313,830,1483,5,2,3,49.53579533732205,62.253047498949144,37.27714748784441
BASBALPUR,2885,1294,1591,1337,719,618,225,107,118,1322,468,854,1,0,1,46.34315424610052,55.56414219474498,38.84349465744815
BASBITI,3202,1457,1745,1701,1010,691,56,30,26,1444,417,1027,1,0,1,53.123048094940664,69.32052161976664,39.598853868194844
BATHANAHA,4510,2237,2273,2393,1535,858,60,29,31,2057,673,1384,0,0,0,53.05986696230599,68.61868573983013,37.747470303563574
BELHI,3912,1924,1988,1716,1081,635,190,79,111,2004,763,1241,2,1,1,43.86503067484663,56.185031185031185,31.941649899396378
BELHICHAPENA,5225,2497,2728,2279,1429,850,414,217,197,2528,849,1679,4,2,2,43.61722488038278,57.228674409291145,31.158357771261
BHAGAWATPUR,4465,2248,2217,2521,1607,914,75,37,38,1868,604,1264,1,0,1,56.46136618141098,71.48576512455516,41.22688317546233
BHANGAHA,5536,2608,2928,3084,1795,1289,221,85,136,2210,717,1493,21,11,10,55.70809248554913,68.82668711656443,44.02322404371585
BHARDAHA,6310,3123,3187,3234,1988,1246,160,67,93,2904,1062,1842,12,6,6,51.25198098256736,63.65674031380083,39.096328835895825
BHUTAHI,3571,1681,1890,1894,1148,746,184,78,106,1490,455,1035,3,0,3,53.038364603752456,68.29268292682927,39.470899470899475
