VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BABALA,252,287,232,2,1,1,0,4,184,0,1,0,1,1,0
BAIJINATH,57,218,165,30,46,10,4,5,188,0,3,1,0,0,11
BANNATOLI,369,218,120,11,2,0,0,4,186,0,1,0,0,0,13
BARADADIVI,402,431,208,40,6,4,2,6,347,0,2,1,0,1,0
BASTI,322,334,319,4,0,1,0,1,69,0,0,0,0,0,12
BATULASEN,214,490,468,1,0,1,0,17,146,0,0,0,0,0,1
BAYALA,299,457,389,12,1,1,0,5,271,2,1,0,3,0,3
BHAGYASWORI,1,159,113,64,0,0,0,0,142,0,0,0,0,0,83
BHAIRABSTHAN,223,586,491,4,1,0,0,9,339,0,0,0,0,0,11
BHATAKATIYA,446,355,333,10,0,2,1,3,85,0,0,0,0,0,27
BHULI,225,296,242,3,0,0,2,1,155,0,0,1,0,0,5
BINAYAK,437,577,452,33,1,1,0,1,339,0,0,1,0,0,19
BINDHYAWASINI,138,377,327,1,0,0,0,3,209,0,0,0,0,0,44
BIRPATH,233,291,220,4,0,2,0,3,189,0,2,1,2,0,8
BUDHAKOT,187,330,253,2,0,0,0,7,178,0,0,1,0,0,0
CHALSA,138,323,280,8,0,0,0,0,212,0,0,0,0,0,0
CHANDIKA(BAYALPATA),115,322,274,61,17,7,1,2,293,0,2,2,0,2,2
CHAPHAMANDAU,102,136,113,20,0,1,0,1,64,0,0,0,0,0,3
DARNA,357,380,263,0,0,0,0,0,280,0,0,0,0,0,64
DEVISTHAN,106,195,132,0,0,0,0,1,115,0,0,0,0,1,92
DHAKARI,405,312,220,0,0,0,0,3,177,0,0,0,0,0,8
DHAKU,126,224,189,2,0,1,0,0,151,0,0,0,0,0,6
DHAMALI,304,327,278,0,0,0,0,2,144,0,0,0,0,0,79
DHODASAIN,405,429,321,2,2,0,0,0,229,0,0,0,0,0,14
DHUDHARUKOT,227,365,252,6,0,2,1,17,271,0,1,1,0,0,29
DHUNGACHALNA,472,509,458,3,0,2,1,3,163,0,0,0,0,0,1
DUNI,273,205,137,8,0,0,0,0,124,0,0,2,0,0,31
GAJARA,104,233,141,42,8,1,0,6,180,0,0,0,0,0,17
HATIKOT,157,174,110,1,0,0,0,0,136,0,0,0,0,0,15
HICHMA,513,468,389,11,3,2,0,4,172,2,8,1,0,2,13
JALAPADEVI,166,373,196,29,0,0,0,3,225,0,1,0,0,0,3
JANALIBANDALI,262,374,265,5,0,1,2,4,287,0,0,0,0,0,12
JANALIKOT,198,166,89,27,6,0,1,2,143,0,1,1,0,0,4
JUPU,304,296,206,15,11,1,0,2,213,0,1,0,0,0,7
KALAGAU,325,262,201,6,0,1,0,14,177,0,2,0,1,0,2
KALEKANDA,295,265,218,1,0,0,0,0,125,0,1,1,0,0,2
KALIKA,197,400,228,26,10,0,0,2,369,0,0,0,0,1,8
KALIKASTHAN,306,344,251,1,1,0,2,0,239,0,0,0,0,0,1
KHAPTAD,74,199,163,0,0,1,0,0,113,0,0,0,0,0,16
KHODASADEVI,339,353,212,6,1,3,0,0,252,0,0,0,0,1,22
KUIKA,320,433,343,0,0,0,0,0,339,0,0,0,0,0,24
KUNTIBANDALI,203,377,334,2,0,1,0,7,151,0,0,1,0,0,14
KUSHKOT,306,467,360,17,0,1,1,0,315,0,0,1,0,0,19
LAYATI,204,278,229,1,0,0,0,1,148,0,0,1,0,0,8
LUNGRA,199,537,461,2,0,0,0,6,390,0,0,0,0,0,31
MALATIKOT,178,259,186,7,1,0,0,5,177,0,0,0,0,0,8
MANGALSEN,604,1454,691,150,340,72,19,89,1235,4,33,0,4,18,164
MARKU,202,253,154,5,0,0,0,1,189,2,1,0,0,0,16
MASHTANAMDALI,161,195,144,2,0,0,0,1,118,0,0,0,0,0,11
MASTAMANDAU,133,521,342,70,64,16,5,7,437,1,11,1,0,1,48
NADA,226,202,171,3,0,0,0,2,81,0,0,0,0,0,73
NANDEGADA,225,369,267,10,0,0,0,4,211,0,1,0,0,0,54
NAWATHANA,64,308,284,13,2,1,0,2,197,0,0,0,0,0,0
OLIGAU,269,403,204,54,15,6,0,12,357,0,4,0,1,0,4
PATALKOT,244,251,188,5,1,0,0,1,155,0,0,0,0,0,10
PAYAL,356,691,469,6,0,0,0,0,594,0,0,0,0,0,7
PULLETALA,189,381,310,7,8,0,0,3,234,0,0,0,0,0,19
RAHAPH,489,258,217,1,1,0,1,0,87,0,0,0,0,0,97
RAMAROSAN,444,561,510,1,0,1,0,1,123,0,0,0,0,0,26
RANIBAN,125,380,355,1,0,1,0,1,84,0,0,0,0,0,9
RIDIKOT,48,215,113,39,8,2,0,3,179,0,2,0,0,0,65
RISIDAHA,439,379,347,7,1,0,0,1,132,0,0,1,0,0,12
SANTADA,215,273,179,14,0,2,0,4,191,0,0,0,0,0,21
SERA,283,222,163,2,0,2,0,2,127,2,0,0,0,0,16
SIDDHESWOR,255,640,494,167,58,12,8,38,506,10,23,6,1,14,22
SIUDI,426,521,399,4,0,0,0,11,263,0,0,0,2,0,17
SOUKAT,1094,245,194,1,0,0,0,0,130,0,0,0,0,0,9
SUTAR,367,226,194,1,0,0,0,8,91,0,0,0,0,0,5
THANTI,197,274,216,10,1,3,0,2,153,0,0,0,0,0,0
TIMILSAIN,113,295,135,16,2,1,0,2,242,0,3,0,0,0,4
TOLI,377,312,255,7,0,0,0,2,194,0,0,0,0,0,11
TOSI,209,211,184,3,0,0,0,2,126,0,0,0,0,0,4
TURMAKHAD,264,491,440,2,0,1,1,2,198,0,0,1,0,0,7
WALANT,433,266,249,1,0,0,0,2,62,0,0,0,0,0,7
WARLA,319,341,263,1,0,0,0,0,192,0,0,0,0,0,4
