VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BABALA,99,43,56,713,354,359,268,159,109,137,82,55,117,90,27,67,49,18,9,9,0,2,2,0,1,0,1,99,53,46,1,1,0
BAIJINATH,61,26,35,289,149,140,179,95,84,90,46,44,68,40,28,89,60,29,31,26,5,9,9,0,1,1,0,31,13,18,0,0,0
BANNATOLI,178,94,84,725,367,358,308,178,130,119,79,40,117,81,36,46,37,9,10,10,0,4,1,3,2,2,0,119,46,73,17,6,11
BARADADIVI,99,52,47,1203,629,574,398,233,165,230,147,83,144,103,41,105,72,33,22,18,4,3,3,0,11,5,6,54,37,17,27,13,14
BASTI,178,100,78,839,474,365,245,176,69,103,83,20,70,58,12,40,30,10,15,14,1,1,1,0,0,0,0,105,49,56,6,1,5
BATULASEN,43,25,18,1230,658,572,419,285,134,252,169,83,69,55,14,73,60,13,19,17,2,6,6,0,3,1,2,163,64,99,1,1,0
BAYALA,222,119,103,904,474,430,367,245,122,218,148,70,68,50,18,93,73,20,24,20,4,3,3,0,7,5,2,12,3,9,4,2,2
BHAGYASWORI,40,26,14,214,109,105,161,80,81,103,54,49,86,52,34,49,32,17,17,14,3,5,4,1,2,2,0,30,6,24,0,0,0
BHAIRABSTHAN,201,93,108,1001,543,458,515,308,207,248,173,75,91,76,15,80,66,14,22,21,1,3,3,0,4,2,2,83,60,23,9,3,6
BHATAKATIYA,257,115,142,1145,667,478,329,211,118,104,74,30,194,154,40,44,36,8,12,11,1,0,0,0,1,1,0,116,61,55,11,5,6
BHULI,194,92,102,639,351,288,217,143,74,109,81,28,52,35,17,63,53,10,12,12,0,1,1,0,0,0,0,89,57,32,0,0,0
BINAYAK,373,190,183,1173,637,536,436,310,126,181,117,64,112,82,30,128,83,45,31,28,3,10,8,2,8,4,4,169,109,60,4,3,1
BINDHYAWASINI,27,14,13,1016,509,507,269,162,107,144,103,41,34,23,11,75,52,23,5,5,0,4,4,0,0,0,0,17,10,7,1,1,0
BIRPATH,38,21,17,830,497,333,306,167,139,175,105,70,105,65,40,63,43,20,10,8,2,6,6,0,0,0,0,15,4,11,73,52,21
BUDHAKOT,39,20,19,861,436,425,254,160,94,140,95,45,85,62,23,50,36,14,13,13,0,1,1,0,2,1,1,118,62,56,6,2,4
CHALSA,84,46,38,734,419,315,325,207,118,84,60,24,81,68,13,74,58,16,9,7,2,5,4,1,0,0,0,84,33,51,0,0,0
CHANDIKA(BAYALPATA),59,36,23,616,296,320,301,135,166,143,74,69,170,106,64,93,63,30,20,14,6,8,8,0,8,7,1,20,11,9,2,2,0
CHAPHAMANDAU,36,20,16,356,185,171,105,59,46,37,20,17,71,51,20,29,18,11,5,5,0,2,2,0,0,0,0,103,52,51,3,3,0
DARNA,232,113,119,1092,528,564,411,225,186,220,133,87,167,113,54,117,79,38,23,23,0,1,1,0,1,0,1,130,70,60,2,0,2
DEVISTHAN,173,88,85,633,356,277,160,105,55,89,66,23,44,33,11,30,27,3,5,5,0,1,1,0,3,2,1,126,27,99,1,1,0
DHAKARI,306,148,158,756,407,349,332,192,140,164,119,45,69,47,22,47,36,11,8,5,3,0,0,0,0,0,0,1,0,1,4,4,0
DHAKU,24,14,10,452,234,218,167,102,65,114,84,30,32,20,12,54,36,18,8,7,1,2,2,0,2,0,2,30,23,7,2,0,2
DHAMALI,72,28,44,938,494,444,376,229,147,137,87,50,80,55,25,73,57,16,15,14,1,6,5,1,0,0,0,7,4,3,4,3,1
DHODASAIN,98,54,44,1084,593,491,429,269,160,248,182,66,83,73,10,85,68,17,18,17,1,8,8,0,4,2,2,48,33,15,16,10,6
DHUDHARUKOT,279,131,148,720,395,325,292,172,120,257,147,110,72,49,23,108,84,24,23,19,4,4,4,0,4,2,2,63,31,32,16,8,8
DHUNGACHALNA,190,108,82,1852,1047,805,478,346,132,134,100,34,58,48,10,34,28,6,4,2,2,1,1,0,0,0,0,49,19,30,3,2,1
DUNI,192,92,100,658,375,283,147,96,51,64,51,13,22,16,6,26,21,5,3,3,0,0,0,0,0,0,0,12,4,8,2,2,0
GAJARA,63,34,29,392,194,198,207,106,101,137,83,54,109,67,42,52,32,20,6,6,0,0,0,0,0,0,0,71,10,61,3,3,0
HATIKOT,137,81,56,525,233,292,176,96,80,79,52,27,22,18,4,33,22,11,5,5,0,2,2,0,1,1,0,72,29,43,1,1,0
HICHMA,350,176,174,1194,595,599,344,243,101,181,129,52,64,51,13,48,32,16,8,5,3,2,2,0,3,0,3,0,0,0,32,17,15
JALAPADEVI,117,67,50,583,251,332,288,155,133,184,95,89,83,52,31,106,65,41,29,20,9,7,6,1,0,0,0,69,24,45,15,10,5
JANALIBANDALI,196,98,98,777,392,385,281,188,93,91,62,29,71,51,20,43,31,12,25,19,6,6,6,0,0,0,0,101,64,37,3,1,2
JANALIKOT,57,26,31,389,198,191,222,110,112,93,56,37,45,28,17,60,32,28,11,11,0,3,3,0,0,0,0,90,29,61,5,3,2
JUPU,147,79,68,707,376,331,280,151,129,176,114,62,83,64,19,75,51,24,13,11,2,1,0,1,0,0,0,31,7,24,29,10,19
KALAGAU,112,54,58,739,370,369,246,122,124,130,74,56,108,80,28,88,61,27,15,11,4,9,8,1,2,2,0,89,40,49,1,1,0
KALEKANDA,11,5,6,1010,511,499,276,174,102,111,96,15,62,56,6,43,31,12,10,10,0,0,0,0,0,0,0,73,45,28,1,0,1
KALIKA,75,38,37,784,382,402,381,166,215,204,133,71,68,46,22,89,53,36,22,19,3,1,1,0,0,0,0,122,53,69,2,1,1
KALIKASTHAN,84,37,47,897,492,405,321,201,120,186,125,61,91,68,23,71,51,20,11,10,1,9,9,0,0,0,0,61,18,43,1,1,0
KHAPTAD,11,3,8,545,306,239,100,84,16,53,43,10,24,19,5,18,16,2,4,4,0,0,0,0,0,0,0,138,45,93,5,2,3
KHODASADEVI,323,163,160,989,483,506,361,232,129,125,88,37,126,92,34,74,55,19,19,18,1,0,0,0,0,0,0,252,73,179,3,0,3
KUIKA,41,30,11,1077,562,515,424,240,184,178,117,61,141,96,45,95,67,28,27,27,0,2,2,0,0,0,0,167,80,87,1,1,0
KUNTIBANDALI,3,2,1,729,420,309,177,114,63,117,86,31,32,23,9,30,27,3,7,6,1,0,0,0,0,0,0,21,15,6,5,4,1
