VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
KUSHKOT,132,68,64,1531,815,716,420,253,167,122,86,36,100,77,23,56,47,9,15,13,2,1,1,0,1,0,1,4,2,2,1,0,1
LAYATI,124,65,59,584,340,244,191,131,60,79,59,20,30,25,5,52,42,10,10,9,1,0,0,0,1,0,1,9,6,3,2,2,0
LUNGRA,47,29,18,860,417,443,397,207,190,241,134,107,129,75,54,100,64,36,25,25,0,5,5,0,1,0,1,214,122,92,2,0,2
MALATIKOT,70,38,32,406,229,177,251,136,115,110,71,39,93,66,27,83,52,31,41,25,16,3,3,0,0,0,0,99,82,17,7,4,3
MANGALSEN,348,189,159,2547,1387,1160,1123,647,476,610,352,258,524,346,178,445,292,153,209,178,31,62,56,6,4,2,2,118,57,61,16,7,9
MARKU,99,52,47,545,282,263,186,93,93,103,55,48,55,34,21,24,20,4,3,3,0,0,0,0,0,0,0,292,129,163,5,1,4
MASHTANAMDALI,176,105,71,368,203,165,164,96,68,81,52,29,73,61,12,24,22,2,11,10,1,0,0,0,0,0,0,86,58,28,0,0,0
MASTAMANDAU,162,94,68,762,405,357,436,244,192,310,183,127,181,115,66,164,107,57,40,39,1,4,3,1,1,1,0,74,29,45,12,6,6
NADA,108,45,63,665,371,294,311,175,136,160,107,53,112,89,23,78,61,17,15,14,1,6,6,0,3,1,2,18,11,7,5,3,2
NANDEGADA,36,16,20,1102,563,539,399,252,147,191,126,65,49,31,18,99,66,33,10,9,1,4,4,0,0,0,0,82,35,47,1,0,1
NAWATHANA,28,19,9,598,331,267,268,155,113,128,79,49,137,93,44,57,43,14,7,7,0,2,2,0,0,0,0,144,45,99,6,4,2
OLIGAU,2,2,0,893,471,422,422,215,207,249,158,91,171,92,79,97,59,38,22,20,2,3,3,0,0,0,0,3,0,3,9,7,2
PATALKOT,71,40,31,747,439,308,209,146,63,107,72,35,26,21,5,53,38,15,7,5,2,1,1,0,1,1,0,277,136,141,3,1,2
PAYAL,69,40,29,1453,761,692,468,239,229,264,158,106,130,78,52,142,98,44,16,15,1,3,3,0,5,5,0,177,68,109,4,2,2
PULLETALA,181,90,91,729,419,310,269,166,103,120,96,24,88,62,26,64,51,13,8,6,2,7,7,0,0,0,0,122,91,31,1,1,0
RAHAPH,467,232,235,1047,631,416,311,204,107,96,68,28,32,25,7,27,20,7,5,5,0,0,0,0,3,1,2,32,26,6,1,1,0
RAMAROSAN,103,57,46,1575,849,726,507,328,179,236,169,67,173,132,41,78,64,14,9,9,0,2,2,0,1,1,0,391,178,213,2,1,1
RANIBAN,69,33,36,508,277,231,254,150,104,171,113,58,26,20,6,104,80,24,27,24,3,0,0,0,0,0,0,31,25,6,2,1,1
RIDIKOT,21,16,5,430,223,207,168,86,82,95,52,43,91,57,34,42,26,16,5,5,0,5,5,0,1,0,1,57,26,31,2,1,1
RISIDAHA,192,85,107,1161,625,536,347,219,128,139,98,41,85,68,17,44,34,10,2,2,0,1,1,0,0,0,0,92,48,44,15,9,6
SANTADA,64,28,36,851,438,413,227,141,86,108,85,23,88,67,21,50,34,16,12,8,4,2,2,0,0,0,0,159,68,91,10,2,8
SERA,57,25,32,653,344,309,237,144,93,82,51,31,68,52,16,36,30,6,16,16,0,0,0,0,0,0,0,32,23,9,17,10,7
SIDDHESWOR,68,28,40,1096,637,459,500,291,209,334,188,146,262,169,93,181,116,65,71,58,13,2,2,0,1,0,1,42,3,39,22,13,9
SIUDI,377,203,174,1237,699,538,222,160,62,70,50,20,64,45,19,35,30,5,4,3,1,2,2,0,1,1,0,127,77,50,1,1,0
SOUKAT,205,109,96,1431,777,654,266,202,64,80,64,16,75,58,17,29,24,5,7,7,0,0,0,0,0,0,0,78,62,16,10,9,1
SUTAR,212,116,96,867,443,424,245,175,70,104,82,22,98,84,14,27,23,4,11,9,2,0,0,0,1,1,0,27,24,3,10,3,7
THANTI,8,4,4,814,435,379,274,153,121,133,94,39,40,28,12,47,38,9,9,7,2,3,3,0,0,0,0,125,54,71,0,0,0
TIMILSAIN,22,13,9,584,318,266,240,90,150,143,78,65,102,72,30,71,51,20,11,9,2,1,1,0,4,2,2,14,5,9,23,8,15
TOLI,226,110,116,922,502,420,335,221,114,146,97,49,57,44,13,50,37,13,3,3,0,7,5,2,4,3,1,99,58,41,5,2,3
TOSI,107,41,66,552,310,242,220,123,97,109,87,22,52,43,9,98,75,23,14,11,3,0,0,0,0,0,0,13,12,1,35,23,12
TURMAKHAD,106,57,49,898,521,377,382,248,134,202,146,56,39,34,5,102,79,23,11,9,2,7,7,0,2,2,0,4,2,2,3,3,0
WALANT,149,82,67,1081,594,487,267,168,99,89,78,11,48,33,15,26,19,7,4,4,0,0,0,0,0,0,0,2,2,0,3,2,1
WARLA,25,13,12,716,379,337,324,214,110,133,97,36,51,38,13,56,43,13,16,15,1,0,0,0,1,1,0,102,49,53,4,1,3
INSTITUTIONAL,82,65,17,199,194,5,365,360,5,178,177,1,246,245,1,111,107,4,33,33,0,5,5,0,0,0,0,3,2,1,1,1,0
