VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ATICHAUR,743,0,0,0,0,0,0,8
BADDHU,961,0,0,1,3,0,0,15
BAI,612,0,0,0,1,0,0,15
BARHABIS,1628,2,3,0,2,0,0,15
BICHHAIYA,500,0,0,0,0,0,0,7
BRAMHATOLA,1293,1,0,0,11,0,0,17
BUDHIGANGA,806,0,0,0,1,0,0,1
CHHATARA,693,0,0,0,0,0,0,7
DAHAKOT,801,0,0,0,0,0,0,5
DOGADI,586,0,0,0,0,0,0,2
GOTREE,1015,1,0,0,1,0,0,2
GUDUKHATI,833,1,0,1,7,0,0,10
JAGANNATH,700,0,0,0,0,0,0,2
JAYABAGESWORI,426,0,1,0,1,0,0,9
JUGADA,972,0,0,0,2,0,0,8
JUKOT,596,0,0,0,0,0,0,1
KAILASHMANDAU,1807,0,0,0,6,0,0,5
KANDA,533,0,0,0,0,0,0,13
KOLTI,1313,5,0,0,0,0,1,11
KOTILA,611,0,0,0,0,0,0,3
KULDEUMADAU,1287,0,1,0,2,0,0,15
MANAKOT,489,0,0,0,0,0,0,1
MARTADI,1907,0,0,0,0,3,0,10
PANDUSAIN,1182,1,0,0,0,0,0,1
RUGIN,513,0,0,0,0,0,0,9
SAPPATA,983,2,1,0,5,0,0,7
TOLIDEWAL,832,0,0,0,0,0,0,0
TOTAL,24622,13,6,2,42,3,1,199
