VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ATICHAUR,580,0,0,32,97,33,1,8
BADDHU,336,0,0,9,591,29,0,15
BAI,514,1,1,1,93,3,0,15
BARHABIS,915,0,1,114,605,0,0,15
BICHHAIYA,255,0,1,7,201,36,0,7
BRAMHATOLA,899,0,1,43,348,9,5,17
BUDHIGANGA,585,0,0,36,156,30,0,1
CHHATARA,498,0,0,0,195,0,0,7
DAHAKOT,643,0,1,62,69,26,0,5
DOGADI,476,0,1,49,50,10,0,2
GOTREE,907,0,0,3,94,12,1,2
GUDUKHATI,635,0,1,89,114,0,2,11
JAGANNATH,488,0,1,0,85,126,0,2
JAYABAGESWORI,336,0,1,14,75,2,0,9
JUGADA,610,0,17,29,219,99,0,8
JUKOT,446,0,4,1,143,2,0,1
KAILASHMANDAU,1463,0,0,38,308,4,0,5
KANDA,357,0,0,41,134,1,1,12
KOLTI,1012,1,12,3,181,111,0,10
KOTILA,604,0,0,0,7,0,0,3
KULDEUMADAU,590,0,0,78,615,8,0,14
MANAKOT,333,0,0,17,104,33,2,1
MARTADI,1572,0,4,59,153,111,12,9
PANDUSAIN,635,0,0,40,462,45,1,1
RUGIN,303,0,0,3,205,2,0,9
SAPPATA,533,0,1,16,336,105,0,7
TOLIDEWAL,513,0,17,83,218,1,0,0
TOTAL,17038,2,64,867,5858,838,25,196
