VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ANKHIBHUI,1075,0,10,290,147,25,4,0
BAHRABISE,357,0,9,24,177,43,2,10
BALA,561,0,2,0,0,1,0,3
BANA,634,0,86,144,298,15,0,6
BANESWOR,601,0,25,151,77,10,0,0
CHAINPUR,683,0,84,106,417,11,1,10
CHEPUWA,241,0,0,6,131,24,1,1
DHUPU,326,0,44,280,289,5,0,2
DIDING,491,0,27,32,65,26,0,1
HATIYA,388,0,0,19,227,24,1,2
JALJALA,585,0,21,176,279,112,2,0
KEEMATHNKA,70,0,0,0,2,0,0,0
KHANDBARI MUNICIPALITY,3510,0,56,467,2148,48,5,56
KHARANG,716,0,8,179,304,24,0,8
MADI MULKHARKA,1088,0,3,30,137,37,2,2
MADI RAMBENI,830,0,2,16,295,19,32,2
MAKALU,547,0,1,73,143,79,0,6
MAMLING,787,0,4,28,7,1,0,0
MANGTEWA,407,0,2,0,0,0,1,1
MATSYA POKHARI,747,0,1,39,84,3,1,1
MAWADIN,524,0,0,2,195,0,0,0
NUM,641,0,8,67,35,6,11,4
NUNDHAKI,343,0,1,3,204,2,0,0
PATHIBHARA,572,0,4,29,105,8,0,0
PAWAKHOLA,280,0,5,74,155,51,0,1
SABHA POKHARI,524,0,6,27,51,11,3,2
SIDDHAKALI,963,0,7,35,138,10,4,4
SIDDHAPOKHARI,769,0,0,7,32,0,0,1
SISUWAKHOLA,552,0,8,17,7,7,8,5
SITALPATI,487,1,17,115,527,8,0,1
SYABUN,814,0,6,247,205,2,0,2
TAMAFOK,1385,0,5,34,130,22,2,2
TAMKU,543,0,0,5,15,3,2,2
YAFU,354,0,0,153,10,1,0,1
TOTAL,23395,1,452,2875,7036,638,82,136
