VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ANKHIBHUI,1278,242,28,1,0,0,1,1
BAHRABISE,525,71,2,4,0,0,5,15
BALA,534,21,2,2,0,0,5,3
BANA,1079,67,19,6,2,0,1,9
BANESWOR,799,62,2,1,0,0,0,0
CHAINPUR,795,477,19,8,2,0,1,10
CHEPUWA,4,20,2,0,173,3,200,2
DHUPU,859,59,1,1,4,0,15,7
DIDING,472,166,3,0,0,0,0,1
HATIYA,6,55,1,0,190,1,406,2
JALJALA,973,157,4,1,2,0,36,2
KEEMATHNKA,0,8,0,1,61,2,0,0
KHANDBARI MUNICIPALITY,3054,2982,45,105,8,1,24,71
KHARANG,1045,170,3,9,0,0,0,12
MADI MULKHARKA,764,498,27,1,0,0,5,4
MADI RAMBENI,843,319,29,0,1,0,0,4
MAKALU,359,168,2,5,0,2,308,5
MAMLING,457,342,13,5,0,0,9,1
MANGTEWA,384,24,0,0,0,0,0,3
MATSYA POKHARI,747,117,0,0,8,0,1,3
MAWADIN,425,268,9,1,4,0,7,7
NUM,404,201,0,0,0,3,160,4
NUNDHAKI,356,162,7,1,11,0,14,2
PATHIBHARA,479,132,0,5,0,0,100,2
PAWAKHOLA,2,22,1,1,1,7,531,1
SABHA POKHARI,430,135,1,3,2,2,44,7
SIDDHAKALI,849,276,1,2,2,0,28,3
SIDDHAPOKHARI,550,235,2,2,0,0,18,2
SISUWAKHOLA,560,21,0,0,1,0,16,6
SITALPATI,1011,129,9,2,1,0,0,4
SYABUN,1174,85,7,1,3,0,0,6
TAMAFOK,490,994,19,7,2,0,66,2
TAMKU,420,41,5,0,5,0,97,2
YAFU,449,30,0,1,2,0,31,6
TOTAL,22576,8756,263,176,485,21,2129,209
