VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,34624,158742,75225,83517,4.584738909426987,90.0714824526743
ANKHIBHUI,1551,7323,3340,3983,4.72147001934236,83.85638965603816
BAHRABISE,622,3154,1549,1605,5.070739549839228,96.51090342679127
BALA,567,2828,1331,1497,4.987654320987654,88.91115564462257
BANA,1183,5373,2531,2842,4.541842772612004,89.05700211118929
BANESWOR,864,4035,1858,2177,4.670138888888889,85.34680753330271
CHAINPUR,1312,5802,2752,3050,4.422256097560975,90.22950819672131
CHEPUWA,404,1739,849,890,4.304455445544554,95.39325842696628
DHUPU,946,4202,1987,2215,4.441860465116279,89.70654627539504
DIDING,642,3036,1503,1533,4.728971962616822,98.04305283757338
HATIYA,661,3073,1477,1596,4.649016641452345,92.54385964912281
JALJALA,1175,5884,2710,3174,5.007659574468085,85.38122243226212
KEEMATHNKA,72,368,183,185,5.111111111111111,98.91891891891892
KHANDBARI MUNICIPALITY,6290,26301,12480,13821,4.181399046104929,90.29737356197091
KHARANG,1239,5697,2588,3109,4.598062953995157,83.24220006432937
MADI MULKHARKA,1299,5820,2635,3185,4.480369515011548,82.73155416012558
MADI RAMBENI,1196,5347,2470,2877,4.4707357859531776,85.85331942996176
MAKALU,849,3862,1954,1908,4.548881036513546,102.41090146750524
MAMLING,827,3854,1798,2056,4.660217654171705,87.45136186770428
MANGTEWA,411,2010,1008,1002,4.890510948905109,100.59880239520957
MATSYA POKHARI,876,4029,1907,2122,4.5993150684931505,89.86804901036759
MAWADIN,721,3303,1518,1785,4.581137309292649,85.04201680672269
NUM,772,3650,1821,1829,4.727979274611399,99.56260251503554
NUNDHAKI,553,2573,1174,1399,4.6528028933092225,83.91708363116511
PATHIBHARA,718,3253,1609,1644,4.530640668523677,97.87104622871047
PAWAKHOLA,566,3007,1512,1495,5.312720848056537,101.1371237458194
SABHA POKHARI,624,3136,1493,1643,5.0256410256410255,90.87035909920877
SIDDHAKALI,1161,5321,2490,2831,4.583118001722653,87.95478629459555
SIDDHAPOKHARI,809,3880,1808,2072,4.796044499381953,87.25868725868726
SISUWAKHOLA,604,2895,1424,1471,4.793046357615894,96.80489462950374
SITALPATI,1156,4876,2230,2646,4.217993079584775,84.27815570672713
SYABUN,1276,6264,2902,3362,4.909090909090909,86.31766805472932
TAMAFOK,1580,7058,3254,3804,4.4670886075949365,85.54153522607781
TAMKU,570,2878,1429,1449,5.049122807017544,98.61973775017253
YAFU,519,2391,1143,1248,4.606936416184971,91.58653846153845
