VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
MANNAKAPADI,3018,1476,1542,1798,1073,725,109,49,60,1111,354,757,0,0,0,59.575878064943666,72.69647696476966,47.016861219195846
MUDABHARA,4094,1682,2412,2072,1130,942,80,32,48,1940,519,1421,2,1,1,50.61064973131412,67.18192627824018,39.0547263681592
MUDHEGAU,2075,863,1212,1251,651,600,25,14,11,795,198,597,4,0,4,60.28915662650603,75.43453070683661,49.504950495049506
NIRAULI,2673,1317,1356,1632,974,658,242,108,134,796,234,562,3,1,2,61.05499438832772,73.95596051632498,48.525073746312685
PACHANALI,2579,995,1584,1532,780,752,15,8,7,1031,206,825,1,1,0,59.40286932919736,78.39195979899498,47.474747474747474
POKHARI,3446,1460,1986,1750,1000,750,193,85,108,1502,375,1127,1,0,1,50.78351712130006,68.4931506849315,37.764350453172206
RANAGAU,2459,967,1492,1385,698,687,44,21,23,1030,248,782,0,0,0,56.32370882472549,72.18200620475697,46.0455764075067
SANAGAU,2141,926,1215,1394,737,657,61,21,40,683,166,517,3,2,1,65.10976179355441,79.58963282937364,54.074074074074076
SARASWOTINAGAR,2874,1375,1499,2083,1126,957,47,26,21,742,223,519,2,0,2,72.47738343771746,81.89090909090909,63.8425617078052
SATPHARI,2494,1163,1331,1299,789,510,111,63,48,1083,311,772,1,0,1,52.08500400962309,67.84178847807395,38.317054845980465
SIMCHAUR,2666,1308,1358,1523,938,585,172,89,83,971,281,690,0,0,0,57.12678169542386,71.7125382262997,43.078055964653906
TIJALI,1842,787,1055,1105,637,468,10,3,7,727,147,580,0,0,0,59.989142236699244,80.94027954256671,44.360189573459714
TIKHATAR,4917,2021,2896,2344,1255,1089,217,95,122,2356,671,1685,0,0,0,47.671344315639615,62.097971301335974,37.603591160220994
TOLENI,5111,2348,2763,2472,1519,953,187,87,100,2450,742,1708,2,0,2,48.36626883193113,64.69335604770016,34.49149475208107
WAGALEK,3446,1498,1948,1301,813,488,110,56,54,2035,629,1406,0,0,0,37.7539175856065,54.27236315086782,25.051334702258725
WARPATA,3213,1280,1933,1568,883,685,38,19,19,1607,378,1229,0,0,0,48.80174291938998,68.984375,35.437144335230215
INSTITUTIONAL,4664,4268,396,4601,4218,383,13,13,0,50,37,13,0,0,0,98.6492281303602,98.82849109653233,96.71717171717171
