VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BANJA KAKANI,3532,1427,2105,1875,974,901,90,42,48,1457,375,1082,110,36,74,53.08607021517554,68.25508058864752,42.802850356294535
BANLEK,4123,1632,2491,2073,1128,945,237,109,128,1813,395,1418,0,0,0,50.27892311423721,69.11764705882352,37.936571657968685
BARCHHEN,4962,2449,2513,3316,1864,1452,326,182,144,1317,402,915,3,1,2,66.82789197904071,76.11269906084117,57.779546358933544
BASUDEVI,2760,1101,1659,1508,819,689,49,11,38,1203,271,932,0,0,0,54.637681159420296,74.38692098092643,41.53104279686558
BHUMIRAJMADAU,4244,1931,2313,2269,1352,917,177,64,113,1798,515,1283,0,0,0,53.46371347785108,70.01553599171415,39.64548205793342
CHAWARA CHAUTARA,2508,1144,1364,1635,915,720,54,18,36,819,211,608,0,0,0,65.19138755980862,79.98251748251748,52.785923753665685
CHHAPALI,2696,1140,1556,1050,624,426,170,81,89,1472,434,1038,4,1,3,38.946587537091986,54.736842105263165,27.37789203084833
CHHATIWAN,3529,1748,1781,2473,1444,1029,29,10,19,1027,294,733,0,0,0,70.07650892604137,82.6086956521739,57.776530039303765
DAHAKALIKASTHAN,1980,817,1163,848,509,339,36,19,17,1093,288,805,3,1,2,42.82828282828282,62.30110159118727,29.148753224419604
DAUD,5028,2141,2887,2202,1290,912,392,151,241,2429,698,1731,5,2,3,43.794749403341285,60.25221858944418,31.589885694492555
DHANGLAGAU,3350,1659,1691,2164,1294,870,54,22,32,1132,343,789,0,0,0,64.59701492537313,77.99879445449066,51.4488468361916
DHIRKAMANDAU,1595,748,847,693,398,295,57,31,26,843,318,525,2,1,1,43.44827586206896,53.20855614973262,34.828807556080285
DIPAYAL SILGADHI MUNICIPALITY,20567,9272,11295,13634,7763,5871,475,197,278,6449,1309,5140,9,3,6,66.29065979481695,83.72519413287317,51.97875166002655
DURGAMADAU,3376,1385,1991,1733,994,739,212,94,118,1430,297,1133,1,0,1,51.33293838862559,71.76895306859205,37.11702661978905
GADASERA,2629,1241,1388,1791,1028,763,49,16,33,788,197,591,1,0,1,68.12476226702168,82.83642224012893,54.97118155619597
GAGUDA,2608,1173,1435,1346,843,503,129,64,65,1133,266,867,0,0,0,51.61042944785276,71.86700767263427,35.052264808362374
GAIHRAGAU,2848,1161,1687,1473,833,640,64,28,36,1311,300,1011,0,0,0,51.72050561797753,71.74849267872524,37.93716656787196
GANJARI,1987,838,1149,1132,600,532,93,34,59,749,201,548,13,3,10,56.97030699547055,71.59904534606206,46.30113141862489
GHANTESWOR,2390,1158,1232,1757,997,760,2,1,1,631,160,471,0,0,0,73.51464435146443,86.09671848013816,61.68831168831169
GIRICHAUKA,3309,1372,1937,1370,838,532,140,57,83,1785,474,1311,14,3,11,41.40223632517377,61.07871720116618,27.465152297367062
JIJODAMANDAU,1680,710,970,1060,577,483,22,5,17,598,128,470,0,0,0,63.095238095238095,81.26760563380282,49.79381443298969
KADAMADAUN,3177,1295,1882,1534,888,646,92,43,49,1551,364,1187,0,0,0,48.284545168397855,68.57142857142857,34.32518597236982
KALENA,2293,1046,1247,829,502,327,119,59,60,1322,474,848,23,11,12,36.15351068469254,47.992351816443595,26.222935044105856
KALIKASTHAN,4324,1756,2568,1978,1136,842,102,47,55,2237,572,1665,7,1,6,45.744680851063826,64.69248291571755,32.78816199376947
KANACHAUR,1736,793,943,1023,616,407,30,14,16,683,163,520,0,0,0,58.92857142857143,77.67969735182851,43.16012725344645
KAPALLEKI,3339,1384,1955,1860,976,884,116,43,73,1363,365,998,0,0,0,55.70530098831986,70.52023121387283,45.21739130434783
KEDAR AKHADA,1588,760,828,869,531,338,13,5,8,706,224,482,0,0,0,54.722921914357684,69.86842105263158,40.82125603864734
KHATIWADA,4872,2050,2822,2289,1365,924,106,43,63,2475,641,1834,2,1,1,46.98275862068966,66.58536585365854,32.742735648476256
KHIRSAIN,2370,954,1416,1215,691,524,46,18,28,1105,244,861,4,1,3,51.26582278481012,72.43186582809224,37.005649717514125
LADAGADA,3528,1520,2008,1929,1123,806,105,49,56,1494,348,1146,0,0,0,54.67687074829932,73.88157894736842,40.1394422310757
LAMIKHAL,3612,1490,2122,1594,952,642,132,55,77,1886,483,1403,0,0,0,44.13067552602436,63.892617449664435,30.254476908576816
LANA KEDARESWOR,2982,1458,1524,1711,1027,684,131,55,76,1140,376,764,0,0,0,57.3775989268947,70.43895747599451,44.881889763779526
LATAMANDAU,4351,1810,2541,2281,1326,955,204,94,110,1866,390,1476,0,0,0,52.424729947138594,73.25966850828729,37.5836284927194
LAXMI NAGAR,4257,2055,2202,2982,1665,1317,114,50,64,1161,340,821,0,0,0,70.0493305144468,81.02189781021897,59.80926430517711
MAHADEVSTHAN,3302,1321,1981,1465,853,612,119,53,66,1708,413,1295,10,2,8,44.36705027256209,64.57229371688115,30.89348813730439
