VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BANJA KAKANI,42,7,735,0,0,0,0,14
BANLEK,23,33,900,78,0,0,0,3
BARCHHEN,464,109,344,21,7,0,0,5
BASUDEVI,7,2,682,1,0,0,3,11
BHUMIRAJMADAU,108,25,769,1,0,0,0,8
CHAWARA CHAUTARA,129,3,392,0,0,0,0,2
CHHAPALI,5,4,599,0,0,0,2,13
CHHATIWAN,232,398,73,20,1,2,12,4
DAHAKALIKASTHAN,12,0,424,1,0,0,0,10
DAUD,9,7,1142,0,0,0,0,15
DHANGLAGAU,521,20,128,1,3,0,0,2
DHIRKAMANDAU,316,1,5,1,0,0,0,1
DIPAYAL SILGADHI MUNICIPALITY,65,617,3863,818,3,9,73,45
DURGAMADAU,388,72,392,5,0,0,0,1
GADASERA,203,65,260,1,0,0,3,6
GAGUDA,120,2,448,6,0,3,0,5
GAIHRAGAU,96,2,626,1,0,0,0,0
GANJARI,32,10,451,1,0,0,0,10
GHANTESWOR,201,133,157,8,3,1,0,4
GIRICHAUKA,3,6,770,1,0,0,0,4
JIJODAMANDAU,15,1,374,0,0,0,1,2
KADAMADAUN,319,60,463,11,0,0,1,6
KALENA,18,1,512,1,0,0,0,10
KALIKASTHAN,8,15,1024,3,0,0,1,16
KANACHAUR,243,0,129,0,0,0,0,2
KAPALLEKI,79,9,639,15,0,7,0,4
KEDAR AKHADA,132,1,155,0,1,0,0,3
KHATIWADA,17,19,1153,6,0,2,0,10
KHIRSAIN,31,31,556,5,0,0,0,7
LADAGADA,18,0,837,2,0,2,2,10
LAMIKHAL,13,3,827,5,0,1,0,4
LANA KEDARESWOR,162,8,381,0,0,0,4,11
LATAMANDAU,13,13,990,83,0,0,2,3
LAXMI NAGAR,410,231,265,3,0,0,0,2
MAHADEVSTHAN,7,7,759,0,0,0,2,23
MANNAKAPADI,218,2,308,0,0,0,0,0
MUDABHARA,5,115,844,1,0,0,0,5
MUDHEGAU,5,9,438,3,0,0,2,5
NIRAULI,176,38,310,2,0,0,2,0
PACHANALI,9,4,549,70,0,0,2,13
POKHARI,89,8,766,0,0,0,0,9
RANAGAU,89,13,477,1,1,4,0,11
SANAGAU,132,57,353,13,0,0,0,3
SARASWOTINAGAR,204,146,229,2,0,0,0,1
SATPHARI,333,7,173,1,0,0,0,2
SIMCHAUR,208,5,296,0,4,0,0,1
TIJALI,3,0,435,1,0,0,0,2
TIKHATAR,250,6,925,0,0,1,0,6
TOLENI,23,6,1113,1,0,0,1,10
WAGALEK,92,7,725,1,0,0,0,18
WARPATA,15,53,742,45,0,0,1,2
TOTAL,6312,2391,30907,1240,23,32,114,364
