VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BAGESWORI,1005,4,55,0,3,0,0,6
BALKUMARI,489,2,0,0,0,0,0,5
BARSUNCHET,118,0,0,0,0,0,0,0
BELKOT,1497,17,20,0,6,2,1,6
BETINI,865,0,0,0,0,0,0,8
BHADRUTAR,689,3,5,0,4,0,0,4
BHALCHE,729,1,13,0,0,1,0,10
BIDUR MUNICIPALITY,2956,158,2680,4,351,44,19,58
BUDHASING,639,0,4,0,19,0,0,15
BUNGTANG,577,4,16,0,1,0,0,1
CHARGHARE,1140,0,14,1,30,2,0,3
CHATURALE,685,0,2,0,2,3,0,16
CHAUGHADA,957,0,57,3,140,3,0,4
CHAUTHE,678,1,5,0,0,0,0,13
CHHAP,393,32,0,0,0,0,0,23
DANGSING,622,0,1,0,0,0,0,2
DEURALI,931,5,63,0,4,0,0,2
DUIPIPAL,1497,7,34,0,20,0,1,10
FIKURI,599,5,22,0,0,0,0,10
GANESHTHAN,759,4,16,0,13,0,0,15
GAUNKHARKA,627,0,0,0,0,0,0,1
GERKHU,1283,3,64,0,68,0,0,3
GHYANGPHEDI,572,11,0,0,0,0,0,21
GORSYANG,758,5,5,0,0,1,0,3
JILING,1198,0,11,1,51,0,0,10
KABILAS,813,5,11,0,14,0,0,20
KAKANI,1191,23,160,0,1,0,0,15
HALDE KALIKA,744,1,1,0,1,0,0,6
KALYANPUR,1191,1,27,1,12,0,0,11
KAULE,718,1,17,0,0,0,0,3
KHADAG BHANJYANG,1231,2,49,0,115,1,0,14
KHARANITAR,346,2,22,1,1,1,1,1
KHANIGAUN,1070,5,79,0,39,10,1,6
KIMTANG,447,0,0,0,0,0,0,12
KUMARI,1553,9,5,1,19,0,0,31
LACHYANG,866,2,2,0,0,0,3,3
LIKHU,550,1,1,0,0,0,0,5
MADANPUR,1675,8,35,0,3,0,1,16
MAHAKALI,780,1,1,0,3,0,0,3
MANAKAMANA,747,0,24,0,7,2,0,9
NARJAMANDAP,979,3,15,0,0,0,0,15
OKHARPAUWA,1411,6,56,1,9,0,0,27
PANCHAKANYA,542,0,0,1,0,0,0,1
RALUKADEVI,907,2,3,1,3,0,0,0
RATMATE,730,1,76,0,11,1,1,2
RAUTBESI,650,0,0,0,0,0,0,4
SALME,418,1,1,0,0,0,0,2
SAMARI,1146,3,36,0,11,0,0,11
SAMUNDRADEVI,682,9,7,0,1,0,0,1
SAMUNDRATAR,435,4,6,0,2,0,0,3
SHIKHARBESI,740,3,1,0,0,0,1,1
SIKRE,363,6,0,0,0,0,0,1
SUNDARADEVI,490,1,20,0,0,0,0,0
SUNKHANI,518,4,4,0,6,0,0,1
SURYAMATI,679,0,0,1,5,0,0,7
TALAKHU,680,3,2,0,1,0,0,2
TARUKA,1107,2,10,1,0,0,0,7
THANAPATI,615,1,7,0,2,0,0,1
THANSING,1267,1,48,8,58,0,0,6
THAPREK,753,4,2,0,0,0,0,1
TUPCHE,1103,2,96,1,65,1,0,11
URLENI,758,5,2,0,0,0,0,3
TOTAL,53158,384,3913,26,1101,72,29,511
