VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,39419,182459,86053,96406,4.6287069687206674,89.26104184386864
AAMTEP,575,2635,1187,1448,4.582608695652174,81.97513812154696
ANNAPURNA,327,1545,728,817,4.724770642201835,89.10648714810281
BAIKUNTHE,581,2731,1235,1496,4.700516351118761,82.55347593582889
BASIKHORA,848,4094,1912,2182,4.827830188679245,87.62603116406966
WASHINGTHARPU,345,1613,743,870,4.6753623188405795,85.40229885057471
BASTEEM,543,2485,1153,1332,4.5764272559852675,86.56156156156156
BHAISIPANKHA,535,2424,1145,1279,4.530841121495327,89.5230648944488
BHOJPUR,2070,7446,3524,3922,3.597101449275362,89.8521162672106
YOON,363,1807,870,937,4.977961432506887,92.8495197438634
BHULKE,516,2424,1127,1297,4.6976744186046515,86.89282960678489
BOKHIM,664,2882,1341,1541,4.340361445783133,87.02141466580143
BOYA,791,3682,1769,1913,4.654867256637168,92.47255619445896
CHAMPE,599,2901,1351,1550,4.843071786310517,87.16129032258064
CHANGRE,630,3039,1370,1669,4.8238095238095235,82.08508088675855
CHARAMBI,620,2799,1300,1499,4.514516129032258,86.7244829886591
CHAUKIDADA,466,2075,982,1093,4.452789699570816,89.8444647758463
CHHINAMAKHU,611,2624,1224,1400,4.294599018003273,87.42857142857143
DALGAUN,585,2561,1198,1363,4.377777777777778,87.89435069699194
DEURALI,1162,5307,2471,2836,4.567125645438899,87.12976022566995
DEWANTAR,645,3215,1578,1637,4.984496124031008,96.3958460598656
DHODLEKHANI,400,1792,832,960,4.48,86.66666666666667
DOBHANE,975,4881,2300,2581,5.006153846153846,89.11274699728787
DUMMANA,820,4507,2144,2363,5.496341463414634,90.73212018620399
GOGANE,467,2109,967,1142,4.516059957173447,84.67600700525394
GUPTESHWOR,417,1914,877,1037,4.589928057553957,84.5708775313404
HASANPUR,537,2430,1165,1265,4.5251396648044695,92.09486166007905
HELAUCHHA,752,3711,1769,1942,4.934840425531915,91.09165808444902
HOMTANG,1275,5365,2447,2918,4.207843137254902,83.85880740233036
JARAYOTAR,782,3707,1701,2006,4.740409207161125,84.79561316051844
KEEMALUNG,318,1665,782,883,5.235849056603773,88.56172140430351
KEURENIPANI,873,3953,1882,2071,4.5280641466208476,90.87397392563979
KHAIRANG,567,2731,1255,1476,4.8165784832451495,85.02710027100271
KHARTAMCHHA,325,1589,754,835,4.889230769230769,90.2994011976048
KHATAMMA,413,2142,1041,1101,5.186440677966102,94.55040871934605
KHAWA,447,1964,894,1070,4.3937360178970915,83.55140186915888
KOT,863,3681,1706,1975,4.265353418308227,86.37974683544304
KUDAK KAULE,505,2461,1180,1281,4.873267326732673,92.11553473848556
KULUNG,874,4013,1942,2071,4.591533180778032,93.77112506035732
LEKHARKA,532,2556,1200,1356,4.804511278195489,88.49557522123894
MANE BHANJYANG,522,2671,1287,1384,5.116858237547893,92.99132947976878
MULPANI,844,3825,1818,2007,4.531990521327014,90.5829596412556
NAGI,262,1194,539,655,4.557251908396947,82.29007633587786
NEPALEDADA,769,3476,1649,1827,4.520156046814044,90.25725232621784
OKHRE,564,2615,1186,1429,4.636524822695035,82.99510146955913
PANGCHA,483,2457,1178,1279,5.086956521739131,92.10320562939796
PATLE PANI,714,3243,1496,1747,4.542016806722689,85.63251287922152
PAWALA,238,1341,659,682,5.6344537815126055,96.62756598240469
PYAULI,554,2404,1098,1306,4.3393501805054155,84.07350689127105
RANIBAS,1227,5589,2611,2978,4.555012224938875,87.6762928139691
SANGPANG,756,3408,1564,1844,4.507936507936508,84.81561822125813
SANO DUMMA,499,2364,1079,1285,4.7374749498997994,83.96887159533074
SHYAMSILA,574,2458,1115,1343,4.2822299651567945,83.02308265078183
SIDDHESWOR,601,2842,1329,1513,4.728785357737105,87.83873099801718
SINDRANG,259,1046,508,538,4.038610038610039,94.42379182156134
TAKSAR,824,3350,1512,1838,4.065533980582524,82.2633297062024
THIDINGKHA,429,2084,1018,1066,4.857808857808858,95.49718574108817
THULO DUMMA,481,2049,936,1113,4.25987525987526,84.09703504043127
TIMMA,552,2538,1225,1313,4.5978260869565215,93.2977913175933
TIWARI BHANJYANG,553,2999,1465,1534,5.4231464737793855,95.50195567144719
TUNGGECHHA,489,2240,1056,1184,4.580777096114519,89.1891891891892
BALANKHA,354,1696,818,878,4.790960451977401,93.16628701594533
YAKU,573,2857,1299,1558,4.986038394415358,83.37612323491655
YANGPANG,654,3019,1378,1641,4.616207951070336,83.97318708104814
