VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AAMTEP,446,51,74,0,0,0,0,4
ANNAPURNA,225,42,59,1,0,0,0,0
BAIKUNTHE,535,32,9,0,1,0,0,4
BASIKHORA,801,39,6,0,1,0,1,0
WASHINGTHARPU,245,30,69,0,0,0,0,1
BASTEEM,490,48,3,1,0,0,0,1
BHAISIPANKHA,331,129,71,0,3,0,1,0
BHOJPUR,396,1492,170,0,3,0,5,4
YOON,329,28,3,0,0,2,1,0
BHULKE,487,9,18,0,1,0,0,1
BOKHIM,242,112,302,0,4,0,4,0
BOYA,658,61,33,1,21,0,17,0
CHAMPE,514,82,2,0,0,0,1,0
CHANGRE,561,60,3,6,0,0,0,0
CHARAMBI,548,42,29,0,0,0,0,1
CHAUKIDADA,431,23,1,8,2,0,0,1
CHHINAMAKHU,461,67,54,5,0,0,22,2
DALGAUN,510,33,38,2,1,0,0,1
DEURALI,1050,79,27,2,1,0,0,3
DEWANTAR,592,50,1,1,0,0,1,0
DHODLEKHANI,342,34,20,1,1,0,1,1
DOBHANE,743,88,3,1,75,0,63,2
DUMMANA,684,121,2,11,0,0,0,2
GOGANE,337,29,98,0,0,1,2,0
GUPTESHWOR,225,51,127,0,12,0,1,1
HASANPUR,458,77,0,0,1,0,1,0
HELAUCHHA,583,90,34,0,21,0,24,0
HOMTANG,1003,245,13,3,0,1,3,7
JARAYOTAR,588,186,0,2,4,0,0,2
KEEMALUNG,76,64,1,0,170,0,6,1
KEURENIPANI,795,61,8,0,8,0,0,1
KHAIRANG,521,45,0,1,0,0,0,0
KHARTAMCHHA,313,10,1,0,0,0,1,0
KHATAMMA,381,20,0,1,10,0,0,1
KHAWA,297,95,36,1,14,0,4,0
KOT,717,40,66,1,31,0,2,6
KUDAK KAULE,457,41,2,1,0,0,2,2
KULUNG,800,64,4,0,0,0,0,6
LEKHARKA,410,61,54,0,2,0,2,3
MANE BHANJYANG,491,24,4,1,0,0,0,2
MULPANI,622,215,2,1,1,0,2,1
NAGI,128,66,55,0,6,0,7,0
NEPALEDADA,648,111,6,1,0,0,1,2
OKHRE,452,72,35,0,0,1,1,3
PANGCHA,443,36,0,0,0,0,1,3
PATLE PANI,665,47,1,1,0,0,0,0
PAWALA,236,2,0,0,0,0,0,0
PYAULI,427,115,7,2,0,0,1,2
RANIBAS,1031,174,20,1,0,0,0,1
SANGPANG,548,136,6,0,46,0,20,0
SANO DUMMA,473,20,4,0,0,0,0,2
SHYAMSILA,434,115,21,0,1,1,0,2
SIDDHESWOR,265,71,259,1,3,0,2,0
SINDRANG,250,8,1,0,0,0,0,0
TAKSAR,539,250,30,0,0,0,0,5
THIDINGKHA,389,40,0,0,0,0,0,0
THULO DUMMA,455,24,1,0,0,0,0,1
TIMMA,228,62,76,0,135,0,51,0
TIWARI BHANJYANG,374,139,36,0,0,0,0,4
TUNGGECHHA,432,51,0,0,1,0,1,4
BALANKHA,307,44,0,2,0,0,0,1
YAKU,475,75,20,2,0,0,0,1
YANGPANG,627,25,1,0,0,0,0,1
TOTAL,30521,5853,2026,62,580,6,252,93
