VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AAGLUNG,601,0,0,31,63,1,0,5
AMAR ARBATHOK,463,0,0,11,0,1,0,1
AMARPUR,666,2,0,165,2,4,0,1
ANPCHAUR,834,0,2,4,37,20,18,0
ARBANI,445,0,2,10,34,9,83,0
ARJAI,568,0,0,11,3,2,0,2
ARKHALE,1318,0,9,76,27,2,1,6
ARKHAWANG,207,0,1,1,94,0,0,7
ARLANGKOT,437,0,1,7,4,6,0,0
ASLEWA,745,0,0,5,13,2,2,2
BADAGAUN,1243,0,8,133,335,7,2,1
BANJHAKATERI,761,0,5,7,1,10,0,0
BALETAKSAR,815,1,140,25,94,11,2,4
BALITHUM,799,0,20,14,17,7,1,1
BAMGHA,656,0,6,90,72,27,2,2
BHARSE,414,0,0,5,0,1,0,0
BHURTUNG,819,0,2,24,19,0,0,0
BIRBAS,992,0,18,2,75,0,0,1
BISUKHARKA,519,0,5,11,1,0,1,0
CHHAPAHILE,594,0,0,55,6,3,0,2
DARLAMCHAUR,456,0,22,144,10,33,0,2
DARBAR DEVISTHAN,1156,0,13,24,49,8,0,3
DARLING,559,0,0,20,4,18,0,0
DAUNGHA,85,1,111,159,179,44,81,3
GHAMIR,696,0,2,59,5,5,1,0
BASTU,492,0,43,102,56,4,0,1
BHANBHANE,576,0,1,105,58,0,0,0
NAYAGAUN,848,1,5,80,65,2,10,4
DHURKOT RAJASTHAL,544,2,4,115,46,9,0,0
DIGAM,1134,0,6,5,24,12,1,0
DIBRUNG,410,0,0,10,3,24,4,0
DOHALI,816,0,0,29,5,2,0,0
DUBICHAUR,580,0,12,15,2,2,0,0
FOKSING,572,1,0,4,0,1,0,2
GAUNDAKOT,627,1,2,11,2,0,0,0
GWAGHA,482,0,0,3,16,3,0,0
GWADI,515,1,60,62,0,0,0,4
HADAHADE,827,0,1,40,6,7,2,0
HANSARA,611,0,3,9,2,1,0,0
HARDINETA,964,1,3,7,63,2,4,1
HAREWA,429,0,0,6,0,0,0,1
HARMICHAUR,469,0,0,24,5,29,0,0
HARRACHAUR,434,0,0,6,3,1,0,0
HASTICHAUR,1211,0,31,194,38,78,0,0
HAWANGDI,367,0,1,13,4,3,0,1
HUNGA,749,0,4,50,46,1,6,2
ISMA RAJASTHAL,686,0,0,112,3,2,1,1
JAISITHOK,508,0,60,48,9,1,0,1
JAYAKHANI,265,0,0,0,1,1,0,3
JOHANG,1051,2,1,23,1,8,7,5
JUNIYA,670,0,0,0,3,0,0,1
JUVUNG,886,0,0,60,1,0,0,0
KHADGAKOT,761,0,0,15,27,0,33,1
KHARJYANG,872,0,26,23,2,4,3,4
KURGHA,682,0,0,20,4,1,1,0
LIMGHA,697,0,0,2,1,3,0,5
MALAGIRI,403,0,0,15,15,16,0,1
MARBHUNG,808,0,3,33,33,3,0,3
MUSIKOT,786,0,11,22,23,0,3,12
MYAL POKHARI,269,1,80,7,149,0,0,1
NETA,545,0,1,22,73,45,0,10
PALLIKOT,540,0,22,2,69,0,0,0
PARALMI,651,1,0,22,18,0,0,3
PAUDI AMARAYEE,664,0,1,33,19,25,0,3
PIPALDHARA,712,0,17,29,0,0,0,3
PURKOT DAHA,841,0,12,27,1,11,0,0
PURTIGHAT,335,0,0,9,3,90,0,0
RIMUWA,474,0,52,27,4,3,1,1
RUPAKOT,829,0,14,1,28,4,0,2
RURU,828,0,22,8,17,0,0,0
SHANTIPUR,896,0,1,5,6,0,0,2
SIMICHAUR,1019,0,1,115,78,7,0,3
SIRSENI,735,2,0,14,19,1,0,12
TAMGHAS,4002,1,19,24,89,1,25,14
THANPATI,522,0,45,52,50,7,0,1
THULO LUMPEK,1172,0,4,13,38,2,0,2
TURANG,947,1,0,1,9,1,0,2
WAGLA,650,0,18,110,35,0,0,0
WAMITAKSAR,1249,1,4,32,9,24,0,4
TOTAL,57460,20,957,2909,2425,662,295,159
