VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,64921,280160,120995,159165,4.315398715361748,76.01859705337229
AAGLUNG,701,3634,1668,1966,5.184022824536377,84.84231943031536
AMAR ARBATHOK,476,1943,818,1125,4.081932773109243,72.71111111111111
AMARPUR,840,3598,1578,2020,4.283333333333333,78.11881188118812
ANPCHAUR,915,3900,1639,2261,4.262295081967213,72.49004865103936
ARBANI,583,2783,1208,1575,4.773584905660377,76.6984126984127
ARJAI,586,2657,1134,1523,4.534129692832765,74.45830597504924
ARKHALE,1439,6076,2564,3512,4.222376650451703,73.00683371298405
ARKHAWANG,310,1511,677,834,4.874193548387097,81.17505995203837
ARLANGKOT,455,2110,947,1163,4.637362637362638,81.42734307824591
ASLEWA,769,2978,1213,1765,3.8725617685305593,68.72521246458923
BADAGAUN,1729,8052,3473,4579,4.657027183342973,75.84625464075125
BANJHAKATERI,784,3540,1565,1975,4.51530612244898,79.24050632911393
BALETAKSAR,1092,4210,1830,2380,3.8553113553113554,76.89075630252101
BALITHUM,859,3902,1630,2272,4.542491268917345,71.74295774647888
BAMGHA,855,3475,1463,2012,4.064327485380117,72.71371769383698
BHARSE,420,1621,637,984,3.8595238095238096,64.73577235772358
BHURTUNG,864,3847,1666,2181,4.452546296296297,76.38697845025217
BIRBAS,1088,4577,1860,2717,4.2068014705882355,68.45785793154214
BISUKHARKA,537,2413,1042,1371,4.493482309124767,76.00291757840992
CHHAPAHILE,660,3252,1484,1768,4.927272727272728,83.93665158371041
DARLAMCHAUR,667,2779,1159,1620,4.166416791604198,71.54320987654322
DARBAR DEVISTHAN,1253,5181,2188,2993,4.13487629688747,73.103909121283
DARLING,601,3160,1391,1769,5.2579034941763725,78.631995477671
DAUNGHA,663,2827,1158,1669,4.26395173453997,69.38286399041343
GHAMIR,768,3588,1563,2025,4.671875,77.18518518518519
BASTU,698,2832,1190,1642,4.0573065902578795,72.47259439707673
BHANBHANE,740,3178,1394,1784,4.294594594594595,78.1390134529148
NAYAGAUN,1015,4282,1775,2507,4.21871921182266,70.80175508575988
DHURKOT RAJASTHAL,720,3133,1314,1819,4.351388888888889,72.23749312809235
DIGAM,1182,4503,1880,2623,3.8096446700507616,71.67365611894778
DIBRUNG,451,2082,899,1183,4.616407982261641,75.99323753169907
DOHALI,852,4124,1774,2350,4.84037558685446,75.48936170212765
DUBICHAUR,611,2652,1071,1581,4.340425531914893,67.74193548387096
FOKSING,580,2648,1164,1484,4.56551724137931,78.4366576819407
GAUNDAKOT,643,2563,1052,1511,3.9860031104199067,69.62276637988087
GWAGHA,504,2329,989,1340,4.621031746031746,73.80597014925372
GWADI,642,2586,1036,1550,4.02803738317757,66.83870967741935
HADAHADE,883,3771,1582,2189,4.2706681766704415,72.27044312471448
HANSARA,626,2877,1234,1643,4.595846645367412,75.1065124771759
HARDINETA,1045,4171,1697,2474,3.9913875598086124,68.59337105901375
HAREWA,436,1869,798,1071,4.286697247706422,74.50980392156863
HARMICHAUR,527,2426,1101,1325,4.603415559772296,83.09433962264151
HARRACHAUR,444,1829,797,1032,4.11936936936937,77.22868217054264
HASTICHAUR,1552,6901,2875,4026,4.446520618556701,71.41082960755092
HAWANGDI,389,2058,917,1141,5.290488431876606,80.3680981595092
HUNGA,858,3284,1324,1960,3.8275058275058274,67.55102040816327
ISMA RAJASTHAL,805,3562,1522,2040,4.424844720496894,74.6078431372549
JAISITHOK,627,2688,1165,1523,4.287081339712919,76.49376231122784
JAYAKHANI,270,1294,568,726,4.792592592592593,78.23691460055096
JOHANG,1098,4342,1854,2488,3.954462659380692,74.51768488745981
JUNIYA,674,2847,1174,1673,4.224035608308605,70.17334130304842
JUVUNG,947,3871,1576,2295,4.0876451953537485,68.67102396514161
KHADGAKOT,837,3834,1664,2170,4.580645161290323,76.6820276497696
KHARJYANG,934,3834,1609,2225,4.104925053533191,72.31460674157303
KURGHA,708,3112,1317,1795,4.395480225988701,73.37047353760445
LIMGHA,708,3039,1299,1740,4.2923728813559325,74.6551724137931
MALAGIRI,450,2187,972,1215,4.86,80
MARBHUNG,883,3821,1713,2108,4.327293318233296,81.2618595825427
MUSIKOT,857,4033,1730,2303,4.705950991831972,75.11940946591402
MYAL POKHARI,507,2198,941,1257,4.335305719921105,74.86077963404932
NETA,696,3296,1448,1848,4.735632183908046,78.35497835497836
PALLIKOT,633,2862,1178,1684,4.521327014218009,69.95249406175772
PARALMI,695,2895,1182,1713,4.16546762589928,69.00175131348512
PAUDI AMARAYEE,745,3622,1603,2019,4.861744966442953,79.39574046557702
PIPALDHARA,761,3136,1388,1748,4.120893561103811,79.40503432494279
PURKOT DAHA,892,3833,1629,2204,4.297085201793722,73.91107078039929
PURTIGHAT,437,2044,904,1140,4.677345537757437,79.2982456140351
RIMUWA,562,2419,1003,1416,4.304270462633452,70.83333333333334
RUPAKOT,878,3518,1446,2072,4.006833712984054,69.78764478764478
RURU,875,3306,1500,1806,3.7782857142857145,83.05647840531562
SHANTIPUR,910,3865,1710,2155,4.247252747252747,79.35034802784223
SIMICHAUR,1223,5163,2162,3001,4.221586263287,72.0426524491836
SIRSENI,783,3329,1436,1893,4.251596424010217,75.85842577918648
TAMGHAS,4175,14845,7015,7830,3.555688622754491,89.59131545338442
THANPATI,677,2585,1060,1525,3.8183161004431314,69.50819672131148
THULO LUMPEK,1231,6103,2751,3352,4.957757920389927,82.07040572792363
TURANG,961,3922,1714,2208,4.081165452653486,77.62681159420289
WAGLA,813,3529,1553,1976,4.340713407134071,78.59311740890689
WAMITAKSAR,1323,6359,2775,3584,4.806500377928949,77.42745535714286
