VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
HADAHADE,140,71,69,1038,503,535,547,236,311,309,135,174,222,98,124,53,38,15,9,7,2,1,1,0,0,0,0,147,81,66,3,1,2
HANSARA,101,59,42,828,368,460,390,180,210,252,94,158,245,110,135,72,27,45,23,16,7,15,14,1,0,0,0,62,48,14,5,3,2
HARDINETA,167,95,72,974,458,516,643,228,415,324,133,191,389,167,222,90,43,47,25,20,5,8,7,1,0,0,0,250,136,114,0,0,0
HAREWA,79,42,37,501,236,265,304,132,172,148,78,70,162,88,74,40,24,16,12,6,6,7,6,1,0,0,0,83,26,57,0,0,0
HARMICHAUR,47,23,24,679,333,346,342,141,201,232,117,115,192,102,90,82,37,45,36,25,11,7,7,0,2,1,1,117,64,53,2,0,2
HARRACHAUR,68,40,28,484,246,238,321,169,152,148,60,88,155,64,91,55,25,30,24,20,4,5,4,1,0,0,0,73,24,49,0,0,0
HASTICHAUR,333,182,151,1977,981,996,877,410,467,462,191,271,303,118,185,72,37,35,34,20,14,13,12,1,3,2,1,274,114,160,1,0,1
HAWANGDI,179,100,79,575,292,283,187,89,98,90,44,46,63,24,39,22,8,14,7,5,2,2,1,1,1,0,1,0,0,0,1,1,0
HUNGA,118,60,58,745,342,403,488,197,291,304,130,174,227,102,125,77,38,39,10,7,3,6,5,1,1,1,0,194,98,96,0,0,0
ISMA RAJASTHAL,87,36,51,1083,511,572,457,218,239,224,101,123,206,85,121,52,31,21,20,18,2,3,3,0,2,2,0,108,46,62,7,4,3
JAISITHOK,131,69,62,673,330,343,394,199,195,163,84,79,173,80,93,47,23,24,17,15,2,1,1,0,1,0,1,140,53,87,2,0,2
JAYAKHANI,42,25,17,413,201,212,206,107,99,46,26,20,59,22,37,23,8,15,2,2,0,3,1,2,0,0,0,63,24,39,1,0,1
JOHANG,149,93,56,1050,504,546,674,293,381,435,176,259,392,181,211,117,62,55,36,28,8,18,15,3,3,1,2,118,65,53,4,2,2
JUNIYA,154,85,69,824,383,441,474,195,279,234,107,127,158,68,90,31,10,21,14,10,4,3,3,0,0,0,0,101,47,54,1,1,0
JUVUNG,137,69,68,965,458,507,602,266,336,307,135,172,273,124,149,67,33,34,25,18,7,4,4,0,6,1,5,260,113,147,0,0,0
KHADGAKOT,74,38,36,1098,526,572,542,221,321,284,137,147,199,110,89,94,58,36,16,14,2,4,2,2,1,0,1,203,122,81,29,6,23
KHARJYANG,149,80,69,1156,489,667,576,225,351,300,137,163,236,112,124,79,42,37,24,16,8,14,12,2,0,0,0,93,48,45,4,1,3
KURGHA,90,44,46,940,472,468,498,208,290,214,91,123,217,98,119,43,19,24,13,9,4,6,6,0,0,0,0,123,58,65,0,0,0
LIMGHA,86,46,40,830,390,440,438,193,245,253,123,130,201,83,118,80,50,30,26,22,4,6,5,1,0,0,0,174,73,101,22,8,14
MALAGIRI,63,38,25,706,369,337,203,106,97,86,45,41,65,26,39,10,2,8,7,5,2,0,0,0,0,0,0,48,10,38,1,1,0
MARBHUNG,108,50,58,1111,579,532,489,248,241,247,118,129,174,94,80,61,33,28,18,12,6,4,4,0,1,1,0,23,6,17,3,1,2
MUSIKOT,117,63,54,1131,541,590,543,241,302,255,110,145,192,98,94,49,27,22,16,11,5,1,1,0,3,2,1,109,57,52,25,14,11
MYAL POKHARI,101,60,41,712,344,368,259,121,138,121,53,68,94,45,49,22,15,7,12,10,2,0,0,0,0,0,0,28,20,8,2,1,1
NETA,58,31,27,1147,560,587,411,169,242,165,89,76,116,58,58,44,26,18,12,8,4,2,2,0,1,1,0,33,16,17,3,1,2
PALLIKOT,179,97,82,817,387,430,440,193,247,180,80,100,131,64,67,28,17,11,8,3,5,0,0,0,0,0,0,197,73,124,1,1,0
PARALMI,122,69,53,902,406,496,365,145,220,155,72,83,69,29,40,31,21,10,8,6,2,2,2,0,0,0,0,124,56,68,10,5,5
PAUDI AMARAYEE,178,87,91,982,491,491,490,255,235,267,120,147,219,100,119,65,33,32,22,14,8,6,5,1,0,0,0,194,79,115,16,9,7
PIPALDHARA,67,35,32,803,402,401,430,206,224,292,133,159,211,102,109,71,50,21,15,15,0,3,3,0,0,0,0,155,64,91,1,1,0
PURKOT DAHA,153,77,76,1043,496,547,529,233,296,265,111,154,190,94,96,37,21,16,11,7,4,10,8,2,0,0,0,52,23,29,7,5,2
PURTIGHAT,94,49,45,570,276,294,329,148,181,193,97,96,138,67,71,43,26,17,10,8,2,8,7,1,0,0,0,73,32,41,2,2,0
RIMUWA,53,26,27,754,335,419,377,171,206,232,93,139,145,74,71,39,16,23,14,7,7,19,17,2,0,0,0,79,32,47,0,0,0
RUPAKOT,160,78,82,979,469,510,538,206,332,244,83,161,227,81,146,71,34,37,25,20,5,9,7,2,0,0,0,138,68,70,1,1,0
RURU,105,53,52,774,378,396,489,234,255,300,146,154,367,187,180,122,77,45,58,40,18,31,29,2,0,0,0,202,75,127,4,2,2
SHANTIPUR,166,95,71,1044,512,532,606,266,340,341,155,186,288,144,144,90,35,55,27,17,10,7,7,0,0,0,0,171,70,101,1,0,1
SIMICHAUR,171,86,85,1207,619,588,846,362,484,430,179,251,401,153,248,100,58,42,31,19,12,5,3,2,0,0,0,281,130,151,4,2,2
SIRSENI,86,47,39,881,426,455,382,193,189,220,101,119,205,94,111,51,30,21,15,10,5,6,6,0,0,0,0,135,48,87,10,8,2
TAMGHAS,765,426,339,2952,1510,1442,2138,1054,1084,1420,652,768,2221,1014,1207,1223,601,622,431,283,148,173,153,20,5,5,0,544,212,332,18,7,11
THANPATI,134,73,61,727,327,400,350,134,216,154,61,93,177,90,87,57,33,24,35,27,8,5,5,0,3,2,1,171,75,96,1,1,0
THULO LUMPEK,117,66,51,2065,1041,1024,953,446,507,464,229,235,313,177,136,106,57,49,26,17,9,8,8,0,1,0,1,301,104,197,6,3,3
TURANG,67,44,23,1087,545,542,590,263,327,326,146,180,248,101,147,141,69,72,28,19,9,15,12,3,2,1,1,162,77,85,6,3,3
WAGLA,157,75,82,960,462,498,451,202,249,249,119,130,229,113,116,64,36,28,25,17,8,8,8,0,0,0,0,141,48,93,1,0,1
WAMITAKSAR,144,73,71,1815,893,922,892,381,511,525,244,281,441,205,236,152,78,74,64,44,20,24,21,3,0,0,0,269,114,155,31,18,13
INSTITUTIONAL,46,36,10,302,247,55,334,315,19,167,152,15,155,144,11,56,52,4,29,26,3,6,5,1,0,0,0,10,6,4,1,1,0
