VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BABALA,43,0,485,1,0,0,0,10
BAIJINATH,21,39,214,8,0,0,0,4
BANNATOLI,111,4,482,0,0,0,0,3
BARADADIVI,122,26,673,4,0,0,5,3
BASTI,364,4,296,0,0,0,0,4
BATULASEN,5,1,692,0,0,0,0,7
BAYALA,42,34,658,4,5,2,0,14
BHAGYASWORI,49,26,164,3,0,0,0,1
BHAIRABSTHAN,420,75,296,2,1,17,0,9
BHATAKATIYA,24,1,789,0,0,0,0,14
BHULI,49,34,432,0,0,6,0,5
BINAYAK,193,7,790,1,0,23,0,19
BINDHYAWASINI,98,0,432,0,0,0,0,29
BIRPATH,257,16,243,0,0,12,3,1
BUDHAKOT,406,7,93,2,0,0,0,9
CHALSA,197,88,173,1,0,0,1,1
CHANDIKA(BAYALPATA),87,35,315,2,0,0,0,0
CHAPHAMANDAU,40,0,200,0,0,0,0,1
DARNA,22,13,764,1,0,0,0,1
DEVISTHAN,126,2,265,0,0,0,0,0
DHAKARI,180,6,531,0,0,0,0,8
DHAKU,32,24,296,0,1,0,0,3
DHAMALI,46,13,635,0,0,1,0,15
DHODASAIN,94,5,724,0,0,1,0,24
DHUDHARUKOT,109,51,443,12,0,0,5,1
DHUNGACHALNA,272,5,697,0,0,0,1,7
DUNI,422,81,2,2,0,0,0,2
GAJARA,48,23,281,1,0,0,0,1
HATIKOT,23,3,316,1,0,0,0,3
HICHMA,247,28,703,1,0,0,0,15
JALAPADEVI,32,123,340,20,0,0,0,27
JANALIBANDALI,183,68,395,0,0,0,1,1
JANALIKOT,55,50,260,0,0,0,0,3
JUPU,99,8,496,1,0,0,0,3
KALAGAU,74,4,509,0,0,0,0,2
KALEKANDA,60,0,499,0,0,2,1,0
KALIKA,91,14,492,2,0,1,0,5
KALIKASTHAN,188,6,416,3,0,32,0,6
KHAPTAD,97,2,185,0,0,0,0,5
KHODASADEVI,86,15,604,0,0,0,0,9
KUIKA,437,6,316,0,0,6,2,10
KUNTIBANDALI,429,73,87,2,0,0,2,1
KUSHKOT,146,0,635,1,0,0,0,10
LAYATI,2,11,458,0,0,9,1,9
LUNGRA,66,113,564,13,0,0,5,6
MALATIKOT,144,0,296,0,0,0,0,5
MANGALSEN,466,892,686,165,0,0,2,11
MARKU,119,150,184,14,0,0,0,4
MASHTANAMDALI,67,8,289,0,0,0,0,3
MASTAMANDAU,57,105,475,56,0,0,0,9
NADA,161,2,327,0,0,7,3,1
NANDEGADA,220,10,371,0,2,0,37,8
NAWATHANA,61,16,292,0,0,0,0,3
OLIGAU,147,61,466,0,0,0,0,2
PATALKOT,451,46,1,0,0,0,0,7
PAYAL,418,66,563,5,0,1,0,1
PULLETALA,41,2,541,0,0,0,3,2
RAHAPH,532,21,270,0,0,8,3,10
RAMAROSAN,85,3,941,0,0,0,0,2
RANIBAN,157,10,289,5,0,28,20,5
RIDIKOT,10,15,291,7,0,0,0,5
RISIDAHA,97,5,728,0,0,0,0,0
SANTADA,82,5,395,0,0,0,1,26
SERA,118,7,389,0,0,0,0,7
SIDDHESWOR,86,167,592,51,13,0,3,5
SIUDI,536,23,397,0,0,0,0,8
SOUKAT,203,6,1136,1,0,0,0,2
SUTAR,22,2,572,0,0,0,0,2
THANTI,12,1,448,0,0,0,0,10
TIMILSAIN,102,26,280,1,0,0,0,3
TOLI,28,0,654,0,0,8,0,10
TOSI,31,3,382,1,0,2,2,3
TURMAKHAD,294,2,464,1,0,0,0,1
WALANT,527,3,167,0,0,0,0,9
WARLA,100,0,552,0,0,6,4,2
TOTAL,11568,2801,32778,395,22,172,105,477
