VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
BABALA,528,1,0,0,0,10
BAIJINATH,278,3,1,0,0,4
BANNATOLI,591,1,0,3,0,5
BARADADIVI,825,3,0,2,1,2
BASTI,643,2,0,18,0,5
BATULASEN,698,0,0,1,0,6
BAYALA,743,5,0,0,0,11
BHAGYASWORI,242,0,0,0,0,1
BHAIRABSTHAN,797,1,0,13,0,9
BHATAKATIYA,816,0,0,0,0,12
BHULI,522,0,0,0,0,4
BINAYAK,1006,3,1,2,1,20
BINDHYAWASINI,545,0,0,0,0,14
BIRPATH,526,4,0,1,0,1
BUDHAKOT,502,5,0,2,0,8
CHALSA,460,0,0,0,0,1
CHANDIKA(BAYALPATA),433,5,0,1,0,0
CHAPHAMANDAU,240,0,0,0,0,1
DARNA,800,0,0,0,0,1
DEVISTHAN,393,0,0,0,0,0
DHAKARI,717,0,0,2,0,6
DHAKU,353,0,0,0,0,3
DHAMALI,699,0,0,1,0,10
DHODASAIN,829,0,0,0,1,18
DHUDHARUKOT,615,1,2,2,0,1
DHUNGACHALNA,971,1,0,3,0,7
DUNI,500,0,0,7,0,2
GAJARA,351,1,0,1,0,1
HATIKOT,343,0,1,0,0,2
HICHMA,978,2,0,1,0,13
JALAPADEVI,509,13,0,1,0,19
JANALIBANDALI,647,0,0,0,0,1
JANALIKOT,365,0,0,1,0,2
JUPU,603,1,0,0,0,3
KALAGAU,587,0,0,0,0,2
KALEKANDA,561,1,0,0,0,0
KALIKA,599,1,0,0,0,5
KALIKASTHAN,646,2,0,0,0,3
KHAPTAD,285,0,0,0,0,4
KHODASADEVI,701,3,0,1,1,8
KUIKA,769,0,0,0,0,8
KUNTIBANDALI,586,0,0,6,0,2
KUSHKOT,781,1,0,2,0,8
LAYATI,481,0,0,0,0,9
LUNGRA,761,0,0,1,0,5
MALATIKOT,443,0,0,0,0,2
MANGALSEN,1906,256,4,29,19,8
MARKU,467,0,0,0,0,4
MASHTANAMDALI,364,0,0,0,0,3
MASTAMANDAU,620,72,0,1,0,9
NADA,499,0,1,1,0,0
NANDEGADA,639,0,0,1,0,8
NAWATHANA,368,2,1,0,0,1
OLIGAU,674,1,0,0,0,1
PATALKOT,500,0,0,0,0,5
PAYAL,1051,2,0,0,0,1
PULLETALA,585,0,0,0,0,4
RAHAPH,835,0,0,0,0,9
RAMAROSAN,1029,0,0,0,0,2
RANIBAN,510,0,0,0,1,3
RIDIKOT,322,1,0,0,0,5
RISIDAHA,828,1,0,1,0,0
SANTADA,485,2,0,2,1,19
SERA,511,0,0,4,0,6
SIDDHESWOR,776,38,0,100,1,2
SIUDI,956,0,0,0,0,8
SOUKAT,1345,1,0,0,0,2
SUTAR,595,0,0,0,1,2
THANTI,456,0,1,4,0,10
TIMILSAIN,406,2,0,2,0,2
TOLI,690,0,0,0,0,10
TOSI,421,1,0,0,0,2
TURMAKHAD,760,1,0,0,0,1
WALANT,685,1,0,11,0,9
WARLA,661,0,0,2,0,1
TOTAL,47212,441,12,230,27,396
