VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BABALA,2446,1069,1377,1447,810,637,83,39,44,913,218,695,3,2,1,59.157808667211775,75.77174929840973,46.25998547567175
BAIJINATH,1150,516,634,826,460,366,11,4,7,310,51,259,3,1,2,71.82608695652173,89.14728682170544,57.72870662460568
BANNATOLI,2489,1087,1402,1505,831,674,29,7,22,955,249,706,0,0,0,60.466050622740056,76.44894204231831,48.074179743223965
BARADADIVI,3869,1730,2139,2236,1279,957,53,29,24,1580,422,1158,0,0,0,57.79271129490825,73.9306358381503,44.74053295932679
BASTI,3207,1478,1729,1489,922,567,35,16,19,1683,540,1143,0,0,0,46.42968506392267,62.38159675236806,32.79352226720648
BATULASEN,3637,1746,1891,2182,1293,889,143,65,78,1261,376,885,51,12,39,59.994500962331585,74.05498281786942,47.01216287678477
BAYALA,3426,1573,1853,1740,1062,678,104,44,60,1577,465,1112,5,2,3,50.78809106830122,67.51430387794024,36.58931462493254
BHAGYASWORI,988,410,578,691,372,319,14,5,9,283,33,250,0,0,0,69.93927125506073,90.73170731707317,55.19031141868512
BHAIRABSTHAN,3774,1810,1964,2042,1248,794,141,60,81,1590,501,1089,1,1,0,54.10704822469528,68.95027624309392,40.42769857433808
BHATAKATIYA,3926,1892,2034,2097,1280,817,159,78,81,1670,534,1136,0,0,0,53.41314314824248,67.65327695560254,40.167158308751226
BHULI,2354,1033,1321,1240,760,480,116,61,55,996,212,784,2,0,2,52.67629566694987,73.57212003872216,36.33610900832703
BINAYAK,4772,2184,2588,2374,1451,923,270,122,148,2127,610,1517,1,1,0,49.748533109807205,66.43772893772893,35.66460587326121
BINDHYAWASINI,2744,1265,1479,1572,875,697,115,35,80,1056,355,701,1,0,1,57.288629737609334,69.1699604743083,47.12643678160919
BIRPATH,2461,1179,1282,1580,946,634,74,30,44,807,203,604,0,0,0,64.20154408776921,80.23748939779473,49.453978159126365
BUDHAKOT,2456,1094,1362,1505,854,651,119,59,60,829,180,649,3,1,2,61.27850162866449,78.06215722120659,47.797356828193834
CHALSA,2228,1096,1132,1480,902,578,0,0,0,748,194,554,0,0,0,66.42728904847397,82.2992700729927,51.060070671378085
CHANDIKA(BAYALPATA),1885,823,1062,1438,751,687,4,2,2,443,70,373,0,0,0,76.28647214854112,91.25151883353585,64.68926553672316
CHAPHAMANDAU,1125,509,616,707,392,315,44,24,20,373,93,280,1,0,1,62.84444444444445,77.01375245579568,51.13636363636363
DARNA,3751,1586,2165,2166,1175,991,10,4,6,1575,407,1168,0,0,0,57.744601439616105,74.08575031525851,45.77367205542725
DEVISTHAN,1868,860,1008,1117,643,474,172,53,119,579,164,415,0,0,0,59.79657387580299,74.76744186046511,47.023809523809526
DHAKARI,3448,1595,1853,1364,807,557,569,289,280,1514,498,1016,1,1,0,39.559164733178655,50.595611285266465,30.059363194819213
DHAKU,1572,722,850,855,505,350,24,11,13,693,206,487,0,0,0,54.38931297709924,69.94459833795014,41.17647058823529
DHAMALI,3208,1410,1798,1676,961,715,94,33,61,1437,416,1021,1,0,1,52.244389027431424,68.15602836879432,39.76640711902114
DHODASAIN,4105,1962,2143,2002,1247,755,261,130,131,1836,583,1253,6,2,4,48.76979293544458,63.557594291539246,35.2309846010266
DHUDHARUKOT,2748,1229,1519,1695,981,714,107,41,66,940,204,736,6,3,3,61.68122270742358,79.82099267697315,47.004608294930875
DHUNGACHALNA,4839,2415,2424,2689,1650,1039,197,86,111,1950,677,1273,3,2,1,55.569332506716265,68.32298136645963,42.863036303630366
DUNI,2029,944,1085,992,595,397,299,107,192,737,242,495,1,0,1,48.89107934943322,63.029661016949156,36.58986175115208
GAJARA,1423,601,822,991,512,479,35,14,21,394,72,322,3,3,0,69.64160224877021,85.19134775374376,58.27250608272506
HATIKOT,1570,641,929,967,489,478,86,36,50,508,113,395,9,3,6,61.59235668789809,76.28705148205928,51.45317545748116
HICHMA,4567,2102,2465,2041,1164,877,190,93,97,2335,845,1490,1,0,1,44.69016860083206,55.37583254043768,35.57809330628803
JALAPADEVI,2255,908,1347,1458,731,727,88,30,58,709,147,562,0,0,0,64.65631929046563,80.50660792951541,53.97178916109874
JANALIBANDALI,2797,1197,1600,1368,799,569,99,51,48,1329,346,983,1,1,0,48.909545942080804,66.75020885547201,35.5625
JANALIKOT,1535,611,924,958,491,467,22,10,12,552,110,442,3,0,3,62.410423452768725,80.36006546644845,50.541125541125545
JUPU,2520,1076,1444,1452,819,633,63,25,38,1004,232,772,1,0,1,57.61904761904761,76.11524163568774,43.83656509695291
KALAGAU,2343,989,1354,1425,776,649,104,38,66,814,175,639,0,0,0,60.819462227912936,78.46309403437816,47.93205317577548
KALEKANDA,2975,1391,1584,1567,915,652,68,33,35,1329,436,893,11,7,4,52.67226890756302,65.78001437814522,41.16161616161616
KALIKA,2707,1094,1613,1716,879,837,31,13,18,959,202,757,1,0,1,63.39120797931289,80.3473491773309,51.89088654680719
KALIKASTHAN,2954,1320,1634,1653,974,679,193,71,122,1106,274,832,2,1,1,55.958023019634396,73.7878787878788,41.55446756425948
KHAPTAD,1439,703,736,859,503,356,111,51,60,469,149,320,0,0,0,59.694232105628906,71.55049786628734,48.369565217391305
KHODASADEVI,3364,1553,1811,2225,1181,1044,197,70,127,942,302,640,0,0,0,66.14149821640903,76.0463618802318,57.64770844837107
KUIKA,3613,1621,1992,2117,1201,916,146,71,75,1345,347,998,5,2,3,58.59396623304733,74.09006785934609,45.98393574297189
KUNTIBANDALI,2628,1172,1456,1120,696,424,103,43,60,1402,432,970,3,1,2,42.6179604261796,59.38566552901023,29.120879120879124
KUSHKOT,3943,1834,2109,2174,1253,921,214,98,116,1554,483,1071,1,0,1,55.135683489728635,68.32061068702289,43.66998577524893
LAYATI,2265,1044,1221,997,635,362,167,90,77,1101,319,782,0,0,0,44.017660044150105,60.82375478927203,29.64782964782965
LUNGRA,3373,1390,1983,1962,1047,915,70,31,39,1335,309,1026,6,3,3,58.16780314260303,75.32374100719424,46.14220877458396
MALATIKOT,2239,1036,1203,1115,681,434,151,83,68,969,271,698,4,1,3,49.7990174184904,65.73359073359073,36.076475477971734
MANGALSEN,9148,4349,4799,5912,3470,2442,252,109,143,2972,761,2211,12,9,3,64.62614779186707,79.78845711657853,50.88560116690978
MARKU,1819,753,1066,1294,659,635,11,4,7,512,89,423,2,1,1,71.13798790544254,87.51660026560425,59.56848030018762
MASHTANAMDALI,1640,748,892,901,562,339,84,44,40,652,141,511,3,1,2,54.93902439024391,75.1336898395722,38.00448430493273
MASTAMANDAU,3051,1421,1630,2038,1176,862,69,30,39,940,214,726,4,1,3,66.79777122254998,82.75862068965517,52.88343558282208
NADA,2450,1196,1254,1432,859,573,102,49,53,916,288,628,0,0,0,58.44897959183674,71.8227424749164,45.69377990430622
NANDEGADA,3275,1466,1809,1940,1090,850,90,44,46,1241,332,909,4,0,4,59.23664122137404,74.35197817189632,46.98728579325594
NAWATHANA,1788,846,942,1354,764,590,52,23,29,382,59,323,0,0,0,75.72706935123043,90.30732860520094,62.63269639065817
OLIGAU,2909,1257,1652,1867,1023,844,51,21,30,991,213,778,0,0,0,64.18013062908216,81.38424821002387,51.08958837772397
PATALKOT,2372,1143,1229,1405,846,559,73,29,44,893,268,625,1,0,1,59.232715008431704,74.01574803149606,45.48413344182262
PAYAL,4355,1872,2483,2661,1429,1232,127,55,72,1566,388,1178,1,0,1,61.10218140068886,76.33547008547008,49.61739830849778
PULLETALA,2678,1262,1416,1506,939,567,89,49,40,1078,274,804,5,0,5,56.23599701269604,74.40570522979397,40.04237288135593
RAHAPH,3912,1903,2009,1718,1056,662,227,116,111,1966,731,1235,1,0,1,43.9161554192229,55.49132947976878,32.95171727227476
RAMAROSAN,5022,2440,2582,2917,1703,1214,222,105,117,1875,628,1247,8,4,4,58.08442851453604,69.79508196721311,47.01781564678544
RANIBAN,2420,1107,1313,1087,672,415,112,61,51,1221,374,847,0,0,0,44.917355371900825,60.70460704607046,31.607006854531605
RIDIKOT,1360,584,776,853,461,392,88,49,39,419,74,345,0,0,0,62.720588235294116,78.93835616438356,50.51546391752577
RISIDAHA,3925,1888,2037,1901,1109,792,82,42,40,1939,736,1203,3,1,2,48.433121019108285,58.73940677966102,38.88070692194404
