VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BANJA KAKANI,451,326,158,75,1,25,0,6,231,1,1,0,1,0,21
BANLEK,548,486,363,55,12,2,0,12,223,2,1,7,1,3,3
BARCHHEN,229,697,625,5,0,0,0,47,320,2,5,0,1,0,24
BASUDEVI,411,295,229,5,0,0,0,1,203,0,0,0,0,0,0
BHUMIRAJMADAU,295,569,476,67,3,1,0,12,366,0,0,0,0,0,47
CHAWARA CHAUTARA,113,377,307,9,4,1,1,15,256,0,0,2,0,0,36
CHHAPALI,348,256,241,0,1,0,0,1,105,0,0,1,0,0,19
CHHATIWAN,170,572,402,76,53,8,1,42,386,1,23,25,0,6,0
DAHAKALIKASTHAN,171,167,113,0,0,1,0,1,112,0,0,1,0,0,109
DAUD,657,510,383,27,11,2,0,6,283,1,0,0,0,0,6
DHANGLAGAU,219,454,405,4,0,2,0,3,200,0,0,0,0,0,2
DHIRKAMANDAU,120,202,176,0,0,0,0,0,101,0,0,0,0,0,2
DIPAYAL SILGADHI MUNICIPALITY,1478,3913,2334,1536,1196,315,174,670,3308,32,212,18,24,342,102
DURGAMADAU,395,452,354,13,0,0,0,16,296,0,1,0,0,0,11
GADASERA,57,443,421,23,0,1,0,14,180,0,0,1,1,0,38
GAGUDA,244,298,237,1,1,0,0,6,171,0,0,0,0,0,42
GAIHRAGAU,517,208,166,0,0,1,0,0,114,0,1,0,0,0,0
GANJARI,216,232,200,0,0,0,1,28,109,0,0,0,1,0,56
GHANTESWOR,13,473,433,36,6,7,0,20,343,2,10,2,0,2,21
GIRICHAUKA,419,341,267,1,0,0,0,1,154,0,0,0,0,0,24
JIJODAMANDAU,158,235,159,28,1,0,0,1,184,0,0,0,1,0,0
KADAMADAUN,556,292,259,2,0,0,0,0,112,0,0,0,1,0,12
KALENA,292,250,177,19,0,0,0,0,190,0,0,0,0,0,0
KALIKASTHAN,612,434,340,13,0,0,1,2,252,0,1,0,0,1,21
KANACHAUR,148,220,198,2,0,0,0,1,94,0,0,0,1,0,6
KAPALLEKI,284,463,307,67,3,1,0,1,379,0,0,0,0,0,6
KEDAR AKHADA,98,187,179,3,0,0,0,3,62,0,0,0,0,0,7
KHATIWADA,738,465,324,29,2,1,0,2,270,0,0,0,1,1,4
KHIRSAIN,347,261,178,41,2,4,1,6,161,2,4,1,2,3,22
LADAGADA,386,463,430,1,0,0,0,0,269,1,0,1,0,0,22
LAMIKHAL,420,422,298,6,0,0,0,6,297,0,0,0,0,0,11
LANA KEDARESWOR,220,343,325,2,0,1,0,7,124,0,0,0,0,0,3
LATAMANDAU,534,564,405,129,0,5,2,10,339,1,1,9,0,2,6
LAXMI NAGAR,219,690,658,9,0,6,0,15,289,0,1,3,0,0,2
MAHADEVSTHAN,441,344,221,1,0,0,0,2,267,0,0,1,3,0,13
MANNAKAPADI,131,384,362,2,0,0,0,12,112,0,0,0,0,0,13
MUDABHARA,375,587,433,94,3,4,1,20,390,1,2,0,1,0,8
MUDHEGAU,144,318,203,60,1,0,0,7,242,0,4,0,2,2,0
NIRAULI,102,420,394,4,0,0,0,15,156,0,0,0,0,0,6
PACHANALI,229,404,254,104,20,4,2,32,317,3,4,1,3,9,14
POKHARI,481,295,238,1,0,0,0,7,153,0,0,0,0,0,96
RANAGAU,289,296,177,44,0,0,0,9,233,0,1,0,0,0,11
SANAGAU,300,236,196,3,1,0,0,3,148,0,0,0,0,0,22
SARASWOTINAGAR,132,449,428,3,0,0,0,23,200,1,0,0,1,0,1
SATPHARI,161,348,306,3,0,0,0,0,201,0,0,0,0,0,7
SIMCHAUR,126,377,355,36,0,0,0,5,129,0,0,0,2,0,11
TIJALI,164,277,244,6,0,1,0,5,186,0,1,0,2,0,0
TIKHATAR,517,563,474,6,0,0,0,14,254,0,1,0,0,0,108
TOLENI,701,435,359,5,1,1,0,0,260,0,0,0,0,0,18
WAGALEK,634,193,168,1,0,0,0,2,84,0,0,0,0,0,16
WARPATA,351,494,390,53,1,0,0,4,273,0,0,0,0,0,13
