VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BADKI,1,13,6,1,2,750,0,4
BIRAT,2,36,3,0,4,590,0,9
BUMRAMADICHAUR,2,3,3,1,1,204,0,0
CHANDAN NATH,20,822,64,5,5,906,0,17
CHHUMCHAUR,0,5,2,0,1,403,0,2
DEPALGAUN,6,44,4,0,0,441,0,3
DHAPA,0,4,3,0,2,660,0,6
DILLICHAUR,2,35,8,0,0,825,0,7
GARJYANGKOT,7,48,13,0,0,697,0,10
GHODE MAHADEV,0,5,5,0,7,352,0,2
GUTHICHAUR,0,17,1,0,2,547,2,6
HANKU,1,31,5,0,0,430,0,0
KALIKAKHETU,2,3,7,0,4,414,0,6
KANAKASUNDARI,5,6,1,0,3,470,0,1
KARTIK SWAMI,2,58,2,0,1,386,0,5
KUDARI,4,51,15,3,1,784,0,4
LAMRA,1,69,2,0,3,476,0,4
RARALIHI,5,15,4,0,0,459,0,3
MAHABAIPATHARKHOLA,4,3,2,3,201,276,6,5
MAHAT,21,284,11,12,2,468,1,8
MALIKABOTA,3,0,20,0,2,236,3,2
MALIKATHANTA,1,6,0,0,0,520,0,4
NARAKOT,1,8,1,0,1,573,0,3
PANDAWAGUFA,2,3,1,0,2,622,1,6
PATARASI,0,20,1,0,0,596,0,8
PATMARA,3,47,5,0,1,555,3,8
SANIGAUN,0,7,11,1,1,704,0,10
TALIUM,3,61,3,0,2,817,0,10
TAMTI,1,2,6,1,1,734,0,5
TATOPANI,2,29,10,0,0,887,0,4
TOTAL,101,1735,219,27,249,16782,16,162
