VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BAISI BICHAWA,176,2194,881,816,187,27,4,58,1600,87,137,1941,145,23,35
BELDANDI,211,2683,1928,591,58,24,5,21,1720,10,176,2233,7,8,128
CHANDANI,753,2876,1591,1252,251,29,6,115,1424,49,427,2231,9,68,31
DAIJEE,534,4474,2515,1960,163,99,25,223,3194,40,273,3460,27,58,83
DEKHATBHULI,442,2767,1182,753,83,12,1,10,1766,152,141,2410,250,15,76
DODHARA,611,3037,1791,1146,346,24,7,57,1778,21,378,2363,37,75,84
JHALARI,534,4202,2101,1835,265,102,31,188,3284,62,324,3100,36,157,46
KALIKA,155,2568,1263,1122,152,21,6,31,1880,35,306,2436,255,108,37
KRISHNAPUR,837,5771,2641,2634,79,82,13,223,4369,248,322,4479,42,70,115
LAXMIPUR,73,2073,1008,837,228,30,9,17,1646,6,170,1933,265,30,29
BHIMDATTA MUNICIPALITY,1823,18529,9902,11796,5106,1722,582,3678,14042,531,3370,15209,154,3039,332
PARASAN,366,2257,1100,704,84,19,6,9,1574,2,174,1843,29,34,28
PIPALADI,293,2887,1387,1382,88,39,10,87,2303,100,156,2319,37,35,63
RAIKAWAR BICHAWA,377,2360,983,1085,57,29,6,51,1639,102,147,1951,181,15,47
RAMPUR BILASIPUR,177,2718,1590,811,135,34,4,41,1938,26,224,2434,16,36,33
RAUTELI BICHAWA,102,627,454,248,0,2,0,1,497,5,19,512,3,0,9
SANKARPUR,74,968,455,129,46,14,0,4,664,0,50,912,0,7,23
SREEPUR,68,3400,1621,1694,547,105,34,242,2728,26,411,3196,102,225,86
SUDA,316,3736,1957,2310,530,197,65,502,2794,36,472,3064,40,309,76
TRIBHUWANBASTI,134,2524,1286,1238,296,54,18,109,1972,18,310,2276,19,120,66
