VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
BAISI BICHAWA,802,222,1,1365,7,8
BELDANDI,392,633,5,1959,5,28
CHANDANI,160,2139,17,1306,5,33
DAIJEE,702,1104,11,3244,6,24
DEKHATBHULI,242,104,8,2892,5,34
DODHARA,594,1460,25,1608,5,40
JHALARI,268,1121,52,3323,4,14
KALIKA,879,480,4,1346,5,46
KRISHNAPUR,250,1034,42,5329,10,58
LAXMIPUR,265,371,0,1532,1,6
BHIMDATTA MUNICIPALITY,3270,12005,935,4009,35,430
PARASAN,661,226,4,1728,8,24
PIPALADI,217,480,14,2502,2,28
RAIKAWAR BICHAWA,77,342,5,2335,0,25
RAMPUR BILASIPUR,116,419,5,2362,6,20
RAUTELI BICHAWA,9,24,0,694,0,11
SANKARPUR,22,24,1,1004,0,14
SREEPUR,365,1092,3,2031,5,58
SUDA,947,1680,111,1319,55,16
TRIBHUWANBASTI,1197,540,18,932,11,26
TOTAL,11435,25500,1261,42820,175,943
