VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
BANJH,796,12,3,1,0,0,6
BHAIRABANATH,832,17,2,0,0,0,17
BHAMCHAUR,737,5,2,0,0,0,4
BHATEKHOLA,553,18,0,0,0,0,8
BYASI,685,24,1,0,0,0,8
CHAINPUR,1002,104,44,1,0,19,34
CHAUDHARI,627,44,1,0,0,25,10
DAHABAGAR,963,39,2,0,1,10,20
DANGAJI,707,4,3,0,0,0,18
DATOLA,528,0,0,0,0,0,19
DAULICHAUR,828,7,0,0,0,0,4
DEULEKH,656,42,0,0,0,0,5
DEULIKOT,1152,28,6,0,3,0,6
DHAMENA,453,2,1,0,0,0,7
GADARAYA,553,2,0,0,0,0,5
HEMANTABADA,516,23,2,0,0,4,4
KADEL,810,3,1,0,0,1,14
KAILASH,327,7,0,0,0,0,5
KALUKHETI,482,13,5,0,0,0,7
KANDA,358,0,2,0,0,0,3
KAPHALASERI,975,6,49,0,0,0,21
KHIRATADI,1357,31,5,1,2,0,16
KOIRALAKOT,579,7,4,0,0,1,24
KOT BHAIRAB,647,6,0,0,0,0,15
KOTDEWAL,517,35,1,0,0,0,5
LAMATOLA,364,1,4,1,0,0,0
LEKGAU,926,22,0,0,0,0,7
LUYANTA,507,11,2,0,0,0,5
MAJHIGAU,780,2,2,0,0,0,4
MALUMELA,390,13,2,1,1,0,3
MASTA,495,2,0,0,0,0,3
MATELA,435,7,4,0,0,0,5
MAULALI,599,17,2,0,0,0,5
MELBISAUNI,607,5,2,0,0,0,5
PARAKATNE,757,9,13,0,1,1,5
PATADEWAL,502,8,1,0,0,0,3
PAUWAGADHI,360,6,0,0,0,0,0
PIPALKOT,742,1,0,0,0,0,44
RAYAL,1044,73,1,0,2,27,5
RILU,801,8,1,0,0,0,9
RITHAPATA,514,52,11,1,0,2,6
SAINPASELA,980,114,3,0,0,0,20
SUBEDA,748,6,41,0,0,0,17
SUNIKOT,370,0,0,0,0,0,1
SUNKUDA,1186,41,22,1,0,0,9
SURMA,566,4,6,0,0,0,3
SYANDI,747,19,0,0,0,0,11
TOTAL,32060,900,251,7,10,90,455
