VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BANJH,4215,1953,2262,2353,1404,949,125,56,69,1736,492,1244,1,1,0,55.82443653618031,71.88940092165899,41.95402298850575
BHAIRABANATH,4304,1984,2320,2267,1390,877,148,70,78,1889,524,1365,0,0,0,52.671933085501855,70.06048387096774,37.80172413793104
BHAMCHAUR,4154,2007,2147,2056,1357,699,267,126,141,1831,524,1307,0,0,0,49.49446316803081,67.61335326357748,32.55705635770843
BHATEKHOLA,3049,1394,1655,1729,1051,678,158,73,85,1162,270,892,0,0,0,56.70711708756969,75.39454806312769,40.96676737160121
BYASI,3736,1749,1987,2108,1320,788,112,48,64,1515,381,1134,1,0,1,56.42398286937902,75.47169811320755,39.65777554101661
CHAINPUR,5846,2961,2885,3791,2363,1428,164,80,84,1889,518,1371,2,0,2,64.84775915155662,79.80412022965214,49.49740034662045
CHAUDHARI,2989,1299,1690,1818,1045,773,67,32,35,1100,221,879,4,1,3,60.82301773168284,80.44649730561972,45.7396449704142
DAHABAGAR,5312,2602,2710,2602,1712,890,207,102,105,2503,788,1715,0,0,0,48.98343373493976,65.79554189085319,32.84132841328413
DANGAJI,3597,1670,1927,1828,1130,698,114,47,67,1655,493,1162,0,0,0,50.82012788434807,67.66467065868264,36.22210690192008
DATOLA,2667,1289,1378,1671,985,686,60,27,33,935,276,659,1,1,0,62.65466816647919,76.41582622187742,49.782293178519595
DAULICHAUR,4469,2261,2208,1997,1463,534,96,44,52,2375,754,1621,1,0,1,44.68561199373461,64.70588235294117,24.184782608695652
DEULEKH,3692,1776,1916,1889,1193,696,253,119,134,1547,463,1084,3,1,2,51.1646803900325,67.17342342342343,36.32567849686848
DEULIKOT,6436,3141,3295,3182,2109,1073,152,64,88,3097,966,2131,5,2,3,49.44064636420137,67.14422158548233,32.564491654021246
DHAMENA,2414,1191,1223,1423,933,490,55,29,26,935,228,707,1,1,0,58.94780447390223,78.33753148614609,40.06541291905151
GADARAYA,2620,1195,1425,1585,937,648,80,27,53,955,231,724,0,0,0,60.49618320610687,78.41004184100419,45.473684210526315
HEMANTABADA,2930,1333,1597,1802,1064,738,57,26,31,1071,243,828,0,0,0,61.50170648464164,79.81995498874718,46.211646837820915
KADEL,4140,1910,2230,2276,1389,887,125,57,68,1737,464,1273,2,0,2,54.97584541062802,72.72251308900523,39.77578475336323
KAILASH,1675,795,880,921,542,379,118,55,63,636,198,438,0,0,0,54.98507462686567,68.17610062893081,43.06818181818181
KALUKHETI,2266,1028,1238,1350,821,529,52,28,24,864,179,685,0,0,0,59.576345984112976,79.86381322957199,42.73021001615509
KANDA,1876,956,920,772,563,209,30,16,14,1074,377,697,0,0,0,41.15138592750533,58.89121338912135,22.717391304347824
KAPHALASERI,5655,2791,2864,2700,1680,1020,227,137,90,2720,971,1749,8,3,5,47.745358090185675,60.19347903977069,35.614525139664806
KHIRATADI,6791,3131,3660,3864,2376,1488,126,68,58,2799,687,2112,2,0,2,56.898836695626564,75.88629830725007,40.65573770491803
KOIRALAKOT,3116,1383,1733,1943,1089,854,151,55,96,1002,234,768,20,5,15,62.35558408215661,78.74186550976138,49.27870744373918
KOT BHAIRAB,3052,1351,1701,1882,1081,801,187,67,120,982,203,779,1,0,1,61.66448230668414,80.01480384900074,47.08994708994709
KOTDEWAL,2880,1288,1592,1735,1033,702,17,9,8,1126,245,881,2,1,1,60.24305555555556,80.20186335403726,44.095477386934675
LAMATOLA,1614,686,928,1017,581,436,18,5,13,575,98,477,4,2,2,63.01115241635687,84.6938775510204,46.98275862068966
LEKGAU,4133,1960,2173,2043,1292,751,302,121,181,1788,547,1241,0,0,0,49.43140575852891,65.91836734693878,34.56051541647492
LUYANTA,2647,1181,1466,1622,931,691,45,19,26,979,231,748,1,0,1,61.276917264828114,78.83149872988993,47.13506139154161
MAJHIGAU,3528,1534,1994,1985,1199,786,86,36,50,1457,299,1158,0,0,0,56.264172335600904,78.16166883963494,39.418254764292875
MALUMELA,1988,920,1068,1174,709,465,130,58,72,683,153,530,1,0,1,59.05432595573441,77.06521739130436,43.53932584269663
MASTA,2343,1129,1214,1307,829,478,27,19,8,1004,281,723,5,0,5,55.78318395219804,73.42781222320637,39.373970345963755
MATELA,2218,984,1234,1460,809,651,84,42,42,669,132,537,5,1,4,65.82506762849414,82.21544715447155,52.75526742301459
MAULALI,3024,1352,1672,1661,989,672,114,65,49,1247,298,949,2,0,2,54.92724867724868,73.1508875739645,40.19138755980861
MELBISAUNI,2987,1415,1572,2017,1162,855,121,26,95,846,225,621,3,2,1,67.52594576498159,82.12014134275618,54.38931297709924
PARAKATNE,3685,1626,2059,2316,1307,1009,67,28,39,1301,290,1011,1,1,0,62.84938941655359,80.38130381303813,49.004371053909665
PATADEWAL,2189,948,1241,1280,781,499,49,16,33,860,151,709,0,0,0,58.47418912745545,82.38396624472574,40.20950846091861
PAUWAGADHI,1675,727,948,1028,587,441,62,25,37,582,114,468,3,1,2,61.37313432835821,80.74277854195323,46.51898734177215
PIPALKOT,4178,2081,2097,2302,1478,824,140,81,59,1735,522,1213,1,0,1,55.098133078027764,71.02354637193658,39.294229852169764
RAYAL,5518,2484,3034,2841,1747,1094,167,82,85,2508,653,1855,2,2,0,51.48604566872055,70.33011272141707,36.058009228740936
RILU,4587,2251,2336,2241,1396,845,23,14,9,2323,841,1482,0,0,0,48.855461085676914,62.01688138605065,36.17294520547945
